original,paraphrase
"»Poklical bom Mater Veverico!« se je začel dreti, ko se je Domen Fras spotaknil obenj. Slon in Tarzan sta prebledela in se umaknila.","""poklical bom Veverico,"" je začel kričati, ko se je Domen Fras spotaknil ob njega. slon in Tarzan sta postala bleda in se umaknila."
Domen Fras se je obrnil.,Domen Fras se je obrnil.
"»A veš, da je v meni vezanih petnajst molerakul in da imajo vse družine?!« se je drl poliofnjaž.","""Ali veste, da je v meni petnajst kolerakul in da jih imajo vse družine?"" je zavpil."
»Pravzaprav sploh nisem nikoli hodil poslušat o nobeni kemiji…logiji!« je priznal Domen Fras. »Šla mi je na živce!«,"""V bistvu nisem nikoli poslušal o nobeni kemiji... logika!"" je priznal Domen Fras. ""To me je jezilo!"""
Domen Fras je zavzdihnil. Še to! Nekakšen čudak z zmajem in vilico v čelu ga bo prevažal naokrog kot kakšno vrečo s peskom!,Domen Fras je zavzdihnil in nekakšen čudak z zmajem in vilico v čelu ga bo nosil naokoli kot vrečo peska.
"»Ja, seveda, baloni!« je zamrmral Domen Fras in se hkrati spraševal, kako neki je tip uganil njegove misli. ","""ja, seveda, baloni"" je zamomljal Domen Fras in se spraševal, kako je nekdo uganil svoje misli."
»Kako ti je ime?« je zavpil Domen Fras.,"""Kako ti je ime?"" je zavpil Domen Fras."
TUMP!,To je udarec.
"»Tam sem pristal, ja!«","""Tam sem pristal, da!"""
»Imate kako prtljago?«,"""Ali imate kakšno prtljago? """
»Kovček!«,"Moj kovček! """
"»Ob šestih zvečer, gospod!« je dejal Antični Škot.","""ob šestih zvečer, gospod,"" je rekel stari Škot."
"Domen Fras se ni več zmenil zanj. Šel je po stopnicah, odklenil vrata svoje sobe, legel in zaspal. ","Domen Fras ga je ignoriral. šel je gor, odklenil vrata svoje sobe, se ulegel in zaspal."
»Aha!«,- To je.
»Kaj zdaj molčite?« je vzrojil malce nižji mož (čeprav tudi visok). ,"""O čem govoriš sedaj?"" je povzročil nekoliko nižji človek (čeprav tudi visok)."
"Domen Fras se je počasi zavedel. Ležal je v zelo razsvetljenem prostoru, ki je slabo del njegovim očem.","Domen Fras je počasi prišel k zavesti, ležal je v zelo osvetljeni sobi, ki je škodila njegovim očem."
»Kak Ferenc?« je zamrmral Domen Fras. »Odkod zdaj naenkrat Ferenc?«,"""Kako Ferenc?"" je zamrmral Domen Fras. ""od koder je zdaj naenkrat Ferenc?"""
»Domen Robert Fras!« se je zaslišal glas iz svetlobe.,"""Robert Fras domain"" slišal glas iz svetlobe."
"»TIHO!« je spet zakričal glas. »Nimate še besede! Od kdaj se pa človek prijavi kar v prvi hotel, nad katerim ga odvržejo?! Pamet se vam je popolnoma skisala, Domen Ksaver Fras!«","""tiho"" je spet zavpil glas. ""Nimaš besede. Od kdaj se človek prijavi v prvi hotel, nad katerim je vržen?"
"»Aaaa, si bral?« je zaukala senca. »Bravo! Torej poznaš tudi kodeks napadalcev cvetličnih lončkov!«","""Aaaa, ali si prebral?"" je jokala senca. ""bravo torej poznaš tudi kodo zavojevalcev cvetličnih lončkov!"""
"Tezaver, ki prinaša svetlobo, je zavzdihnil in izginil.","Tezaver, ki je nosil luč, je zavzdihnil in izginil."
»Hudiča!« je vzrojil glas. »Tega ti ne bi bilo treba povedati!«,"""hudič"" je povzročil glas. ""tega ti ni bilo treba reči!"""
"»Pusti bilten!« je razburjeno rekla senca. »Tam napihujemo zadeve do nezavesti! Kraj, ki ga ni na karti, je pravzaprav samo mestece, nič kaj večje od kakih dvestotih ducatov avtodomov, če jih postaviš enega ob drugega. Imaš avtodom?«","""Tam napihujemo zadeve do točke nezavesti Mesto, ki ga ni na zemljevidu, je pravzaprav samo mesto, ni veliko večje od dvesto ducatov avtodomov, če jih postavite drug ob drugega. Imate avtodom?"""
»Pa potem?«,"In kaj potem? """
That won't awaken,To se ne bo prebudilo.
With chafafa on the side.,s Chafafo na drugi strani.
"»Njuhanec spravljajo vanj, ja!« je brž spet spregovoril starček. »Pa popijva to kavo, še preden pride zmajar! Pijem samo kavo z 256 sivinami. Vam to odgovarja?«","""Vanj dajejo njuhanec,"" je spet spregovoril starec. ""Spijmo to kavo, preden pride zmaj! Jaz pijem samo kavo z 256 sivimi. To vam ustreza?"""
»Malinovca nimate?« je vprašal Domen Fras.,"""A nimaš maline?"" je vprašal Domen Fras."
"»Sedem?« je začudeno pogledal starček. »Bilo nas je sedem bratov, ja. Šest jih je že pri porodu vzela hujša oblika mesojede rudbekije. Ampak kako vi to veste?«","""Sedem"" je začudeno pogledalo starega moža. ""Bilo je sedem bratov. Da, šest od njih jih je že rodilo s hudo obliko mesojede rude. Toda kako ti to veš?"""
"»Ojej, že spet so poskakali skozi okno!« je vzrojil starček. »Drugič bom moral močneje zategniti vozle. Veste, mladi so še, pa se gonijo! Kdo bi jim zameril, he he he!«","""Oh, spet so skočili skozi okno"" je rekel starec. ""Naslednjič bom moral zategniti vozle močneje! veš, še vedno so mladi, ampak igrajo Kdo bi jim lahko zameril, on je on"""
"»Samo 200 sivin bo, lesne gobe so jih zjutraj, kaže, pojedle kakih 56!«","""tam bo samo 200 sivih, gozdnih gob zjutraj, očitno, pojedenih okoli 56!"""
"»Ahaaa, tisti kovček!« je rekel Mož, ki je pel in žel. »Ja, imam ga v sobi. Pridi z menoj!«","""Ahaa, ta kovček,"" je rekel mož, ki je pel in jedel. ""Ja, imam ga v svoji sobi."
"»Poslušajta,« je rekel Domen Fras, »z velikim veseljem bi poslušal vajino pričkanje, ampak nimam časa za tovrstno debato, ker moram dobit svoj kovček in it. Tebe, zmajar, bom pa poprosil za prevoz in še nekaj te moram vprašat!«","""Poslušaj "", je rekel Domen Fras,"" prav rad bi slišal tvoje prepiranje, ampak nimam časa za take pogovore, ker moram po svoj kovček in ga."
Starček se je zmračil.,starec je v temi.
"»Bi me ti zategnil do Kraja, ki ga ni na karti?« je vprašal Domen Fras.","""bi me lahko potegnili na kraj, ki ga ni na zemljevidu?"" je vprašal Domen Fras."
»Kar uberi jo!«,Samo dvigni ga že!
"Čez nekaj minut sta Domen Fras in Mož, ki je pel in žel, že letela iz mesta. Domen Fras je kovček obesil na roko in se na zmaju posadil poleg Moža, ki je pel in žel. Čisto nič mu namreč ni bilo do tega, da bi se tisoč sto osemdeset kilometrov držal za njegov čevelj, ki je imel slabe vezalke.","Nekaj minut kasneje sta iz mesta že odletela Domen Fras in Mož, ki je pel in jedel. Domen Fras je obesil kovček na roko in sedel poleg Moža, ki je pel in jedel na zmaju. Ni ga zanimalo, da bi za sto in osemdeset kilometrov držal čevelj, ki je imel slabe vezalke."
"»Saj res,« je vzkliknil Mož, ki je pel in žel, »kdo in kaj sploh si? Saj sploh ne vem. Prevažam te naokrog, pa mi ni jasno niti …«","""tako je prav,"" je vzkliknil mož, ki poje in stoka, ""Kdo in kaj si ti? sploh ne vem, nosim te naokrog, ampak sploh ne vem..."""
"»Mogoče bi Semikerber vedel, kje je!« je pomislil Mož, ki je pel in žel.","""mogoče bi Semikerber vedel, kje je"" si je mislil mož, ki je pel in jedel."
"»Že prav, bom jaz odvajal zate!« je rekel Mož, ki je pel in žel. »V današnjem Oznanilu piše, da je izraz dneva ... (pred Domna Frasa je razgrnil plahto, ki naj bi bila Oznanilo, in pokazal na nekakšne čačke v spodnjem desnem kotu) Malo dlje bo trajalo, ker je dolg!«","""V redu, bom poskrbel za vas,"" je dejal Mož, ki je pel in jedel. ""V današnji napovedi pravi, da izraz dneva!... (pred Domna Frasa je iz stanja, ki naj bi bilo obvestilo, in opozoril na neke vrste čačke v spodnjem desnem kotu) To bo trajalo malo dlje, ker je dolgo"""
»Ampak …« je jecljal Domen Fras.,"""Ampak..."" je zamrmral Domen Fras."
"»Dobro!« je rekel Respirator. »Fssssstopita! Ker ga ne poznam, bi mu moral fsssicer mandeljne trikrat ovit okrog diafragme in vratno arterijo speljat v trtico, ker ga ne poznam, ampak ker je fssss teboj …«","""dobro,"" je rekel Respirator. ""ker ga ne poznam, bi moral njegove mandeljne trikrat oviti okoli trebušne prepone in vratne arterije v trtico, ker ga ne poznam, ampak zato, ker je fsssss ti.."""
"»In? Lepo po pravilih sem odvedel izraz z lista!« je rekel Mož, ki je pel in žel. »Odvedel, a razumeš? Ne, ne razumeš! Ti bolj malo razumeš, kaj?«","""sledila sem pravilom in črtala izraz s seznama,"" je rekel mož, ki je pel in jedel. ""ne, vi ne razumete. ne razumete veliko, ali ne?"""
"»In zakaj je kljub temu slabe volje?« je vprašal Domen Fras, ki mu je bilo zdaj že jasno glede odvajanja. ","""In zakaj je še vedno slabe volje?"" je vprašal Domen Fras, ki je bil sedaj jasen glede rehabilitacije."
»To sem že slišal pred dnevi!« ga je prekinil Domen Fras. ,"""to sem slišal pred nekaj dnevi,"" je rekel Domen Fras."
"»Sem slišal, ja!« je rekel Mož, ki je pel in žel. »Čestitam!«","""slišal sem, ja,"" je rekel mož, ki je pel in žel. ""čestitam!"""
Obrnil se je k Domnu Frasu.,Obrnil se je na Domna Frasa.
"»Oh, ne maraj!« je rekel Semi. »Po srcu sem pravi kebrček! Ljubim umetnost in lepo pokrajino!« Zaupno se je obrnil k Možu, ki je pel in žel. »A vama je Respirator pravil o onih sedemnajstih?«","""Oh, ne moti"" je dejal Semi. ""Jaz sem resnično twinkle v srcu ljubim umetnost in lepo pokrajino!"" Obrnil se je na človeka, ki je pel in žel. ""Ampak ali vam je Respirator povedal o teh sedemnajst?"""
"»Veš,« se je zdaj Semi spet sklonil k Domnu Frasu, »o meni se je spletla precej huda fama! Ampak zakon Rohnečega kanjona je krut, prijatelj, zelo krut! Nihče ne sme nekaznovano vpasti sem in pobijat kače!«","""veš,"" zdaj se je Semi nagnil k Domno Fras, ""imel sem precej slab ugled, ampak zakon bučanja kanjona je krut, prijatelj, zelo krut Nihče ne more priti sem in pobijati kače nekaznovano"""
"»Nič bolj kot ponavadi! In to samo zato, ker sem pel irske narodne z reverziranimi akordi! Svet je poblaznel!«","""Nič bolj kot ponavadi in to samo zato, ker sem pel irske ljudske pesmi z obrnjenimi akordi."
»Koga?«,"""Komu?"""
»Kaj hočeš reči s tem?« je zanimalo Semija.,"""Kaj misliš s tem?"" je vprašal Semi."
"»Nehaj že, no!« je nestrpno zagolčal Semi. »Koliko pa nas je tukaj, a? Prijatelj mojega prijatelja je moj tikač!«","""Nehaj, daj no, Semi je nestrpno rekel."" Koliko nas je tam, prijatelj mojega prijatelja je moj tič! """
"»Počakaj, koj mu prisluhnem, a lepše se je pogovarjati ob kakšni pesmi!« je z nasmeškom v žrelu rekel Semi. ","""počakaj, ko sem ga poslušal, vendar je bolje, da se govori, da pesem!"" Je dejal z nasmehom v grlu."
»Ne morem … za lastno mamo …« je zatarnal Domen Fras.,"""ne morem... za svojo mamo..."" je zavpil Domen Fras."
"Kakšne pol ure so hodili med skalami, nakar se je pred njimi pojavilo precej nenavadno poslopje, zgrajeno iz jute in pleksi-stekla.","Približno pol ure so hodili med skalami, nakar se je pred njimi pojavila precej nenavadna zgradba, zgrajena iz jute in pleksi stekla."
"Tiralica se je prestrašila in takoj vžgala. Semi je stal med ognjem, gledal v plamene in mrmral: »Na tegale bom odgovoril, na tegale ne, na tegale ja, na tegale tudi, na tegale ne!«","Policijska tiralica se je ustrašila in takoj zatem nadaljevala. Semi je stal sredi ognja, strmel v plamene in mrmral: ""Odgovoril bom temu, ne temu, da temu, da temu, da temu, da temu, ne temu!"""
"»Rupert mi je poslal svojo najnovejšo knjigo, ej!« je veselo zatulil Semi. »Ne me basat!«","""Rupert mi je poslal svojo zadnjo knjigo, z veseljem je kričal Semi."" ne bazirajte me! """
Vrgel je glavo vznak in se zadrl:,Glavo je vrgel nazaj in zakričal:
"Na skrajni levi so se odprla vrata, ki jih Domen Fras poprej ni opazil. Skoznje je prilomastila kakšnih 150 strani debela knjižica formata 10x18 m in se plaho nasmihala.","Na skrajni levi so se odprla vrata, ki jih Domen Fras prej ni opazil, in skoznje je dala 150 - stransko, 10x18 - metrsko debelo knjižico in se plašno nasmehnila."
»Preberi se!« je ukazal Semi.,"""preberi se"" je naročil Semi."
"hočem, da mi kaj povejo.","hočem, da mi nekaj povejo."
Zbirka je plašno vprašala.,Zbirka je plašno vprašala.
"»Ujeeea!« je zavpil pri zadnjem pismu, ko je tiralični ogenj že pojenjal. »Dmansk Gregorsk Petrovsk! Aleksejevič!!!«","""Ujeeea"" je zavpil na zadnjem pismu, ko je ogenj že umiril. ""Dmansk Gregorsk Petrovsk Aleksejevich"
»Semi! Kerber!« je sikal.,"""Semi Kerber"" si je zašepetal."
"»Staro prijateljstvo!« je zamrmral Mož, ki je pel in žel. »Blemšnik je sicer strašno neugoden. Ko sem ga prvič srečal, mi je skorajda zabil nož v čelo, češ da mi manjka ostrina v izražanju. Povedal sem mu, da imam v čelu že tri ostrine v izražanju. Potem me je hotel na licu mesta pičiti, izmaličiti in …«","""Staro prijateljstvo"" je zamrmralo Mož, ki je pel in žel. ""Blemšnik je strašno neprijeten. Ko sem ga prvič srečal, mi je skoraj porinil nož v čelo, češ da mi manjka ostrine izražanja. Povedal sem mu, da imam že tri ostre izraze na čelu. Nato me je hotel pičiti, iznakaziti in..."""
»Stane!!!«,- To stane veliko denarja!
Vtem je Blemšnik že ugledal Domna Frasa.,V tem času je Blemšnik že videl Domno Fras.
"Domen Fras je dregnil Moža, ki je pel in žel.","Domen Fras dregnil človeka, ki je pel in jedel."
"»Noro!« je hropel Semi, ko je bilo pesmi konec. »To bi lahko počel ves dan!«","""Noro"" je bilo za Semi, ko se je pesem končala. ""To bi lahko počel ves dan!"""
Domen Fras je zagodrnjal:,Domen Fras je godrnjač.
"»Modre besede!« je pokimal Blemšnik. Objel je Semija in Moža, ki je pel in žel, Domnu Frasu pa je dal rep.","""besede modrosti"" je prikimal Blemšnik, objel je Semi in Man, ki je pel in jedel, in dal rep Domno Frasu."
"»Strinjat …« je zamrmral Domen Fras. »Zakaj se ga vsi tako bojite? Saj je vendar star in prav pošteno se že maje, ko se plazi!«","""Se strinjam..."" je zamrmral Domen Fras. ""Zakaj se ga tako bojiš? Star je in že svoboden, ko se plazi"""
»Takole bomo naredili!« je rekel Semi. »Vidva s Stanetom hajdi na moj hrbet!«,"""to je tisto, kar bomo storili!"" je dejal Semi. ""Ti in Stanet, spravita se na moj hrbet!"""
Domen Fras se je potegnil na Semikerberja.,Domen Fras se je obrnil proti Semikerberju.
»Semikerber!« je zastokal in hotel že pognati.,"""Semikerber"" je zastokal in ga hotel spraviti v pogon."
"»Potem pa nočem, kajpak!« je rekel Semi in skomignil z rameni. »Verjamem!«","""Potem pa nočem, seveda,"" je rekel Semi in skomignil z rameni."
»Čudovito!« je rekel Domen Fras in nepremično strmel v svoj avtobus.,"""čudovito "", je rekel Domen Fras, negibno buljil v svoj avtobus."
"»Kaj pa drugega!« je odločno rekel Semi. »Morda naju boš še potreboval, jaz pa bi se tudi enkrat rad peljal z živim, neobgrizenim šoferjem!«","""kaj še?"" je rekla Semi odločno. ""morda nas boste še potrebovali, jaz pa bi se rada peljala z živim šoferjem brez ugrizov."""
»Kaj bi zdaj rad?« je mrko vprašal. »Navsezadnje sem te precej dolgo čakal! Čemu torej zdaj ne bi čakal še ti?«,"""Kaj hočeš zdaj?"" me je vprašal nejevoljno. ""Konec koncev sem te čakal že kar nekaj časa!"
"»Ne prenesem motoriziranih egotov!« je zamrmral Semikerber. »Še posebej zato ne, ker se vedno spravljajo na poštenjake, kakršni smo mi!«","""ne prenesem motoriziranega ega,"" je zamrmral Semikerber. ""Še posebej zato, ker se vedno spravljajo na poštene ljudi, kot smo mi."""
III.,III.
Pa-a ia me o-e ,- dobil si me.
"»Še spiš, kaj? Kdo je Božo?«","""Ti še vedno spiš, kaj? Kdo je Bog?"""
»Ura je pol enajstih po rimskem koledarju!!! KDO JE BOŽO???«,"""Ura je pol enajstih po rimskem koledarju, kdo je to?!"""
»Booo-žo?«,Kaj je boo-jo?
»Prišel bo …«,"Saj bo prišel""..."
»Kaj uhaš?«,"Kaj se pa greš?"""
»Ker sem res šofer po profesiji A!« je rekel Domen Fras. »Čisto vsega ti tudi nisem zamolčal!«,"""ker sem voznik"" A poklica "", je rekel Domen Fras. ""ničesar vam nisem povedal."""
"»Ja ja, v redu!« je zamrmral Domen Fras.","""ja, v redu!"" je zamrmral Domen Fras."
"»Obstajala je!« je povedal Mož, ki je pel in žel. »Nekega dne pa jo je Semi dobil na samem …«","""bila je ženska,"" je rekel moški, ki je pel in jedel. ""Nekega dne jo je Semi dobil na samem..."""
»Heri!«,- Tukaj imaš.
"»… da se je ž njo poročil Božo Jones!« je končal Heri. »S Stanetom sva Jonesa oseminšestdesetkrat preklela, ampak njega je dobil. Na zadnji žetvi mu je nafilal jedilnega pribora v čelo!«","... da se je poročil s Santa Jonesom ""je končal Heri."" Stanet in jaz sva Jonesa preklela oseminšestdesetkrat, vendar ga je dobil. Pri zadnji žetvi si je v čelo zatlačil"
"»KDO JE MIRKO???« se je zadrl Domen Fras. »VZEMI SI ČAS IN VOLJO, ČE ŽE HOČEŠ, DA REŠIMO TVOJO RIT!«","""kdo je še vedno?"" je zavpil Domen Fras. ""vzemite si čas in boste, če želite, rešili svojo rit!"""
»Predvsem je radoveden!« se je nasmehnil ogovorjeni. »Da ne bomo preveč izgubljali časa – Mirko je najin brat četvorček!«,"""predvsem pa je radoveden,"" se je nasmehnil in rekel, ""da ne bomo zapravljali preveč časa, Mirko je naš brat."""
»Ne!« je rekel Domen Fras.,"""Ne "", je rekel Domen Fras."
»In zakaj ne zgrize Jonesa?«,"""In zakaj ne bi ugriznila Jonesa?"""
"»Ker se mu zdi, da ga bolj kaznuje s tem, da zgrize njegovo vojsko!« je rekel Mož, ki je pel in žel. »Ampak … zdaj gre za tvojo glavo, Heri! Vse do zdaj bi se Božo zadovoljil z Mihaelo, tokrat hoče pa tudi tebe! Se pravi, da mu je …«","""zdi se mu, da ga bolj kaznuje z ugrizom v njegovo vojsko,"" je rekel mož, ki je pel in žel. ""ampak... zdaj je tvoja glava, Hera Do sedaj bi bil Bog zadovoljen z Michaelo, toda tokrat hoče tudi tebe."
"»… dovolj igric!« je rekel Heri. »Pa tudi nam je že rahlo prekipelo, po pravici povedano!«","""dovolj iger,"" je rekla Hera. ""in smo malo preobremenjeni, če sem iskren."""
"»Ne v kakšnem!« je rekel Heri. »V našem! Semi naj lepo pojužina Jonesa, Mihaelo bom pa poslal Blemšniku, naj se on ukvarja ž njo!«","""ne v kakšnem smislu"" je rekel Heri. ""V naši Semi, naj bo Jones prijazen na jugu, toda Michaela bom poslal na Blemšnik, naj on opravi z njo!"""
"»Hudiklja, da bi res!« je pokimal Semi.","""hudič, da bi bil resničen"" je prikimal Semi."
»Z Mihaelo!«,"""Skupaj z Michaelo!"""
»Neverjetno!« je zijal Semi.,"""neverjetno"" je strmel v Semi."
"»Ampak nikoli ne naravnost nad Herija! Nad Herija, Berti!«","""toda nikoli neposredno proti Heriusu Nad Heriusu, Bertiju!"""
»Tisti skeči so res nagnusni!« se je namrdnil Berti. »In niti malo duhoviti niso! Uplentaj hudiča!«,"""te skice so resnično ogabne,"" je rekla Berta. ""In niti malo niso smešne. Niso Uplentaj hudič!"""
"»Medvedek Dija …« je posmrknil Semi. »On je tudi bil tak. Nikomur nič. Čisto nič krvoločnosti ni bilo v njem … Če je koga oklal, se mu je opravičil. Še ko ga je požrl, se je opravičeval, češ da je to bil primoran storit zgolj po službeni modrosti!«","""Dija the Bear..."" Smrknil Semi. ""Bil je tudi všeč. Ni bilo nič v njem sploh! Če je poklical nekoga, se je opravičil z njim. Tudi ko ga je požrl, se je opravičil, rekoč, da je bil prisiljen, da to storite le z uradno modrostjo"""
»Ti si mu podoben …« je rekel Berti. »Kar spomni se onega orkestra iz Versaillesa …«,"""podoben si mu,"" je rekla Berta. ""se spomniš tistega orkestra iz Versaillesa..."""
»Vojska …« je v divjem strahu jecljal Jones. »Kje je mo… mo…«,"""vojska je jecljala Jonesa v besnem strahu."" Kje je mo... mo... """
"»Zbogom, Božo!« je rekel Semi, zazijal, ugriznil in se obliznil.","""Zbogom, Božiček "", je rekel Semi, se urezal, grizel in polizal."
"»Lej ga, junaka, kako jo ubira!« ","""Poglej njega, junaka, ki jo je ubil!"""
"Tezaver je pribežal nazaj do Jonesovega domovanja, se zaklenil, ponovno desetkrat zasteklil vsa okna in si poskušal oddahniti.","Tezaver je stekel nazaj k Jonesovemu domu, se zaklenil, desetkrat zastrmel vsa okna in se poskušal sprostiti."
»Če pa … ččč… če pa …«,"""Toda če... če... in če..."""
»Priden!« je rekel Semikerber in ga požrl.,"""Priden fant,"" je rekel Semikerber in ga pojedel."
Papirji so bili res tam. Vsi po vrsti.,"dokumenti so bili tam, vsi."
"»Heri, tale mali, ki je prišel s Stanetom, me sumljivo gleda!«","""tukaj me tisti mali, ki je prišel s Stanetom, sumljivo pogleda!"""
"»Spominjam se časov, ko si drugače mislil!« je rekla Mihaela.","""spomnim se časa, ko si mislila drugače,"" je rekla Michaela."
"»Spominjam se časov, ko bi dal zame obe nogi v rezalnik papirja!« se je namrdnila Mihaela.","""spomnim se, ko si dal obe nogi v rezalnik za papir zame,"" je rekel Michael."
»Ibržnik!!!« je zavpila Mihaela. »Obnoksiozec! Travestitor!!! Borzni preprodasadjalec! Smrkavi trol!«,"""Scrapper"" je zavpil Michael. ""Anksiozni izdajalec Stockbroker Smrk Troll"""
»A lahko jaz izberem nevestino barvo kože?« je spraševal Semi na poročno jutro in si delal svečane vozličke v dlaki.,"""Ali lahko izberem barvo nevestine kože?"" je vprašal Semi na poročno jutro, pri čemer je naredil formalne vozličke v laseh."
"Zdelo se mu je sicer malce pod častjo: takšna poroka, pa tako majhni kozarci! Sramota! Heri bi vendar lahko ...","Mislil je, da je malo pod njim: taka poroka, in tako majhne kozarce sramu Heri bi lahko..."
Heri se je sklonil k ušesu Domna Frasa:,Hera se je nagnila k ušesu Domna Frasa
"»Zadnje čase se toliko dogaja, da je težko ne imet idej!« je rekel Domen Fras. ","""zadnje čase se toliko dogaja, da je težko biti brez idej "", je dejal Domen Fras."
"»Pa veš, da tod podnebje ni najbolj naklonjeno monetarnim sadikam?«","""Ali veste, da podnebje tukaj ni ugodno za denarne sadike?"""
IV.,IV.
"»Ampak …« je zamrmral Domen Fras, »kje pa je Jones? In njegova žena? Kaj ni njegova žena … Kaj nisem …«","Ampak ""... je zamrmral Domen Fras, ""Kje je Jones? In njegova žena? Ali ni njegova žena... Mar nisem... """
"Domen Fras se je poskusil premakniti, a ga je vse preveč bolelo nekaj, čemur niti ni vedel imena. Kako naj bi se torej menil za sodišče z eksotičnim imenom!","Domen Fras se je poskušal premakniti, vendar ga je preveč prizadelo nekaj, kar sploh ni poznal imena, kako bi se počutil na sodišču z eksotičnim imenom?"
Domen Fras ga je začudeno gledal.,Domen Fras ga je začudeno pogledal.
"»Torej, gospod Fras,« je ponovno povzel policist, »a nam boste lepo artikulirano povedali, zakaj ste pobili sedemnajst ljudi in si nato razbili glavo samo dva kilometra stran v avtobusu, ki je, kot razumem, vaše delovno sredstvo, vsaj tako so povedali na upravi mestnega prometa?«","""torej, gospod Fras,"" je ponovil policist, ""nam boste povedali, zakaj ste ubili sedemnajst ljudi in nato razbili glavo dva kilometra stran v avtobusu, za katerega razumem, da je vaše delovno sredstvo, ali tako je rekla mestna prometna uprava?"""
»Doktor Rimzel je za take primere najboljši. Jaz sem samo splošni zdravnik in danes nimam niti vizite!«,"""dr. Rimzel je najboljši za takšne primere, jaz sem samo splošni zdravnik, danes pa sploh nimam obiska."""
"Domen Fras še vedno ni vedel, kaj se dogaja. Saj pa je še hip predtem bil v Kraju, ki ga ni na karti in Jones je …","Domen Fras še vedno ni vedel, kaj se dogaja, bil pa je na mestu, ki ga pred trenutkom ni na zemljevidu in Jones..."
Zdravnik je sedel na stolčku in brezizrazno gledal predse. Nato je zakričal.,Zdravnik je sedel na stol in se pred njim zastrmel.
"»Hladnokrven? Preračunljiv?« je tedaj zavpil Domen Fras. »Saj sploh ne vem, kaj počnem tu! Moral bi biti v Kraju, ki ga ni na karti!«","""hladnokrvni, računalniški,"" je vzkliknil Domen Fras. ""sploh ne vem, kaj počnem tukaj, moral bi biti na kraju, ki ga ni na zemljevidu."""
