original,paraphrase
"Minister Giovanardi je letos spomladi, po zadnjem slovenskem obroku, pojasnil, da bo Italija dvignila denar iz Luksemburga, ko bo svoj dolg iz rimskega sporazuma poplačala tudi Hrvaška, delo pa da bo do takrat končala tudi komisija za mednarodno pravo, ki preučuje možnosti vračanja tistih nepremičnin, ki niso zajete v dvostranske sporazume.","Spomladi letos, po zadnjem slovenskem obroku, je minister Giovanardi pojasnil, da bo Italija dvignila denar iz Luksemburga, ko bo tudi Hrvaška odplačala svoj dolg iz Rimskega sporazuma, in da bo delo do takrat končala komisija za mednarodno pravo, ki preučuje možnosti vračanja nepremičnin, ki niso zajete v dvostranskih sporazumih."
"Strokovne službe ZPI skušajo pospešiti sprejem odloka, da bi se lahko investitor do izvolitve novega mestnega sveta uskladil z zavodom za varstvo kulturne dediščine","Strokovne službe ZPI se trudijo, da bi pospešili sprejetje odloka, tako da se investitor lahko uskladi z Zavodom za kulturno dediščino do izvolitve novega mestnega sveta"
"Koliko bo obratovanje zavetišča stalo, še ni znano (pričakovati je okoli 70 milijonov stroškov), je pa Vojko Vesel zagotovil, da zdravih živali tam ne bodo evtanazirali. V pravilniku o zavetiščih za živali je namreč določeno, da tiste pse in mačke, ki v 30 dneh ne najdejo lastnika, usmrtijo. Ena od bojazni predstavnikov ljubljanskega društva za zaščito živali, zaradi katere so nasprotovali, da bi ZOO prevzel upravljanje azila, je bilo prav to, da bi se v tem pogledu preveč držali zakona. Matjaž Urleb, sekretar društva, je včeraj dejal, da so zadovoljni, ker zavetišče stoji in da nameravajo sodelovati pri njegovem delovanju, a da jim je vseeno žal, da MOL ni sprejel nasvetov britanskega Kraljevega društva prosti mučenju živali (RSPCA), ker bi se sicer ognil marsikateri napaki pri gradnji. Kot najbolj očitni je naštel, kako so urejeni izolatoriji in to, da je na tleh namesto litega grob asfalt, ki ga je težko čistiti in razkuževati.","Koliko bo stalo obratovanje zavetišča še ni znano (pričakuje se okoli 70 milijonov stroškov), vendar pa je Vojko Vesel zagotovil, da se zdrave živali tam ne bodo evtanazirale. Pravilnik o zavetiščih za živali predvideva, da bodo psi in mačke, ki lastnika ne bodo našli v 30 dneh, ubiti. Eden od strahov predstavnikov Društva za zaščito živali Ljubljana, ki so nasprotovali temu, da bi ZOO prevzel upravljanje z živalmi, je bil prav ta, da bi se v zvezi s tem preveč držali zakona. Matjaž Urleb, sekretar društva, je včeraj dejal, da so zadovoljni z zavetiščem, ker stoji in da nameravajo sodelovati pri njegovem delovanju, vendar jim je še vedno žal, da MOL ni sprejel društva za brezplačno mučenje živali (CA), ker bi bilo drugače v postopku izgradnje azila nemogoče izvesti."
Na kratko,Na kratko povedano.
V Parku Škocjanske jame 63 vrst gob,V parku Škocjanske jame živi 63 vrst gob
"Murska Sobota - Za 91 učencev četrte soboške osnovne šole s prilagojenim programom je bil včerajšnji dan še zlasti slovesen. Šola je imela dan odprtih vrat, zato so jih obiskali njihovi starši, predstavniki strokovnih inštitucij, podjetij in posamezniki, ki šoli pomagajo. Odprli so tudi igrišče s številnimi igrali. V. d. ravnatelja Marija Bačič je povedala, da šola sama ne bi zmogla kupiti igral, zato so ji priskočila na pomoč podjetja Kema, Pomgrad, Telekom, Mitos in soboška enota Zavarovalnice Triglav. I. G.","Murska Sobota - Za 91 učencev četrte sobotne osnovne šole s prilagojenim programom je bil včerajšnji dan še posebej svečan. Na šoli so imeli dan odprtih vrat, zato so jih obiskali njihovi starši, predstavniki strokovnih zavodov, podjetja in posamezniki, ki šoli pomagajo. Odprli so tudi igrišče s številnimi igrišči. V. d. Ravnateljica Marija Bačič je povedala, da si šola sama ne bo mogla kupiti igre, zato so ji priskočile na pomoč družbe Kema, Pomgrad, Telekom, Mitos in sobotna enota Zavarovalnice Triglav."
"Črtomir Špacapan, novogoriški župan, je na seji predstavil dosedanje prizadevanje za potrditev zasnovanega sporazuma o organiziranem zaposlovanju delavcev, ki prestopajo državno mejo. S tem sporazumom naj bi namreč premagali dozdajšnje ovire za takšno zaposlovanje in seveda tudi preprečili zaposlovanje »na črno«. Pogovori s predstavniki slovenskega ministrstva za delo, družino in socialne zadeve, ministrstva za zunanje zadeve in službe vlade za evropske zadeve so pokazali, je povedal novogoriški župan, da načeloma podpirajo takšen sporazum, vendar pa so opozorili, da ga morata podpisati vladi obeh držav. Tako namreč zahteva tudi pridružitveni sporazum z Evropsko unijo, v okviru katerega so mogoči zgolj meddržavni sporazumi, ne pa na primer sporazumi med eno državo in regijo. Zato so se predstavniki Protokola o sodelovanju odločili, da bodo zasnovani sporazum v kratkem dali obema vladama v razpravo.","Župan Mestne občine Nova Gorica Črtomir Špacapan je predstavil dosedanja prizadevanja za potrditev sporazuma o organiziranem zaposlovanju delavcev, ki prehajajo državno mejo. Namen tega sporazuma je premostiti ovire za takšno zaposlovanje in seveda tudi preprečiti, da bi zaposlovanje postalo ""črno"". ""Pogovori s predstavniki Ministrstva za delo, družino in socialne zadeve, Ministrstva za zunanje zadeve in Službe vlade za evropske zadeve so pokazali, je dejal župan Nove Gorice, da tak sporazum načeloma podpirajo, vendar pa so poudarili, da ga morajo podpisati vlade obeh držav. To zahteva tudi pridružitveni sporazum z Evropsko unijo, v okviru katerega so možni sporazumi med državami in ne na primer med eno državo in regijo."
"Mia Capellari, zunanja svetovalka italijanske goriške občine, pa je predstavila projekt o čezmejnih pobudah, ki so ga pripravile goriška občina, goriška pokrajina, novogoriška mestna občina, območna gospodarska zbornica za severno Primorsko in italijanska goriška trgovinska zbornica. Glavni namen projekta je, da bi Protokol o sodelovanju kot izvirno obliko sodelovanja dveh obmejnih območij ovrednotili tudi na evropski ravni, pridobili evropske finančne vire za njegovo delovanje in predvsem za čezmejne projekte štirih delovnih komisij v njegovem okviru. V okviru Protokola namreč delujejo komisije: za družbene dejavnosti in socialne zadeve, za gospodarsko politiko, zaposlovanje in usposabljanje, za infrastrukturo in omrežja storitev ter za okolje in turizem. Na tokratni seji Protokola so sklenili, da bodo projekt o čezmejnih pobudah do konca tega meseca prijavili na razpis evropske komisije, namenjen prav takih pobudam za sodelovanje na lokalni in regionalni ravni med državami članicami EU in kandidatkami za pristop.","Mia Capellari, zunanja svetovalka italijanske občine Gorica, je predstavila projekt o čezmejnih pobudah, ki ga je pripravila občina Gorica, provinca Gorica, občina Nova Gorica, regionalna gospodarska zbornica za Severno Primorsko in italijanska gospodarska zbornica Gorica. Glavni namen projekta je bil ovrednotiti Protokol o sodelovanju kot izvirno obliko sodelovanja med obmejnima območjema na evropski ravni. V okviru protokola so komisije: za socialne dejavnosti in socialne zadeve, za gospodarsko politiko, zaposlovanje in usposabljanje, za infrastrukturo in mreže storitev ter za okolje in turizem. Na tokratnem zasedanju protokola so se odločili, da bodo do konca tega meseca na razpis Evropske komisije predložili projekt o čezmejnih pobudah, namenjen tovrstnim pobudam za sodelovanje na lokalni ravni držav članic in držav kandidatk za pristop k EU."
Slavica Crnica,Slavica Crnica (angleščina)
"Ribnica - Ribnica bo v soboto in nedeljo v znamenju pomembnih kulturnih dogodkov. Znani slovenski podjetnik Janez Škrabec se je lotil drznega projekta, zasnove zasebnega družinskega multimedijskega muzeja poleg obnovljene Škrabčeve domačije, hkrati pa bodo počastili spomin na 85. obletnico smrti velikega slovenskega jezikoslovca, patra Stanislava Škrabca, njihovega sorodnika.","Znani slovenski podjetnik Janez Škrabec se je lotil drznega projekta, zasnove zasebnega družinskega multimedijskega muzeja ob obnovljeni Škrabčevi domačiji, hkrati pa se bo v spomin na 85. obletnico smrti velikega slovenskega jezikoslovca, patra Stanislava Škrabca, njunega sorodnika."
Marijan Zlobec,Marija iz zla
"Skratka igra, ravno prav dobronamerna in benigna, da lahko v njej vsak najde kaj zase, zlasti pa priložnost za štiri igralce. Režija Zvoneta Šedlbauerja jim jo daje, čeprav je nekoliko lenobna in slabo »opremljena«. Najbolj zasilna - tako estetsko kot dramaturško - je scenografija, vseskozi enako markiran prostor (z izjemo osvetljave), v katerega se po potrebi pripelje miza ali postelja, prav tako slabo artikulirana je kostumografija (z »vrhuncem« v Bethinem hipijevskem kostumu); ustrezna so le glasbena ločila. Vsi štirje nastopajoči primerno dozirajo tako ironično distanco kot emotivne izbruhe, čeprav so na trenutke tudi samo alegorične prispodobe živih oseb. Vseskozi ostajajo v okvirih svojih likov, ki jih zarisujejo zdaj mehko in vdano, na trenutke rahlo trmasto (Slavko Cerjak kot Gabe), zdaj obvladujoče, pa tudi z nelagodjem in rahlo nepotešeno (Bernarda Oman kot Karen), zdaj z iskrenostjo in optimizmom, včasih celo rahlo nasilno (Boris Kerč kot Tom) in končno s pravo mero tiste koncizne ostrine in silovitosti (Judita Zidar kot Beth), ki bi koristila tudi uprizoritvi v celoti.","To jim daje režiser Zvone Šedlbauer, čeprav je nekoliko len in slabo opremljen. Najbolj nujna - tako estetsko kot dramaturška - je scenografija, vedno isti označeni prostor (z izjemo razsvetljave), v katerega se po potrebi prinese miza ali postelja, kostumografija pa je tudi slabo artikulirana (s ""klimitom"" v Bethinem hipijevskem kostumu; primerna so le glasbena ločila). Vsi štirje izvajalci primerno odmerjajo tako ironično distanco kot čustvene izbruhe, čeprav so na trenutke le alegorične alegorije živih oseb, ki ostajajo v okviru svojih likov, ki jih zdaj vlečeta mehka in zvesta, na trenutke nekoliko trmoglavi (Slavko Cerjak kot Gabe, zdaj umirjen, a tudi z nelagodjem in rahlo nezadovoljnim (Bernanda Oman kot Karen), zdaj z iskrenostjo in optimizmom, včasih celo nekoliko nasilni () Boris Kerč kot Tom) in na koncu s pravo mero te končne ostrine in nasilja (Judita Zidar kot Beth predstava kot celota."
"Povedal sem, kar je res","povedal sem, kar je res"
V Dami nič kaj nežno,Nič nežnega v dami.
"Komisija najprej skrbno pregleda vse odločbe (na fotografiji zgoraj), nato pa pregledana in stehtana mamila zapečatijo (spodaj) ter shranijo na varnem, dokler ne določijo datuma za njihovo uničenje. Drogo, kot pravi Josip Franz, sežigajo komisijsko v posebnih pečeh z dvojnim izgorevanjem, filtri pa preprečujejo, da bi delci onesnaževali okolico. Po končanem delu napišejo zapisnik in ga pošljejo pravosodnemu ministru. Žarko Hojnik","Komisija najprej natančno preuči vse odločitve (na sliki zgoraj), nato pa zapečati pregledane in stehtane droge (spodaj) in jih hrani na varnem mestu, dokler ni določen datum za njihovo uničenje. Droge, po navedbah Josipa Franza, se po naročilu sežgejo v posebnih peči z dvojnim gorenjem, filtri pa preprečujejo, da bi delci onesnažili okolje."
"Črnomelj - Črnomaljska tovarna Danfoss Compressors, članica danskega koncerna Danfoss iz Nordberga, je v petek proslavila desetletnico delovanja. Na slavnostni akademiji v črnomaljskem kulturnem domu so goste nagovorili predsednik države Milan Kučan, direktor koncerna Danfoss Joergen M. Clausen, direktor črnomaljske tovarne Leopold Panjan in predsednik GZS Jožko Čuk, ki je podelil Joergnu M. Clausnu visoko priznanje GZS Most za uspešno mednarodno gospodarsko sodelovanje. Predsednik Kučan je med drugim dejal: »Kot predsednik države si želim, da bi več tujih podjetij z naložbami v Sloveniji posnemalo Danfossov model sobivanja z okoljem,« in se zahvalil družini Clausen, ker je bila pripravljena in je tudi znala plodovito prepletati različne interese pri poslovanju tako, da je prevladal model, ki je najboljši za razvoj podjetja, za lastnika, delavce in socialno okolje. Črnomaljski Danfoss bo letos naredil 4,2 milijona kompresorjev, prihodnje leto pa že 5,5 milijona. S svojimi izdelki pokriva 4 odstotke svetovnega trga, od začetnih 70 delavcev pred desetimi leti pa sedaj nudi delo 1334 zaposlenim. Tovarna je enajsti največji slovenski izvoznik. M. D.","ČRNOMELJ - Tovarna Danfoss Compressors, članica danske skupine Danfoss Group iz Nordberga, je v petek praznovala 10. obletnico delovanja. Na slavnostni akademiji v črnomaljskem kulturnem centru so goste nagovorili predsednik države Milan Kučan, direktor Skupine Danfoss Joergen M. Clausen, direktor črnogorske tovarne Leopold Panjan in predsednik Gospodarske zbornice Jožkok, ki so Joergenu M. Clausenu podelili visoko priznanje Gospodarske zbornice za uspešno mednarodno gospodarsko sodelovanje. Predsednik Kučan je med drugim dejal: ""Kot predsednik države si želim, da bi več tujih podjetij preko naložb v Sloveniji posnemalo Danfossov model sobivanja z okoljem,"" in se družini Clausen zahvalil, ker je pripravljena prepletati in prepletati različne interese lastnika, tako da bi prevladal najboljši model za razvoj podjetja in delavcev. Letos bo podjetje proizvedlo 4,2 milijona kompresorjev, prihodnje leto pa že 5,5 milijona. S svojimi izdelki pokriva 4 odstotke svetovnega trga, od začetnih 70 delavcev pred desetimi leti pa sedaj zaposluje 1334 delavcev."
"Varšava - Po novih deviznih predpisih lahko poljski prebivalci od 1. oktobra odpirajo račune v tujini, najemajo posojila v tujih bankah in kupujejo delnice na svetovnih borzah. Teh pravic doslej niso imeli. Celo tisti, ki so delali v tujini, so morali devizne prihranke prenesti na račun domače banke najkasneje dva meseca po vrnitvi domov. Novi predpisi odpravljajo vse omejitve v pretoku kapitala med Poljsko in državami članicami EU in OECD. V nedavni anketi je kar vsak četrti Poljak izrazil željo, da bi izkoristil prednosti novega deviznega sistema. Teoretično se lahko vsak prebivalec odpove storitvam poljskih bank in zahteva, da se njegova plača in drugi prejemki prenesejo na račun v Švici, Nemčiji ali kaki drugi zahodni državi. Poljski bankirji pa so prepričani, da se to ne bo dogajalo množično, saj bodo mnogi izračunali, da se bolj splača varčevati doma. Pri tem bi jim pomagale tudi domače banke, ki morajo svoje poslovanje čim prej prilagoditi pogojem tuje konkurence. Največja ovira za opuščanje domačega kapitala so nedavno sprejeti predpisi, ki uvajajo davek na obresti v višini 20 odstotkov. Nekateri analitiki trdijo, da bodo obresti za vloge na računih v tujini, obdavčene kakor osebni dohodek po 19-, 30- in 40-odstotni stopnji. Poleg tega je treba upoštevati, da je tisti, ki zasluži v domačih zlotih, odplačuje pa posojilo v tuji valuti, izpostavljen velikemu tveganju zaradi pogostih sprememb deviznih tečajev. Poljski komentatorji primerjajo ta korak z obdobjem, ko so Poljaki pridobili pravico »imeti potni list v predalu« in svobodno potovati po svetu. »Zdaj lahko čutimo, kaj pomeni popolna osebna svoboda, kaj svobodno razpolaganje s svojim kapitalom. To je revolucija ne le v načinu razmišljanja o vlaganju denarja, temveč tudi v vsem gospodarstvu,« je v uvodniku zapisala Gazeta Wyborcza . I. M.","Varšava - V skladu z novimi predpisi o deviznem poslovanju lahko poljski rezidenti od 1. oktobra dalje odpirajo račune v tujini, najemajo posojila v tujih bankah in kupujejo delnice na svetovnih borzah. Do zdaj teh pravic niso imeli. Tudi tisti, ki so delali v tujini, so morali svoje devizne prihranke prenesti na račun svoje domače banke najpozneje v dveh mesecih po vrnitvi domov. Novi predpisi odpravljajo vse omejitve pretoka kapitala med Poljsko ter državami EU in OECD. V nedavni raziskavi je eden od štirih Poljakov izrazil željo, da bi izkoristil nov devizni sistem. Teoretično se lahko vsak rezident Poljske odpove storitvam poljskih bank in zahteva, da se njihove plače in drugi prejemki prenesejo na račun v Švici, Nemčiji ali drugi zahodni državi. Poljski bankirji menijo, da se to ne bo zgodilo množično, saj bodo mnogi izračunali, da je več vredno varčevati doma. Pomagale bi jim tudi domače banke, ki morajo svoje poslovanje čim prej prilagoditi pogojem tuje konkurence. Največja ovira pri opuščanju domačega kapitala so nedavno sprejeti predpisi, ki uvajajo davek na obresti v višini 20%. Nekateri analitiki trdijo, da bodo obresti na depozite na tujih računih obdavčene kot osebni dohodek po stopnjah 19%, 30% in 40%. Poleg tega je treba upoštevati, da je oseba, ki zasluži v domačem zlotu, vendar izplača posojilo v tuji valuti, izpostavljena velikemu tveganju zaradi pogostih sprememb menjalnih tečajev. Poljski komentatorji primerjajo ta korak z obdobjem, ko so Poljaki pridobili pravico do ""imeti potni list v predalu"" in prosto potovati po svetu. ""Zdaj lahko čutimo, kaj pomeni popolna osebna svoboda, kaj je prosto razpolaganje svojega kapitala. To ni revolucija le v načinu, kako razmišljamo o vlaganju denarja, temveč tudi v celotnem gospodarstvu, ""je zapisal I. M. Gazeta Wyborcza v nekem uvodniku."
"Globalizacija deluje tudi za manjša podjetja, še posebej, če se povežejo z odgovornimi multinacionalkami - Tujci skušajo razumeti domačine in se od njih učiti","Globalizacija deluje tudi za manjša podjetja, še posebej, če se povežejo z odgovornimi multinacionalkami - tujci poskušajo razumeti domačine in se učiti od njih"
"Pa je meja, pri kateri podjetje v industriji pnevmatik ne more več rasti?","Ali je to meja, na kateri podjetje v industriji pnevmatik ne more več rasti?"
"Pa se to res zgodi, preden izbruhnejo problemi?","Toda ali se to res zgodi, preden se pojavijo težave?"
Damjan Viršek,Damjan Viršek
Velike težave Dresdner Bank in Allianz,Velike težave z Dresdner Bank in Allianz
