original,paraphrase
"Po zagotovilu švicarskega strokovnjaka je spodnja meja rentabilnosti naprave okoli 50.000 prebivalcev. Gorenjska jih ima več in Švicarji ji ponujajo idealno priložnost za rešitev težav z odpadki, ki so v zadnjih letih, še zlasti v radovljiški občini, nenehna tarča vročih razprav. Do 65 odstotkov strojne opreme, ki je potrebna za gradnjo naprave, bi po mnenju strokovnjaka iz Švice lahko izdelali v Sloveniji. Na Gorenjskem bi tako ubili več muh na en mah. Nič več ne bi potrebovali velikih zemljišč za odlagališča, za predelovalnico namreč zadošča že en hektar zemljišča, doma se ne bi bilo treba ubadati z ločenim zbiranjem odpadkov, pridobili bi nova delovna mesta in tudi trem gorenjskim papirnicam ne bi bilo treba vsakokrat posebej iskati mesta za odlaganje okoli 5000 ton celuloznih odpadkov na leto.","Po mnenju švicarskega strokovnjaka je spodnja meja donosnosti naprave okoli 50.000 prebivalcev. Gorenjska jih ima več in Švicarji ponujajo idealno priložnost za rešitev problema odpadkov, ki je v zadnjih letih, še posebej v občini Radovljica, stalna tarča razgretih razprav. Po mnenju strokovnjaka iz Švice bi lahko v Sloveniji izdelali do 65 odstotkov strojne opreme, potrebne za gradnjo naprave. Na Gorenjskem bi več muh ubili z enim kamnom. Za odlagališča ne bi več potrebovali velikih zemljišč, enega hektarja zemljišč je dovolj za predelovalni obrat, ne bi bilo treba obravnavati ločenega zbiranja odpadkov doma, nova delovna mesta bi dobili in trem gorenjskim papirnicam ne bi bilo treba iskati mesta za odlaganje približno 5000 ton celuloznih odpadkov na leto."
"Alarmantne novice o tem za zdaj sicer nimajo trdnih argumentov, so se pa pojavile na seji občinskega sveta kot pripomba, ki zahteva strokovno raziskavo. Ta naj potrdi ali ovrže te govorice. V naslednjih mesecih bodo torej na delu geologi, da se Bohinjcem ne bi ponovila tržiška zgodba s plazenjem tamkajšnjega hriba skupaj s hišami v globino. Glede na to, da so jih na dolgoletna opazovanja premikov zemlje opozorili domačini, bi utegnilo biti res kaj na tem.","Zaskrbljujoče novice o tem za zdaj nimajo trdnih argumentov, vendar so se pojavile na seji občinskega sveta kot komentar, ki zahteva strokovno raziskavo, ki bi potrdila ali ovrgla te govorice. Torej bodo geologi v prihodnjih mesecih poskušali preprečiti, da bi Bohinjci ponovili tržno zgodbo o plazenju hriba s hišami v globinah. Glede na to, da so jih domačini opozorili na dolgoletno opazovanje gibanja zemlje, je morda v njem nekaj."
Radi hodite v kino?,Ali radi zahajate v kino?
"Kaj menite o hollywoodski filmski produkciji, ki ima na voljo ogromne proračune, njihovi izdelki pa so včasih, kot bi jih delali za otroke?","Kako se počutite o filmski produkciji Hollywooda, ki ima ogromne proračune, vendar so njihovi izdelki včasih, kot da bi bili narejeni za otroke?"
"""Ne. Zanimivo, vsi me sprašujejo o tem.""","""Ne, zanimivo je, da me vsi sprašujejo o tem."""
Prijeli so izsiljevalca s pištolo,Nekoga so aretirali s pištolo.
"Načelnik UNZ Celje Dušan Mohorko, ki je vodil disciplinski postopek, nam je povedal: ""Policista sem spoznal za odgovornega hujše kršitve po 1. točki 45. člena zakona o delavcih v državnih organih in sem mu izrekel disciplinski ukrep prenehanja delovnega razmerja, ki se v skladu z 50. členom zakona o delovnih razmerjih odloži za dobo 12 mesecev."" Sklep še ni pravnomočen in se lahko policistov odvetnik nanj seveda pritoži. Če bo policista Rada Časa sodišče spoznalo za krivega tudi kaznivega dejanja in ga bo obsodilo na več kot tri mesece zapora, se mu bo po zakonu o policiji delovno razmerje takoj prekinilo. (gm)","Načelnik UNZ Celje Dušan Mohorko, ki je vodil disciplinski postopek, nam je povedal: ""Policista, odgovornega za hujše kršitve, sem našel po 1. točki 45. člena Zakona o delovnih razmerjih v državnih organih in sem mu izrekel disciplinski ukrep prenehanja delovnega razmerja, ki je v skladu s 50. členom Zakona o delovnih razmerjih suspendiran za obdobje 12 mesecev. ""Odločba še ni pravnomočna, odvetnik policije pa se lahko seveda pritoži. Če je policist Rada spoznan za krivega kaznivega dejanja in obsojen na več kot tri mesece zapora, mu to takoj preneha po Zakonu o delovnih razmerjih. (gm)"
Mlada delavca takoj mrtva,Mladi delavci takoj mrtvi
MIRAN ŠUBIC,Miren rezervni fant
"Vprašanje: Vaš mož je starejši, bolehen in se že dalj časa pripravlja, da bo napisal oporoko. Je namreč lastnik hiše in garaže ter parcele ob njej. Njegov bratranec, ki je pravnik, mu je priskrbel nekakšen vzorec za oporoko, ki bi jo vaš mož sam napisal. Ko ste se o tem pogovarjali s sosedo, pa je ta rekla, da to ni dobro, da bi po moževi smrti kdo utegnil oporoko spodbijati, češ da ne izraža prave volje, da je pisana tako rekoč po nareku in da je zato bolje, da se mož tega ne loti. Kaj naj svetujemo?","Vprašanje: Vaš mož je starejši, bolehen in se že dolgo časa pripravlja na izdelavo oporoke. On ima hišo in garažo in parcelo poleg nje. Njegov bratranec, ki je odvetnik, mu je zagotovil nekakšen vzorec za voljo, ki bi jo vaš mož sam napisal. Ko ste o tem govorili s sosedom?, je rekla, da ni dobro, da po smrti svojega moža, nekdo lahko izpodbija oporoko, da ni izrazil prave volje, da je bila napisana, kot da bi jo narek, in zato je bolje, da tega ne storite. Kaj naj svetujemo"
Grdih in neumnih ni bilo,Ni bilo neumno in grdo
"Kakorkoli že, festival, katerega katalog je bilo mogoče dobiti več kot teden dni pred začetkom na različnih koncih mesta (kar ni majhen dosežek, saj ni redko, da ga dočakamo šele sredi prireditev!), je svoj proračun več kot upravičil (16 miljonov tolarjev brez deleža CD in Moderne galerije, ki sta prevzela stroške Kasparja oziroma Marine Abramović), za rep pa so ga terminsko že ujeli letos zgodnejši klopotci Borštnikovega srečanja. Ampak o usklajenosti terminov se mi res ne da več pisati...","Vsekakor pa je festival, katerega katalog je bilo mogoče dobiti več kot teden dni pred startom v različnih delih mesta (kar ni majhen dosežek, saj ni redko, da ga vidimo le sredi dogodkov), več kot upravičil svoj proračun (16 milijonov tolarjev brez deleža CD in Moderne galerije, ki sta prevzeli stroške Kasparja in Marine Abramović, oz., in rep so ujeli zgodnji klopotači z Borštnikovega srečanja v letošnjem letu. O konsistentnosti pa res ne morem več pisati."
- In kdaj ste vi prvič stopili na lutkovni oder?,- In kdaj ste prvič stopili na oder z lutkami?
"- Gledališče ste ""podedovali"" po izjemnem Jožetu Pengovu, vendar teater niso le ljudje, igralci, lutke, ampak tudi besedila, ki jih igrate. Takrat, ko ste postali umetniški vodja, menda ni bilo na voljo sodobnejših domačih, izvirnih besedil?","- Gledališče ste podedovali po znamenitem Jožetu Pengovu, a ne gre le za ljudi, igralce, lutke, temveč tudi za besedila, ki jih igrate. Ko ste postali umetniški vodja, očitno ni bilo na voljo sodobnih, izvirnih besedil?"
"Iz slikarjevega najpomembnejšega obdobja od srede 50. do srede 70. let se je do danes ohranilo okoli devetdeset slik, vendar jih je več kot polovica v tujini, predvsem v Zagrebu in Beogradu; v Sloveniji jih je le okoli štirideset, od tega le ducat v Moderni galeriji.","Od najpomembnejšega obdobja slikarja od sredine petdesetih do sredine sedemdesetih let prejšnjega stoletja je do danes preživelo približno devetdeset slik, vendar jih je več kot polovica v tujini, predvsem v Zagrebu in Beogradu; v Sloveniji jih je le okoli štirideset, od tega jih je le ducat v Moderni galeriji."
TANJA LESNIČAR-PUČKO,Lovec na piščance
Kljub posredovanju inšpektorjev avstrijski delavci ob Poljanskem nasipu še vedno pridno delajo na črno. (Foto: Luka Cjuha),Avstrijski delavci kljub posredovanju inšpektorjev še vedno trdo delajo na Poljanskem nasipu. (Foto: Luka Cjuha)
"Volitev se je letos udeležilo kar 40 odstotkov volilnih upravičencev, kar kaže na to, da volilna udeležeba med študenti iz leta v leto narašča. Ker glasove še preštevajo, je prezgodaj za ugibanja o tem, katera frakcija ali koalicija utegne prevzeti vodilno vlogo v parlamentu. Kot je slišati iz neuradnih virov, naj bi bilo najbolj verjetno, da se bosta v koalicijo združili Samostojna akademska skupina (SAS) in Zveza študentskih klubov Slovenije (ŠKIS), ki sta pred meseci že poskušali omajati stolček novoizvoljenemu direktorju ŠOU Matjažu Pečovniku. (vr)","Letos se je volitev udeležilo kar 40% volilnih upravičencev, kar kaže na to, da se volilna udeležba med študenti iz leta v leto povečuje. Ker glasovi še vedno štejejo, je še prezgodaj špekulirati, katera frakcija ali koalicija bi lahko prevzela vodilno vlogo v parlamentu. Po neuradnih virih je najbolj verjetno, da se bosta v koalicijo vključili Neodvisna akademska skupina (SAS) in Zveza študentskih klubov Slovenije (ŠKIS), ki se je poskušala otresti predsednika novoizvoljenega direktorja ŠOU Matjaža Pečovnika."
Zabava za otroke v KUD-u,Zabava za otroke v KUD
Kakovostno pedagoško delo naj bi pritegnilo več mladih,Kakovostno izobraževanje bi moralo pritegniti več mladih
52,52 od tega
SAS ne bo vključen v pogajalsko skupino,SAS ne bo del pogajalske skupine.
"""Licitacija je uspela!""","""Ponudba je bila uspešna!"""
"Na začetku včerajšnje seje odbora za finance in monetarno politiko so člani odbora prižgali zeleno luč tudi za tretje branje zakona o davku na dodano vrednost. Praktično vsa vložena dopolnila so zavrnili, tudi tisto, po katerem bi čas vračanja presežka vstopnega DDV skrajšali na 30 dni (8 dni za izvoznike). Kot je povedala državna sekretarka z ministrstva za finance Milojka Kolar, kaj takega v prvih letih veljavnosti zakona o DDV praktično ne bi bilo mogoče uresničevati. Člani odbora pa sploh niso glasovali o enem od dopolnil, ki je predvidevalo datum uveljavitve zakona s 1. januarjem 2000 namesto zdaj predvidenega 1. julija 1999.","Na začetku včerajšnje seje odbora za finance in monetarno politiko so člani odbora prižgali tudi zeleno luč za tretjo obravnavo Zakona o davku na dodano vrednost. Praktično vse predlagane spremembe so bile zavrnjene, vključno s tisto, po kateri bi se vračilo presežka vstopnega DDV zmanjšalo na 30 dni (8 dni za izvoznike). Po mnenju državnega sekretarja Ministrstva za finance Mila Kolarja kaj takega v prvih letih veljavnosti Zakona o DDV praktično ne bi bilo mogoče."
"Ali ste, ko je prišlo v javnost vaše službeno stanovanje, pomislili na to, da vas to lahko stane ministrskega položaja?","Ko je vaš uradni stanovanje prišel ven, si mislil, da bi lahko stalo ministrski položaj?"
"Ste odkrili, zakaj so nepravilnosti v zvezi z vašim stanovanjem prišle v javnost? Ste se zamerili komu na ministrstvu?","Ali ste odkrili, zakaj so nepravilnosti v zvezi z vašim stanovanjem prišle v javnost?"
"""Mislim, da se bom še pojavljal, vendar upam, da v pozitivnem kontekstu in da bodo imeli mediji in javnost priložnost spoznati tudi dobre strani mojega vodenja obrambnega ministrstva.""","""mislim, da se bom še naprej pojavljal, vendar upam, da v pozitivnem kontekstu in da bodo mediji in javnost imeli priložnost, da se naučijo o dobrih stvareh mojega vodenja Ministrstva za obrambo."
"V zvezi z zadnjim odkritjem zaupnih dokumentov o tem, kje se je nahajal obveščevalni kombi še pred afero Zavrč, je obrambni minister Alojz Krapež včeraj povedal, da je ministrstvo vlado, komisijo za nadzor nad delom varnostnih in obveščevalnih služb, kot tudi komisijo, ki preiskuje okoliščine dogodka pri Zavrču, sproti obveščalo o poteku preiskave v zadevi Zavrč. Anonimni dokument, ki govori o tem, kje so pred afero videvali kombi, so dobile tudi pristojne službe ministrstva za obrambo, a so ga odstopile SoviKoalicija ni v škripcih","V zvezi z zadnjim odkritjem zaupnih dokumentov o tem, kje se nahaja obveščevalni kombi pred afero Zavrč, je minister za obrambo Alojz Krapež včeraj povedal, da je ministrstvo za obrambo vlado, komisijo za nadzor nad delom varnostno-obveščevalnih služb in komisijo, ki preiskuje okoliščine dogodka v Zavrču, sproti obveščalo o poteku preiskave zadeve Zavrč. Anonimni dokument, kje so pred afero videli kombi, so prejele tudi pristojne službe ministrstva za obrambo, vendar ga je Sovičeva dala odpoved. V zvezi s tem je minister dr. Alojz Krapež povedal, da je ministrstvo za obrambo v primeru Zavrč"
"Za brezposelne, ki nadomestila že prejemajo ali so oddali vlogo pred uveljavitvijo zakona, pa ta še ni rešena, velja, da se vsi postopki zanje končajo po starih predpisih oziroma da se že priznane pravice ne spreminjajo, vendar pa bodo morali pri tem upoštevati pogoje, ki jim jih postavlja spremenjeni zakon, zlasti glede aktivnega iskanja zaposlitve, dosegljivosti ipd. Za uvedbo teh in še nekaterih drugih pomembnih zakonskih novosti je predviden trimesečni rok, v katerem bo treba sprejeti vrsto podzakonskih aktov, ki bodo sploh omogočili njihovo izvajanje. Tudi javna dela se bodo pričela izvajati po tem zakonu šele čez tri mesece. (mu)","Za brezposelne osebe, ki že prejemajo dajatve ali so vlogo vložile pred uveljavitvijo zakona, vendar ta še ni bila razrešena, se vsi postopki za njih končajo po starih predpisih ali pa se že priznane pravice ne spreminjajo, vendar bodo morale upoštevati pogoje, ki jim jih nalaga spremenjeni zakon, zlasti glede aktivnega iskanja zaposlitve, razpoložljivosti itd. Za uvedbo teh in nekaterih drugih pomembnih zakonodajnih novosti je predviden trimesečni rok, v katerem bo treba sprejeti vrsto izvedbenih predpisov, ki bodo omogočili njihovo izvajanje sploh. Javna dela se bodo tudi začela izvajati v skladu s"
"Prihodki, ki jih je Aerodrom Ljubljana v letu 1997 realizirala neposredno in posredno od Adrie Airways, znašajo 85 odstotkov celotnega prihodka Aerodroma Ljubljana. Celotni prihodek Adrie Airways je 4,7-krat večji od prihodka Aerodroma Ljubljana. Ustvarjeni dobiček Aerodroma Ljubljana je 31,1-krat večji od dobička Adrie Airways. V najtežjih letih bitke za preživetje Adrie Airways je Aerodrom Ljubljana Adrii Airways iz leta v leto poviševal cene svojih storitev. Za ilustracijo je v letu 1992 znašal pridobek od Adrie 7.000.997 DEM. Leto 1992 je bilo leto največje krize Adrie, ko je bila flota prizemljenain 4 letala v popravilu po raketnem napadu JLA.","Prihodki, ki jih je Aerodrom Ljubljana neposredno in posredno ustvaril iz Adrie Airways v letu 1997, znašajo 85% vseh prihodkov Aerodroma Ljubljana. Skupni prihodki Adrie Airways so 4,7-krat višji od prihodkov Aerodroma Ljubljana. Dobiček Aerodroma Ljubljana je 31,1-krat višji od dobička Adrie Airways. V najtežjih letih boja za preživetje Adrie Airways je Aerodrom Ljubljana Adria Airways iz leta v leto zviševala cene svojih storitev. Kot primer lahko navedemo, so prihodki Adrie v letu 1992 znašali 7.000,997 DEM. Leto 1992 je bilo za Adrio Airways leto največje krize."
"Finančno izčrpavanje Adrie Airways lahko v končni posledici pomeni, da Aerodrom Ljubljana uniči molzno kravo, obenem pa izniči znatna vlaganja Republike Slovenije ter trdo delo in odrekanja vseh zaposlenih pri uspešni sanaciji Adrie.","Finančno izčrpavanje Adrie Airways bi lahko v končni fazi pripeljalo do tega, da bi Aerodrom Ljubljana uničil kravo molznico, hkrati pa bi se izničile pomembne investicije Republike Slovenije ter trdo delo in požrtvovalnost vseh zaposlenih pri uspešni sanaciji Adrie."
"V poročilo o delovanju Pravno-informativnega centra nevladnih organizacij (PIC) se nam je prikradla neljuba pomota. Telefonski številki, na kateri lahko pokličete PIC, sta namreč (061) 13-23-358 ter 13-23-364, za napako se opravičujemo.","V poročilu o delovanju Pravno-informativnega centra nevladnih organizacij (PIC) se je prikradla nesrečna napaka. Telefonske številke, na katere lahko pokličete PIC, so (061) 13-23-358 in 13-23-364, za kar se opravičujemo."
pri Vrtaču,Pri koritu je.
Ladja Splošne plovbe Velenje ne bo več plula,Splošna plovba Velenje ne bo več plula
"Zadaj ob kuhinji je bila spalnica, ki sva si jo delila z Robertom. Jaz sem imel posteljo, ki mi je bila nekoliko prekratka, zato ni bila ravno udobna, ena stena je bila popolnoma prekrita z neokvirjenim srednjeveškim načrtom mesta. To je bil original in, kolikor vem, je bil izredno dragocen, zato me je vedno skrbelo, da bo vročina iz radiatorjev uničila dragoceni srednjeveški pergament.","Na zadnji strani kuhinje je bila spalnica, ki sva si jo z Robertom delila. Imela sem posteljo, ki je bila malo prekratka, zato ni bila zelo udobna. Ena stena je bila popolnoma prekrita z neokvirjenim srednjeveškim tlorisom mesta. Bila je izvirna in, kolikor vem, izjemno dragocena, zato me je vedno skrbelo, da bo toplota iz radiatorjev uničila dragocen srednjeveški pergament."
"Ob neki priložnosti je Rudolf za okroglih 50.000 dolarjev kupil star grški kip. To je bil pravzaprav le trup moškega telesa - brez glave, nog in rok. Kip je bil privlačen na oko, morda je imel moški torzo okoli bokov nekoliko preveč mesa, toda kolikor vem, se je Rudolf najbolj navduševal nad zadnjico. V dnevni sobi sta stali dve udobni zofi in nekajkrat mi je naročil, naj nekoliko premaknem grški kip, da ga je lahko udobno opazoval od zadnje strani. Zakaj ne bi gledal tistga, kar mi je najbolj všeč, če sem že plačal toliko denarja, je pripomnil.","Ob neki priložnosti je Rudolf kupil star grški kip za okoli 50.000 dolarjev. To je bil pravzaprav samo moški trup - brez glave, nog in rok. Kip je bil privlačen za oko, morda je imel človek trup okoli bokov malo preveč mesa, toda kolikor vem, je Rudolf najbolj navdušil s svojo zadnjico. V dnevni sobi sta bili dve udobni zofe in večkrat mi je rekel, naj malo premaknem grški kip, da bi ga lahko udobno gledal od zadaj. Zakaj ne bi pogledal tistega, ki mi je najbolj všeč, če sem že plačal toliko denarja, je pripomnil."
"Če so bili takoj po osamosvojitvi zelo redki tisti, ki so dvomili o iskrenosti in učinkovitosti prizadevanja za narodno spravo, danes vse več kritično ozaveščenih ljudi zaznava nesmisel tega početja. Vse več ljudi z razočaranjem ugotavlja, da je bila slovesna uradna spravna manifestacija v Rogu ob osamosvojitvi takoj pozabljena. Ne le da ni za las prispevala k umiritvi nesoglasij med desnico in (pogojno rečeno) levico, ampak je le še bolj razvnela medsebojna nasprotja. Kakor je bila na začetku prva s svojimi sicer v marsičem upravičenimi obtožbami na račun naše polpretekle zgodovine prenapeto napadalna, se je druga predvsem branila s tem, da je Demos vnaprej obtoževala revanšizma, čeprav se je ta tedaj izražal bolj v besedah kot v dejanjih, poleg tega pa je za povračilo v republiški in občinskih skupščinah z obstrukcijo zavirala njihovo delovanje. Značilno za prvo obdobje osamosvojitve je bilo, da najbolj odgovorni dejavniki prejšnjega režima, ki so pred tem imeli glavno besedo in so bile časopisne strani kar naprej polne njihovih brezprizivnih ""resnic"", na poplavo neštetih neprestano ponavljajočih se in velikokrat prenapihnjenih ali v celoti izmišljenih protikomunističnih napadov niso črhnili besede. Na očitke in klevetanja na račun NOB so se v obrambo oglašali le redki, večinoma prizadeti borci in politično anonimni posamezniki.","Če je bilo, takoj po osamosvojitvi, zelo malo tistih, ki so dvomili v iskrenost in učinkovitost boja za narodno spravo, danes vse bolj kritično ozaveščeni ljudje opažajo absurdnost tega dejanja. Vedno več ljudi z razočaranjem spoznava, da je bila slovesna uradna manifestacija sprave v Rogu v času osamosvojitve takoj pozabljena. Ne le, da ni pripomogla k umirjanju nesoglasij med desnico in (pogojno) levico, ampak je le še bolj razvnela medsebojna nasprotja. Kot prvo s svojimi številnimi utemeljenimi obtožbami na račun naše novejše zgodovine je drugo še posebej zagovarjalo dejstvo, da je Demos že vnaprej obtoževal revanšizma, čeprav je bil takrat bolj izražen v besedah kot v dejanjih, oviral pa je tudi njihovo delovanje v skupščinah in pri poplavi občinskih republik. Prvo obdobje neodvisnosti je zaznamovalo dejstvo, da so bili najbolj odgovorni dejavniki prejšnjega režima, ki so bili odgovorni in katerih časopisne strani so bile nenehno polne svojih brezumnih ""resnic "", niso rekli niti besede proti poplavi nenehno ponavljajočih se in pogosto prenapih ali popolnoma izmišljenih protikomunističnih napadov."
"Težko je reči, koliko je levo naravnani manjšinski del Demosovega vodstva resnično verjel v možnost sprave in ""sobivanja enakovrednih, nasprotujočih si resnic"", ali pa je bolj ali manj previdno in preračunljivo lovil ravnotežje med različnimi, vse bolj agresivno uveljavljajočimi se desnimi strankarskimi skupinami in njihove mogočne zaveznice, spočetka še bolj v senci delujoče RKC.","Težko je reči, v kolikšni meri je levo usmerjeni manjšinski del Demosovega vodstva resnično verjel v možnost sprave in ""sobivanja enakovrednih, nasprotujočih si resnic "", ali pa je bilo bolj ali manj previdno in izračunano za uravnoteženje različnih, vse bolj agresivno nastajajočih desničarskih skupin in njihovih mogočnih zaveznikov, ki so se začeli še bolj v senci delovne RKC."
"Vse dobre managerske šole pri predmetu trženje obdelujejo tudi širše okolje. Tega bo treba po tem pregledu za slovenske razmere in za naše direktorje krepko razširiti, poglobiti in očitno dosti bolje opremiti s praktičnimi znanji. Večina učbenikov in profesorjev namreč prihaja iz Amerike, kjer so na take reči tako navajeni, da jih nanje ni treba posebej opozarjati. Pri njih se to dogaja neukim predsednikom, ne pa direktorjem kot pri nas! V šolo morajo tudi naši volilci, politiki in še kdo, šola bo potekala ob delu in bo zato površna, dalj časa bo trajala in nas bo vse drago stala!","Vse dobre šole managementa pri predmetu marketing se ukvarjajo tudi s širšim okoljem. Po tem pregledu za slovenske razmere in za naše direktorje, bo to treba močno razširiti, poglobiti in očitno veliko bolje opremiti s praktičnim znanjem. Večina učbenikov in profesorjev prihaja iz Amerike, kjer so tako navajeni na takšne stvari, da jih ni treba posebej opozarjati. Z njimi se to zgodi nevednim predsednikom, ne pa direktorjem, kot smo mi. V šoli morajo biti prisotni tudi naši volivci, politiki in drugi. Šola bo potekala na delovnem mestu in bo zato površna, trajala bo dlje in bo stala"
