original,paraphrase
"Z zakonom o spremembi in dopolnitvi zakona o jamstvu RS za obveznice, izdane zaradi sanacije SŽ, naj bi bilo tako doseženo znižanje obsega javnega dolga RS, boljše upravljanje javnega dolga, zmanjšanje tveganja refinanciranja ob dospetju obveznic, pomoč železarnam v primeru dogovarjanja o višini obresti, ki jih SŽ plačujejo na izdane obveznice, zagotovitev državnih vrednostnih papirjev, ki bodo zanimivi na sekundarnem trgu vrednostnih papirjev, ter zagotovitev takšne strukture državnih vrednostnih papirjev na sekundarnem trgu, ki bo omogočila kreiranje referenčne stopnje donosnosti obveznic z dospetjem od treh do petnajstih let. Kopač predlaga, da se 7. členu zakona o jamstvu RS za omenjene obveznice doda člen 7.a, v skladu s katerim naj bi RS oblikovala odplačilni sklad za obveznice tako, da na posebnem računu zbira denarna sredstva, namenjena izključno za odplačilo in odkup obveznic. Država naj po tem členu v letih 1999 in 2000 zagotovi sredstva v odplačilnem skladu do višine sredstev kupnin, pridobljenih z javno ali neposredno prodajo delnic SŽ ali deležev v njenih odvisnih družbah, vplačanih v proračun. V odplačilni sklad pa se lahko steka tudi izkupiček od drugega državnega premoženja. (sk)","Zakon o spremembah in dopolnitvah Zakona o garanciji Republike Slovenije za obveznice, ki so bile izdane zaradi rekonstrukcije SZ, naj bi omogočil zmanjšanje obsega javnega dolga Republike Slovenije, boljše upravljanje javnega dolga, zmanjšanje tveganja refinanciranja ob dospelosti obveznic, pomoč železarnam v primeru dogovora o višini obresti, ki jih plača SZ na izdane obveznice, zagotovitev obrestnih državnih vrednostnih papirjev na sekundarnem trgu vrednostnih papirjev in zagotovitev takšne strukture državnih vrednostnih papirjev na sekundarnem trgu, ki bo omogočila oblikovanje referenčnega Kopača, predlaga, da se 7. člen Zakona o garanciji Republike Slovenije za omenjene obveznice doda v 7. a člen, v skladu s katerim bi morala Republika Slovenija ustanoviti denarni sklad za izplačilo obveznic, ki bi bil namenjen izključno odkupu obveznic in zbiranju denarnih sredstev. V skladu s tem členom mora država v skladu za vračilo v letih 1999 in 2000 zagotoviti sredstva do višine izkupička od nakupa, dobljenega z javno ali neposredno prodajo delnic SŽ ali delnic njenih hčerinskih družb, vplačanih v proračun. ()"
- Jaz te starke nikoli nisem videl! - je vzkliknil.,"- Nikoli nisem videl, da je stara ženska - je vzkliknil."
"Ko so ga preiskali, so policaji v čevlju našli zvitek papirnatega denarja: dva bankovca po pet funtov, tri za en funt in deset šilingov. Ni hotel razložiti, od kod mu ta denar.","Ko so ga preiskali, je policija v njegovem čevlju našla zvitek papirnatega denarja: dva bankovca za pet funtov, tri za funt in deset šilingov, in ni hotel pojasniti, kje je dobil denar."
"- Zakaj te je ta primer tako zelo zanimal, čeprav ti ni bil dodeljen? Pojasnil si, da je Jacko nehote zadel gospo Tribody, ta je izgubila ravnotežje in z glavo udarila v zidak. Kaj te je gnalo, da si verjel njegovemu pripovedovanju?","Zakaj vas je ta primer tako zanimal, čeprav vam ni bil dodeljen? Pojasnili ste, da je Jacko po nesreči udaril gospo Tribody, izgubila je ravnotežje in udarila z glavo v opeko, zaradi česar ste verjeli njegovi zgodbi?"
"Patrick Hemingway: ""Vsekakor je boljša kot večina tistega, kar je na trg prišlo v zadnjih letih. Vse tisto, kar je pod njegovim imenom izšlo po očetovi smrti, so po nepotrebnem napihnili. Pri tem imam v mislih zlasti rokopis pod naslovom 'Philip Hainec was a Writer', ki so bili v resnici le zapiski. Prepričan sem, da bo ta roman, ki sem ga izdal pred kratkim, zares pomenil pozitivni sklep izjemne očetove kariere. Gre za njegov zadnji rokopis, ki je še vreden branja.""",": Patrick Hemingway ""Vsekakor je boljši od večine tega, kar je bilo objavljeno v zadnjih letih. Vse, kar je bilo po očetovi smrti objavljeno pod imenom njegovega očeta, je bilo po nepotrebnem napihnjeno. Pri tem mislim predvsem na rokopis"" Philip Hainec was a Writer "", ki je bil v resnici le opomba. prepričan sem, da bo ta nedavno objavljeni roman resnično pozitiven zaključek očetove izjemne kariere. To je njegov zadnji rokopis, ki ga je še vedno vredno prebrati. """
"""Nikoli ne bom pozabill, kako sem kot fantek pojedel mravljinčji strup in je le za las manjkalo, da nisem umrl, oče pa je vse dni in noči sedel ob moji bolniški postelji, vse dokler nisem odkreval. Podobno pozornost mi je izkazoval tudi pozneje, ko sem na Floridi skupaj z bratom imel avtomobilsko nesrečo.""","""nikoli ne bom pozabil, kako sem kot otrok jedel strup in skoraj umrl, in moj oče je ves dan in vso noč sedel ob bolnišnični postelji, dokler nisem okreval, in mi je pokazal podobno pozornost kasneje, ko sem bil v avtomobilski nesreči na Floridi z mojim bratom."""
"Tako sladka ledena ptica si, da ne smeš jokati. Misli name kot na prijatelja, mala Betty. Še bolje pa bi bilo, da bi name pozabila, dokler se nekega dne spet ne srečava. Takrat boš razumela, zakaj je bilo bolje, da sem danes tako hitro izginil iz tvojega življenja. Oprosti mi! Rolf.""","Ti si tako sladka ledena ptica, ki ne more jokati. Pomislite na mene kot prijatelja, malo Betty. To bi bilo še bolje, da pozabi name, dokler nekega dne smo se spet srečali. Potem boste razumeli, zakaj je bilo bolje, da mi izgine iz svojega življenja tako hitro danes."
"Tilia je postala pozorna. ""Jaz tudi! Kakšno naključje!""","Tilia je bila pozorna. ""tudi jaz, kakšno naključje."""
"""No, ne vem, gospa Clark..."" Sedaj je bilo nerodno Tilii. Če bo v hiši srečala Alfonsa Clarka, nihče ne more predvideti, kako se bo do nje obnašal. Glasno je rekla: ""Ne bi vas rada spravila v zadrego. Le enostavna poslovne ženska sem.""","""No, ne vem, gospa Clark..."" Zdaj je bilo nerodno za Tilio. če v hiši sreča Alfonsa Clarka, nihče ne more napovedati, kako bo ravnal z njo. glasno je rekla: ""nočem te spraviti v zadrego. sem samo preprosta poslovna ženska."""
"Kaže, da je Vuku Draškoviću malce nerodno, ker se je doslej obotavljal in kalkuliral, zato je napovedal zborovanje stotisočev pristašev v Kragujevcu. Ni še jasno, ali bodo zahtevali Miloševićevo politično glavo ali samo ""demokratične spremembe"". Če bo Vuk ostal dosleden, bodo verjetno sramežljivo zahtevali slednje.","Vuk Drašković se zdi nekoliko v zadregi, ker je doslej okleval in preračunaval, zato je napovedal zbiranje več sto tisoč podpornikov v Kragujevcu. Ni še jasno, ali bodo zahtevali Miloševićevo politično glavo ali samo ""demokratične spremembe"". Če Vuk ostane dosleden, bodo verjetno sramežljivi zahtevati slednje."
"Vodilni jugoslovanski politiki pa razen kritike nedomoljubnega obnašanja opozicije in dela ljudstva ter policijskega ustnega opozarjanja podpisovalcev peticij za Miloševićev odhod, češ da je to ""protizakonito"", raje mešetarijo z nekakšnimi lokalnimi volitvami. Pripravili naj bi jih bojda prav kmalu, toda po povsem drugačnem volilnem sistemu kot doslej. Uzakonili naj bi večinskega in to samo en krog, na njih pa bi stopili skupaj socialisti, julovci in radikali in vsaj na lokalni ravni premagali opozicijo in se ji na nekakšnih izrednih volitvah maščevali za poraz na prejšnjih in pokazali, kdo je ljubljenec ljudstva številka ena.","Ob kritikah o nedomoljubnem obnašanju opozicije in delu ljudstva ter policijskem ustnem opozorilu podpisnikov peticije o Miloševićevem odhodu, ki trdijo, da je to ""nezakonito "", se vodilni jugoslovanski politiki raje mešajo z nekakšnimi lokalnimi volitvami, ki naj bi jih kmalu pripravili, a po povsem drugačnem volilnem sistemu kot prej. Ti naj bi legalizirali večino in le en krog, na katerem bi se združili socialisti, Julovci in radikalci in bi vsaj na lokalni ravni premagali opozicijo in se ji maščevali za poraz na prejšnjih volitvah ter pokazali, kdo je favorit številka ena."
Ogorčeni Valjevčani so šli nad policijo tudi s kamenjem. (Telefoto: ReutersVrhunec pohodne sezone severnoirskih protestantov je kljub napetostim minil mirno,Ogorčeni Valevti so s kamenjem napadali tudi policijo. (Telefoto: Reuters: Vrhunec pohodniške sezone severnoirskih protestantov je kljub napetosti mirno minil.
"12. julij imajo za ključni datum, ob katerem ne poudarjajo samo svojega protestantizma, ampak tudi svojo pripadnost in zvestobo kroni oziroma britanski državi. Na ta dan se oblečejo v najboljšo črno ali temno modro obleko, si nadenejo oranžne prepasnice in bele rokavice, se pokrijejo s črnimi polcilindri in korakajo pred in za svojimi pihalnimi godbami, najraje mimo katoličanov ali skozi katoliške četrti. 12. julij na Severnem Irskem vsako leto ustvari naelektreno ozračje, sproži pa tudi večje ali manjše izbruhe nasilja. Medtem ko se imajo sami za branilce imperija, imajo katoličani oranževce za simbol diskriminacije, zatiranja in verskega fanatizma.","Vidijo 12 Julij kot ključni datum, ki ne samo poudarja njihovo protestantizem, ampak tudi njihovo zvestobo do krone ali britanske države. Na ta dan, se oblačijo v svoji najboljši črni ali temno modro obleko, dal na oranžne hlače in bele rokavice, se pokrivajo s črnimi lok linije in pohod pred in za svoje godbe na pihala, mimo katoličanov ali preko katoliških četrti. 12. julij ustvarja naelektrenje vzdušje v Severni Irski vsako leto, ampak tudi sproži večje ali manjše izbruhe nasilja."
Ljubezen na prvi pogled,Ljubezen na prvi pogled
"Sarajevo še ""v zraku""","Sarajevo še vedno ""v zraku"""
"Tretji razlog je banalen. Sarajevo tudi s Holliday Innom naj ne bi nudilo dovolj luksuzne namestitve za najvišje zahodne goste. Ameriški predsednik Bill Clinton je kljub temu izjavil, da bo - če bo treba - spal pri ameriških vojakih in da to ni razlog za spremembo lokacije vrha. Poleg tega bo po sedanjem protokolu večina državnikov v Sarajevu samo en dan, in sicer 30. julija, ko bo plenarna seja v novoobnovljeni olimpijski dvorani Zetra.","Tretji razlog je banalen. Tudi s Holiday Inn, Sarajevo naj ne bi ponujalo dovolj luksuznih namestitev za najvišje zahodne goste. Ameriški predsednik Bill Clinton pa je izjavil, da bo - če bo potrebno - spal z ameriškimi vojaki in da to ni razlog za spremembo lokacije vrha. Poleg tega bo po sedanjem protokolu večina državnikov v Sarajevu le en dan, 30. julija, ko bo plenarno zasedanje potekalo v prenovljenem olimpijskem parku Zetra. Navo"
"PUERTO LLERAS - Kolumbijsko mestece sredi džungle je bilo prejšnji konec tedna prizorišče hudih bojev med vojsko in levičarskimi uporniki. Vojska naj bi samo v Puerto Llerasu ubila 39 gverilcev, po vsej državi pa v zadnjih nekaj dneh kar 200 pripadnikov levičarskih upornikov. (Telefoto: Reuters)","PUERTO LLERAS - Kolumbijsko mestece v džungli je minuli konec tedna doživelo hude spopade med vojsko in levičarskimi uporniki, pri čemer je vojska samo v Puerto Llerasu ubila 39 gverilcev, po vsej državi pa je bilo v zadnjih dneh ubitih 200 levičarskih upornikov."
Zavrnili očitke v zvezi z zamenjavo Petra Toša,Zavrnjene obtožbe v zvezi z zamenjavo Petra Toša
Država bo subvencionirala obresti predvideni sta dve višini posojil,"Država bo subvencioniranje obresti, če sta dva zneska posojil"
"Država bo za ta študijska posojila dajala jamstva, njihovo vračilo pa bo zavarovano (zaradi zakonske obveznosti) tudi z enim porokom (običajno starši). Predvideni sta dve okvirni višini posojil: tisti, ki se šolajo v domačem kraju, bi lahko dobili 20.000 tolarjev, ostali, ki se šolajo v drugem kraju in imajo višje stroške, pa 35.000 tolarjev mesečno. Preračunali so, da bi takšne zneske po zaposlitvi še zmogli vračati, ne da bi jim bilo treba preveč zategovati pas. In kako naj bi posojilo sploh vračali? Kdor bi, denimo, imel študijsko posojilo za štiri leta študija, bi ga moral vrniti v petih letih po enoletnem odlogu, lahko pa bi ga seveda vrnil tudi prej. Kdor bi ga prejemal le eno leto, bi ga moral po enoletnem moratoriju odplačati v dveh letih... Kdor študija ne bi končal, bi pač odstopil od pogodbe, posojilo pa bi moral vrniti. Pri dodelitvi posojila naj bi študentom spregledali eno leto ali dve ""pavziranja"", seveda pa v tem času posojila ne bi prejemali. Predvideno je, da bo moral študent pri podpisu posojilne pogodbe banki plačati okrog tri tisoč tolarjev stroškov. Večino dela v zvezi z najemom posojila in ugotavljanjem, kako študent izpolnjuje pogoje, bodo študentje posojilojemalci lahko opravili - podobno kot štipendisti - na uradih za delo v domačem kraju. Državni sekretar Miroslav Berger je še povedal, da bo razpisu za koncesionarjeposojidajalce hitro sledil še javni razpis za študente posojilojemalce, predvidoma že v avgustu, da bi študentje najkasneje v novembru že lahko dobili študijski kredit. Ta možnost pa je predvidena le za slovenske državljane. Lahko pričakujemo, da se bodo pogoji kreditiranja postopoma izboljševali oziroma da bodo iz leto v leto ugodnejši - za vse študente, ki jih bodo prejemali.","Za te študijske kredite bo jamčila država, njihovo odplačilo pa bo (zaradi zakonskih obveznosti) zagotovljeno tudi z eno samo poroko (običajno starši). Predvidena sta dva okvirna zneska posojila: tisti, ki študirajo v domačem kraju, bi lahko dobili 20.000 tolarjev, drugi, ki študirajo v drugem mestu in imajo višje stroške, pa bi morali odplačevati 35.000 tolarjev na mesec. Izračunali so, da bodo še vedno lahko odplačevali takšne zneske po zaposlitvi, ne da bi si morali preveč zategniti pas. In kako odplačati posojilo? Na primer, vsakdo, ki ima študijsko posojilo za štiri leta študija, bi ga moral vrniti v petih letih po enoletnem odlogu, vendar bi ga lahko, seveda, vrnil prej. Tisti, ki bi ga prejeli samo za eno leto, bi ga morali vrniti v dveh letih po enoletnem moratoriju... Tisti, ki ne bi končali študija, bi samo odstopili od pogodbe in bi morali vrniti posojilo. Ob odobritvi posojila bi se od študentov pričakovalo, da zamudijo eno ali dve prekinitvi ""; ""seveda, v tem času ne bi prejeli posojila. Predvideva se, da bi moral študent ob podpisu posojilne pogodbe plačati banki približno tri tisoč tolarjev. Večina dela, povezanega s najemom posojila in ugotavljanjem, kako študent izpolnjuje pogoje, bodo opravili študentski posojilojemalci - podobno kot štipendisti - na lokalnih uradih za zaposlovanje. Državni sekretar Miroslav Berger je še dejal, da bo razpisu za kreditojemalce kmalu sledil javni razpis za posojilne študente, predvidoma že avgusta, tako da bodo študenti najkasneje do novembra lahko pridobili študijsko posojilo, vendar je ta možnost predvidena samo za slovenske državljane. Pričakujemo lahko, da se bodo posojilni pogoji postopno izboljševali ali pa bodo iz leta v leto ugodnejši - za vse študente, ki jih bodo prejeli."
Kandidat za glavnega direktorja Slovenskih železnic je Igor Zajec,Kandidat za glavnega izvršnega direktorja Slovenskih železnic je Igor Zajec
ROMANA ŠPENDE,O rimskem imperiju
"Oktobra, ko je takratni minister za notranje zadeve vložil pobudo, je pisno predlagal, da jo Ustavno sodišče obravnava prednostno. Iz uradno neznanih razlogov (zaradi interpelacije, ker ni bilo potrebne večine ali ker si niso upali v ogenj po vroči politični kostanj?) Ustavno sodišče tega predloga takrat ni upoštevalo. Predvidoma pa naj bi ga upoštevalo zdaj in o zadevi razsodilo kmalu po poletnih počitnicah.","Oktobra, ko je takratni minister za notranje zadeve vložil peticijo, je v pisni obliki predlagal, da Ustavno sodišče da prednost zadevi. Iz razlogov, ki niso uradno znani (zaradi interpelacije, ker ni bilo potrebne večine ali ker si niso upali streljati po vročih političnih kostanjih) Ustavno sodišče takrat tega predloga ni upoštevalo."
Sporni nadzornik kmetijskega sklada,Sporni nadzornik kmetijskega sklada
Za inteligenco kol in sekira?,Podatki o koliški sekiri?
"Zbornik Suverenost Slovenije? sta uredila Mirko Brnič in dr. Tomaž Mastnak, o različnih dilemah vključevanja Slovenije v EU pa so razmišljali po političnih prepričanjih precej različni avtorji: trnovski župnik Janez Pogačnik, ki je tudi urednik prvega zvezka Študij, France Bučar, ki je na novinarski konferenci poudaril, da še ni vsak evroskeptik, kdor kritično razmišlja o slovenskem vključevanju v EU, Tomaž Mastnak, Ljubo Sirc, Dušan Plut, Janez Šinkovec, Boštjan Anko, Marko Kos, Vinko Vodopivec, Boris Gaberščik in Srna Mandič.","Knjigo Suverenost Slovenije? sta uredila Mirko Brnič in dr. Tomaž Mastnak, različne dileme vključevanja Slovenije v EU pa so po političnih prepričanjih obravnavali precej različni avtorji: Trnovski prednik Janez Pogačnik, ki je tudi urednik prve zbirke Studies, France Bučar, ki je na novinarski konferenci poudaril, da vsak evroskeptik še ni Evropejec, Tomaž Mastnak, Ljubo Sirc, Dušan Plut, Janez Šinkovec, Boštjan Anko, Marko Kos, Vinko Vodopivec Boris Gaberščik in Srna Mandič."
Siolova odcepitev ima zamudo,Secesija Siola je zakasnjena.
Bo ločitev utišala očitke o prelivanju denarja iz monopola in uničevanju zdravega tekmovanja,Ali bo ločitev utišala obtožbe o zapravljanju denarja iz monopola in uničevanju zdrave konkurence
Minister Šuklje ne more ugoditi pozivu preiskovalne komisije,Minister Šuklje se s pritožbo preiskovalne komisije ne more strinjati
"Predlog zakona je podrobno pregledal tudi predsednik odbora Janez Kopač, na čigar pobudo so člani odbora sklenili vlado pozvati, naj tisti del zakona, ki govori o spodbujanju razvojnega prestrukturiranja zasavske regije, uskladi predvsem z zakonom o spodbujanju skladnega regionalnega razvoja. Tega državni zbor sprejema na pravkar potekajoči seji. Kopač je opozoril le na eno izmed številnih neskladnosti teh dveh zakonov. Tako zakon o spodbujanju skladnega regionalnega razvoja predvideva davčne oprostitve in olajšave (usmerjene v skladnejši regionalni razvoj) v davčnih predpisih, zakon, ki so ga obravnavali včeraj in ki ni davčni predpis, pa uvaja nove in zelo nenavadne oprostitve in olajšave. Kopačev odbor daje vladi v razmislek tudi predlog, ali ne bi bilo primerneje od predlaganja posameznih zakonov, povezanih s problemi enega rudnika, predlagati krovni zakon, ki bi enotno uredil odpravljanje težav, povezanih tudi z zapiranjem drugih rudnikov. Do zdaj je namreč državni zbor sprejel zakone o zapiranju rudnikov Mežica, Žirovski vrh, Idrija, Kanižarica, Senovo in Zagorje. Ti zakoni pa predvidevajo zelo različne oblike in obseg državne pomoči, čeprav gre za enakovrstne probleme. (vv)","Na pobudo članov odbora so se odločili, da bodo vlado pozvali, naj del zakona, ki govori o spodbujanju razvojnega prestrukturiranja Zasavske regije, uskladi z zakonom o spodbujanju skladnega regionalnega razvoja. Državni zbor je ta zakon sprejel na trenutni seji. Kopač je opozoril le na eno od številnih nedoslednosti teh dveh zakonov. Tako zakon o spodbujanju skladnega regionalnega razvoja predvideva davčne oprostitve in olajšave (usmerjene k bolj usklajenemu regionalnemu razvoju) v davčnih predpisih, medtem ko zakon, ki je bil obravnavan včeraj in ki ni davčna ureditev, uvaja nove in zelo nenavadne izjeme Odbor Kopač vladi tudi predlaga, da razmisli, ali ne bi bilo primerneje, kot predlagati posamezne zakone v zvezi s problemi rudnika, enemu od zakonov, ki bi enotno predlagal rešitev problemov, povezanih z drugimi rudniki. Državni zbor je doslej sprejel zakone o zaprtju rudnikov Mežica, Žirovski vrh, Idrija, Kanižarica, Senovo in Zagorje, ki predvidevajo zelo različne oblike in obseg državne pomoči, čeprav gre za podobne probleme. (v)"
