original,paraphrase
Letos pri posezonskih razprodajah manj kršitev kot v preteklosti,Letos je bilo manj nesreč kot v preteklosti.
Najbolj pogoste kršitve so bile pri označevanju cen,Najpogostejše kršitve so bile povezane s ceno.
"Zgodba o izjemni plači predsednika skorajda monopolne vzajemne zavarovalnice, ki je ravnokar spet zvišala premijo prostovoljnega zdravstvenega zavarovanja, je bila zanj izgubljena že v trenutku javne objave. Najbrž ga ni piarovca, ki bi jo znal v celoti sanirati. Toda Arhar si je z vsako nadaljnjo potezo samo še zabijal žeblje v krsto. Najprej je drobil o evropskih standardih pri varovanju osebnih podatkov, dasi vodi ustanovo, ki ji je vdahnil življenje državni zakon in ki življenjsko zadeva večino ljudi v državi. Potem se je skliceval na dolžnost do pogodbenega partnerja, ki je na pogodbo pritisnil žig poslovne skrivnosti. Na koncu so Arharjevo plačo razkrili z njegovim dovoljenjem, ob tem pa še skušali z otročje prozorno potezo pomanjšati njen znesek. V stiski se je nato zatekel k najbolj priljubljeni razlagi vsakršnih političnih težav. Arhar da je žrtev politično-medijske zarote proti njegovi predsedniški kandidaturi.","Zgodba o izredni plači predsednika skoraj monopolistične vzajemne zavarovalnice, ki je pravkar povečal svojo prostovoljno premijo za zdravstveno zavarovanje, se mu je izgubila v trenutku njegove javne objave. Verjetno nima človeka za odnose z javnostmi, ki bi ga lahko v celoti saniral. Vendar pa je Arhar z vsako nadaljnjo potezo samo zabil žeblje v svojo krsto. Prvič, zdrobil je evropske standarde pri varovanju osebnih podatkov, da vodi institucijo, ki ji je bilo dano življenje z državnim zakonom in ki se dotika večine ljudi v državi. Potem se je skliceval na svojo dolžnost do pogodbenega partnerja, ki je na pogodbo pritisnil žig poslovne skrivnosti. Na koncu je bila Arharjeva plača razkrita z njegovim dovoljenjem, hkrati pa je poskušal zmanjšati svoj znesek s prozorno otročjo potezo. Nato se je odločil za najbolj priljubljeno politično razlago problemov."
"Pozitiven je trend naraščanja oddanih del po odprtem postopku. Zbrani podatki namreč kažejo, da sta prevladovala predvsem odprti (62 odstotkov) in omejeni postopek (29 odstotkov), ki najmočneje uveljavljata načeli transparetnosti in zagotavljanja konkurenčnosti med ponudniki. Postopkov oddaje javnih naročil zgolj s pogajanji, brez ali s predhodno objavo, pa je bilo skupaj šest odstotkov. To vsaj statistično kaže, da naročniki niso želeli iskati razlogov za oddajo naročil s pogajanji, meni Šoltes.","Po zaključenem odprtem postopku se kaže pozitiven trend povečanja oddanih del. Zbrani podatki kažejo, da sta bila najbolj razširjena odprti postopek (62%) in omejeni postopek (29%), ki najmočneje uveljavljata načela transparentnosti in zagotavljanja konkurence med ponudniki. Postopki oddaje javnih naročil so se začeli šele s pogajanji, vendar brez ali s predhodno objavo. Skupaj je bilo teh šest odstotkov. To vsaj statistično kaže, da naročniki niso želeli iskati razlogov za oddajo naročil, oddanih po postopku s pogajanji. meni Š"
Gradbena in naftna podjetja na plečih države,Gradbene in naftne družbe na ramenih države
"Kljub nekajmesečnim pogajanjem se Prevent še ni dogovoril o višini letne najemnine za uporabo državne letališke infrastrukture, tako da ostaja za zdaj edino javno objavljeno merilo višina letne amortizacije v znesku do 180 milijonov tolarjev, ki pa je za Prevent in Aerodrom Maribor povsem nesprejemljiva. V Mariboru računajo tudi na nekaj dodatnih sredstev, ki bi jih država morala vložiti v obnovo mednarodnega letališča s statusom mejnega prehoda, saj je Slovenija sredstva iz EU za pomoč pri vzpostavljanju schengenskih obmejnih meril že prejela. Aerodrom Ljubljana je v ta namen zahteval 25 milijonov evrov, v Mariboru pa pričakujejo vsaj pet milijonov evrov.","Kljub večmesečnim pogajanjem se Prevent še ni dogovoril o višini letne najemnine za uporabo državne letališke infrastrukture, zato za zdaj edini javno objavljeni ukrep ostaja znesek letne amortizacije v višini 180 milijonov tolarjev, kar je za Prevent in Aerodrom Maribor popolnoma nesprejemljivo. V Mariboru računajo tudi na nekaj dodatnih sredstev, ki bi jih država morala vložiti v obnovo mednarodnega letališča s statusom mejnega prehoda, saj je Slovenija od EU že prejela sredstva za pomoč pri vzpostavitvi schengenskih mejnih meril. Aerodrom Ljubljana je za ta namen zaprosil 25 milijonov evrov, v Mariboru pa pričakujejo najmanj"
"AJPES naročnikom zagotavlja dve vrsti informacij, BON 1 in BON 2. BON 1 vsebuje vsebinsko zelo bogate informacije o boniteti poslovanja posameznih poslovnih subjektov v daljšem časovnem obdobju, ki so zbrane iz različnih registrov. Gre na primer za Poslovni register Slovenije in Register transakcijskih računov, podatke iz letnih, tudi revidiranih poročil ter podatke iz plačilnega prometa. Za zanesljivejšo presojo bonitete poslovanja primerjamo različne podatke posameznega poslovnega subjekta s podatki dejavnosti, v katero sodi. Z dejavnostjo so namreč povezane omejitve, tveganja, nevarnosti in navsezadnje tudi možnosti razvoja. Ponudba BON 1 je zelo pestra, naročniki lahko izbirajo med krajšimi in obsežnejšimi informacijami, na njihovo željo pa v AJPES pripravimo tudi podrobnejše analize poslovanja posameznih poslovnih subjektov, pojasnjuje Barbara Kosec.","BONUS 1 vsebuje zelo bogate podatke o kreditni sposobnosti posameznih poslovnih subjektov v daljšem časovnem obdobju, ki se zbirajo iz različnih registrov. Gre na primer za Poslovni register Slovenije in Register transakcijskih računov, podatke iz letnih in revidiranih poročil ter podatke iz plačilnih transakcij. Za zanesljivejšo oceno kreditne sposobnosti poslovanja primerjamo različne podatke posameznega poslovnega subjekta s podatki o dejavnosti, v katero spada. Dejavnost je namreč povezana s krajšimi omejitvami, tveganjem, tveganjem in ne nazadnje z možnostjo razvoja. Ponudba BONUS 1 je zelo raznolika in stranke lahko izbirajo med obsežnejšimi informacijami, če pa želijo, lahko pripravijo tudi podrobnejše informacije."
Reinvestiranje,dejavnosti reinvestiranja
Napad morskih komarjev,Napad morskega komarja
Bo italijanska nogometna kriza zaradi nadomestil za prenose v svoj vrtinec potegnila tudi vlado v Rimu,Ali bo italijanska nogometna kriza tudi vlekla vlado v Rimu zaradi stroškov prestopov?
Češka vojska ni sprejela ameriškega povabila,Češka vojska zavrnila sprejem ameriškega povabila
"Zdaj so se češki vojaški kemiki že lotili nevidnega sovražnika na domačih tleh, tam, kjer imajo na Češkem veliko kemičnih tovarn in kjer je vodna ujma ogrozila varnost nevarnih kemičnih procesov.","Sedaj so se češki vojaški kemiki lotili nevidnega sovražnika na domačih tleh, kjer ima Češka veliko kemičnih tovarn in kjer vodni vihar ogroža varnost nevarnih kemičnih procesov."
Berite z ust: nič več Osame,Preberite iz ust: nič več Osama
"Prejšnji teden je o Arafatovih zasebnih denarnih zadevah pred zunanjepolitičnim in obrambnim odborom izraelskega parlamenta govoril tudi načelnik izraelske vojaške obveščevalne službe generalmajor Aharon Zevi. Kot je dejal, naj bi bilo po izraelskih podatkih zasebno premoženje Jaserja Arafata vredno 1,3 milijarde dolarjev, toliko naj bi imel na bančnih računih po svetu ter v različnih nepremičninah in drugih vrednostih. Po njegovem zatrdilu so Palestinci vse bolj nezadovoljni z njim, kajti preprosti ljudje zelo težko živijo, Arafat pa si grabi bogastvo. Zato naj bi se v palestinskem vodstvu odločili, da mu bodo omejili razpolaganje s palestinskim denarjem. Pred kratkim so Palestinci dobili tudi novega finančnega ministra Salema Fajeda. Po podatkih načelnika izraelske vojaške obveščevalne službe naj bi bila njegova najpomembnejša naloga preprečiti odtekanje denarja na zasebne račune. Arafatov finančni svetovalec Muhamed Rašid, doslej je za palestinskega voditelja opravljal vse njegove denarne zadeve, pa naj bi našel možnosti, da lahko še naprej preliva denar na njegove zasebne račune.","Vodja izraelske vojaške obveščevalne službe, generalmajor Aharon Zevi, je govoril tudi o zasebnih monetarnih zadevah Arafata pred odborom za zunanjo politiko in obrambo izraelskega parlamenta prejšnji teden. Po izraelskih podatkih so zasebna sredstva Jaserja Arafata po njegovih besedah vredna 1,3 milijarde dolarjev, to je tisto, kar ima na bančnih računih po svetu in v različnih nepremičninah in drugih vrednotah. Po njegovem mnenju so Palestinci vse bolj nezadovoljni z njim, ker preprosti ljudje živijo zelo težko. Arafat si prilašča bogastvo. Nedavno so Palestinci prejeli tudi novega finančnega ministra, Salem Fajed. Po mnenju vodje izraelske vojaške obveščevalne službe je bila njegova najpomembnejša naloga preprečiti dotok denarja na zasebne račune. Finančni svetovalec Mohameda Arafata, Mohamed Rashid, je do zdaj opravil vse svoje monetarne zadeve in našel načine, kako nadaljevati s prenosom denarja na palestinske račune."
"Palestinci so prepričani, da so vse te obtožbe neresnične. Verjamejo, da si Arafat ne prilašča denarja, podarjenega Palestincem. Vse skupaj naj bi bil le poskus umazati palestinskega voditelja in tako med Palestinci zanetiti upor proti njemu. Izraelska vlada Ariela Šarona si je naložila, da bo Jaserja Arafata spravila z oblasti, ker bi rada, da bi Palestinci dobili druge voditelje. Ne more pa ga nasilno odstraniti, ker temu nasprotujejo njeni zahodni zavezniki. Zato ga poskuša odstraniti posredno, z razpihovanjem razdora v samem palestinskem vodstvu, pa tudi tako, da se namesto z njim pogovarja z drugimi palestinskimi predstavniki. Za zdaj so bila vsa njena prizadevanja zaman in Palestinci pravijo, da tudi v prihodnje ne bo nič drugače, kajti Jaser Arafat je zanje še vedno zelo ugleden mož. Priznavajo sicer, da je za palestinske razmere razmeroma premožen človek, vendar je njegovo premoženje zraslo iz zasebnih daril, s katerimi so mu pomagale premožne arabske države, da bi kar najbolj učinkovito vodil boj svojega naroda.","Palestinci menijo, da so vse te obtožbe neresnične. Verjamejo, da Arafat ne jemlje denarja, ki je bil doniran Palestincem. Vse skupaj naj bi bil samo poskus omadeževanja palestinskega voditelja in s tem ustvarjanje upora med Palestinci proti njemu. Izraelska vlada Ariela Šarona se je zavezala, da bo Jaserja Arafata odvzela z oblasti, ker želi, da Palestinci dobijo druge voditelje. Vendar ga ne more prisilno odstraniti, ker so njegovi zahodni zavezniki proti njej. Zato, se poskuša, da ga odpravi posredno, z mešanjem do delitve znotraj palestinskega vodstva samega, in tudi v pogovoru z drugimi palestinskimi predstavniki namesto njega. Za zdaj, vsa njena prizadevanja so bila zaman, in Palestinci pravijo, da bo v prihodnosti ne bo nič drugače, ker Yasser Arafat je še vedno zelo ugleden človek za njih. Priznavajo, da je relativno bogat človek za palestinske razmere, vendar je njegovo bogastvo zrasla iz zasebnih daril, s katerimi bogate arabske države mu je pomagal voditi boj svojega ljudstva čim bolj učinkovito."
Enronovec priznal krivdo,Enronovec priznal krivdo
"Sedemintridesetletni Kopper je priznal, da je sodeloval pri pranju denarja in prevari. Podrobno je opisal številne zapletene finančne transakcije in posojila, ki so potekala mimo vedenja ustreznih Enronovih služb. S tožilstvom je zdaj dosegel dogovor, po katerem bo z njim sodeloval v nadaljevanju preiskave in vrnil 12 milijonov dolarjev protipravno pridobljenega denarja. Poleg tega Kopper ne bo smel nikoli več zavzeti visokih položajev v javnih podjetjih.","Kopper, 37, je priznal, da je bil vpleten v pranje denarja in goljufije. podrobno je opisal številne zapletene finančne transakcije in posojila, ki so presegala izvajanje ustreznih storitev Enrona. zdaj je dosegel dogovor s tožilstvom, po katerem bo sodeloval z njim pri nadaljevanju preiskave in izterjal nezakonito pridobljene prihodke v višini 12 milijonov USD. poleg tega Kopper nikoli več ne bo smel prevzeti visokih položajev v javnih podjetjih."
"KOSTEL, 22. Nadškof in apostolski nuncij v Belorusiji, sicer iz Banjaluke, dr. Ivan Jurkovič je skupaj s kostelskim župnikom in dekanom Ivanom Potrebuješem blagoslovil novo mrliško vežico (na sliki).","KOSTEL, 22. Nadškof in apostolski nuncij v Belorusiji, sicer iz Banjaluke, dr. Ivan Jurkovič je skupaj s kostelskim duhovnikom in dekanom Ivanom Potreješem blagoslovil novo pogrebno dvorano (na sliki)."
Po načelu vzemi ali pusti,Vzemi ali pa pusti.
"Zapleti so se začeli že pri sestavi komisije za poravnavo neposredne škode. To so sestavljali le predstavniki lokalnih skupnosti in predstavniki trboveljske termoelektrarne, oškodo - vanci pa niso imeli niti dostopa do podatkov o delu komisije. Ta komisija je kot glavni kriterij uporabila višino katastrskih dohodkov posameznega oškodovanca, kar je po mnenju nekaterih več kot neprimerno in ni realno, saj je ekološka škoda nekaj povsem drugega. Po mnenju Branimirja Bajde pa je svojevrsten biser demokracije tudi pogodba ministrstva za okolje in prostor, ki so jo prejeli posamezni oškodovanci. Ta naj bi bila vsaj nezakonita, če ne morda celo neustavna.","Zapleti so se že začeli pri sestavi komisije za poravnavo neposredne škode, ki so jo sestavljali samo predstavniki lokalnih skupnosti in predstavniki Termoelektrarne Trbovlje, oškodovanci pa sploh niso imeli dostopa do podatkov o delu komisije. Ta komisija je kot glavno merilo uporabila višino katastrskega dohodka vsake oškodovanke, ki je po mnenju nekaterih več kot neprimerna in nerealna, saj je ekološka škoda nekaj povsem drugega. Po mnenju Branimirja Bajde je nekakšen biser demokracije tudi pogodba Ministrstva za okolje in prostor, ki so jo prejele posamezne žrtve."
Branimir BajdKosmatinec je te dni na Kostelskem obiskal več njiv in uničil poljščine,Branimir BajdKosmatinec je te dni obiskal več njiv na Kostelskem in uničil pridelke
"CELJE, 22. Nikakršnih razlogov ni za povečanje števila policistov v Velenju, saj je na policijski postaji že zaposlenih 52 policistov, sistemizacija dela pa jih dovoljuje 61. Če se bodo pokazale potrebe, bodo najprej dopolnili sistemizacijo, saj naj policisti v Velenju ne bi bili tako obremenjeni, da bi bile v tem trenutku potrebne okrepitve, je po včerajšnjem obisku v Velenju in Celju povedal direktor slovenske policije Marko Pogorevc.","CELJE, 22. Ni razloga za povečanje števila policistov v Velenju, saj je na policijski postaji zaposlenih že 52 policistov, sistemizacija dela pa jim to omogoča 61. Če se bodo pojavile potrebe, bodo najprej dokončali sistemizacijo, saj policisti v Velenju ne bi smeli biti tako obremenjeni, da bi bile v tem trenutku potrebne okrepitve, je po včerajšnjem obisku v Velenju in Celju povedal direktor slovenske policije Marko Pogorevc."
"Na brežiškem oddelku za prostorsko načrtovanje pripombe prebivalcev desnega brega Save medtem preučujejo in pripravljajo gradivo za septembrsko sejo občinskega sveta, ko bo treba sprejeti končno odločitev o nadaljnji usodi borške gramoznice. Tiste na levem bregu bodo, kot smo že omenili, končale pod površino akumulacijskega jezera, na Borštu pa bo morda kdaj le zrasel športno rekreacijski center, kakršnega si je že pred nekaj leti zamislila skupina krških podjetnikov, a njihov projekt ni nikoli zaživel.","Na Oddelku za urejanje prostora v Brežicah preučujejo in pripravljajo komentarje prebivalcev na desnem bregu reke Save za septembrsko sejo občinskega sveta, ko bo treba sprejeti dokončno odločitev o prihodnji usodi Borške gramoznice. Tisti na levem bregu, kot že omenjeno, bodo končali pod gladino akumulacijskega jezera, medtem ko bo v Borštu morda športni in rekreacijski center, kot je bila pred nekaj leti ideja o skupini krških podjetnikov, a njihov projekt je bil, da se bodo ljudje še naprej posvečali raziskovanju in raziskovanju."
Gasilce spoznamo v nesreči,Gasilci se srečajo v prometni nesreči
"Tudi Andreju ni težko pomagati ljudem v stiski, kar je že izkusil, ko je kot zdravstveni tehnik, danes pa študent Fakultete za šport nekoč v prometni nesreči, ki se je zgodila skoraj pred njihovim domačim pragom, skupaj s prijateljem še pred prihodom policije ponesrečenim uspešno nudil prvo pomoč.","Andreju ni težko pomagati ljudem v stiski, kot je to že doživel, ko je bil še zdravstveni tehnik, danes pa je študent Fakultete za šport nekoč uspešno nudil prvo pomoč oškodovancu v prometni nesreči, ki se je zgodila skoraj na domačem pragu, skupaj s prijateljem pred prihodom policije."
"Oto, sicer domačin v Ločah, ki je že v zasluženem pokoju, ob hudih nalivih in grmenju ni nikoli miren. Takrat, ko že zagori, je najpomembneje, da akcija hitro steče, k čemur veliko pripomorejo tisti, ki prvi sporočijo, kje in kaj gori. Velikokrat ljudje v paniki ne vedo niti svojega priimka ali naslova, kar pa je najbolj pomembno, da smo gasilci lahko hitro na prizorišču. Če je požar takih razsežnosti, da je takoj jasno, da se nič od tistega, kar je že v plamenih, ne bo dalo več rešiti, skušamo obvarovati vsaj hiše in druga poslopja, ki so v bližini, je pripovedoval Oto Gumzej in nam pri tem kazal še sveže žulje na rokah, pridobljene pri enem zadnjih bojev z ognjem.","Oto, domačin v Ločah, ki je že v zasluženem pokoju, ob močnem deževju in grmenju ni nikoli miren. Ko se požar začne, je najpomembnejše, da akcija teče hitro, kar v veliki meri pomagajo tisti, ki prvi poročajo, kam in kaj gori. Velikokrat ljudje v paniki niti ne poznajo svojega imena ali naslova, vendar je najpomembneje, da so gasilci lahko hitro na prizorišču. Če je požar tako velik, da je takoj jasno, da nič od tega, kar je že v plamenih, ne bo mogoče rešiti, poskušamo zaščititi vsaj hiše in druge zgradbe, ki so v bližini, nam je povedal gospod Gumzej in nam pokazal sveže žulje na rokah zadnjega spopada."
"V Zadrugi Mozirje nam je vodja komerciale Andrej Presečnik pojasnil, da so pristojni organi zaradi pojava bolezni BSE začeli določilom v predpisih nižati starostno mejo. V praksi naj bi to pomenilo, da se je s spremembo pravilnika o ocenjevanju govedi znižala starostna meja mladega goveda s 30 na 24 mesecev. Iz tega sledi, da sta Tratnikovi telici samodejno padli v kategorijo starejšega goveda. Iz zapisnika je razvidno, ugotavlja Presečnik, da sta Tratnika prijavila odkup 26. februarja, telici, ki sta se skotili 1. julija in 1. avgusta 1999, pa sta na datum prijave odkupa že presegli predpisano starostno mejo. Iz tega sledi, da sta Tratnika spregledala starost telic, čeprav bi morali biti rojstni podatki živine rejcem znani, in sta v bistvu prijavila prestari telici.","V Zadrugi Mozirje, Andrej Presečnik, vodja gospodarske enote, je pojasnil, da so pristojni organi zaradi pojava BSE začeli zniževati starostno mejo v predpisih. V praksi bi to pomenilo, da se je s spremembo pravil o ocenjevanju goveda starostna meja mladega goveda znižala s 30 na 24 mesecev. Iz tega sledi, da so telice Tratnika samodejno padle v kategorijo starejšega goveda. Po Presečnikovih besedah je iz zapisa razvidno, da je Tratnik nakup prijavil 26. februarja, telice, rojene 1. julija in 1. avgusta 1999, pa so na dan registracije nakupa presegle starostno mejo. Iz tega sledi, da so kljub temu, da so rejcem znani podatki o rojstvu goveda, v resnici tudi telice stare."
EDI MAVRIČ,Edi mavrica
URŠA KMETEC,Čas je za kmeta
"-krat so se klicu na pomoč odzvali gasilci. V Pokopališko ulico so se odpravili zaradi prijave požara na smetiščih in odlagališčih. Izkazalo se je, da je šlo za načrtno kurjenje lesenih odpadkov. Gasilci so početje delavca le nadzorovali. Drugič so se na pomoč odpravili v ulico Na jami, kjer so odstranili osje gnezdo pod balkonom.","Gasilci so se večkrat odzvali na klic na pomoč: zaradi javljenega požara na deponijah in odlagališčih so se odpravili na pokopališko ulico. Izkazalo se je, da je šlo za načrtno kurjenje lesenih odpadkov. Gasilci so samo nadzirali delavčevo ravnanje. Drugič so se po pomoč odpravili na ulico Na jami, kjer so pod balkonom odstranili osje gnezdo."
"V koprski galeriji Meduza bodo jutri ob 20. uri odprli razstavo Skulpture in risbe kiparja Zmaga Posege. Leta 1959 rojeni umetnik je študij kiparstva in kiparsko specialko opravil na ljubljanski akademiji za likovno umetnost, kjer je danes zaposlen kot profesor restavratorstva na oddelku za kiparstvo. Od leta 1980 so njegovo delo predstavili na 30 samostojnih razstavah, sodeloval pa je tudi na številnih skupinskih razstavah in sedmih kiparskih simpozijih. Večkrat nagrajeni kipar je avtor številnih javnih spomenikov. Na tokratni razstavi bo predstavljen ciklus skulptur in risb iz zadnjih treh let. Razstavljeni kipi so izdelani iz črnega kraškega apnenca, ki ga kipar išče v opuščenih kamnolomih goriškega Krasa. Za med kiparji sicer redko uporabljen material je značilna elementarna plastnost, ki Posegi predstavlja ustvarjalni izziv v tehnološkem in formalno-oblikovnem smislu. Kamnite bloke le delno obdela v avtorsko določljiv motiv človeškega hrbta in jih nato sestavlja v večpomenske skulpturalne postavitve, te pa so vir navdiha tudi za številne risbe in kolaže. Razstava, ki jo bo spremljal zapis Nives Marvin, kustosinje razstave, bo na ogled do 29. avgusta. (ud)","Razstava Skulpture in risbe kiparja Zmaga Posege bo jutri ob 20. uri odprta v Galeriji Koper. Umetnik, rojen leta 1959, je kiparstvo študiral in se specializiral za kiparstvo na Akademiji za likovno umetnost v Ljubljani, kjer je zaposlen kot profesor za restavriranje na oddelku za kiparstvo. Od leta 1980 se s svojim delom predstavlja na 30 samostojnih razstavah, sodeloval pa je tudi na številnih skupinskih razstavah in sedmih kiparskih simpozijih. Na tej razstavi bo predstavljen niz skulptur in risb zadnjih treh let. Razstavljene skulpture so izdelane iz črnega kraškega apnenca, ki ga kipar išče v opuščenih kamnolomih Goriškega Krasa. Med kiparji je redko uporabljen material tipični elementarni sloj, ki v tehnološko-formalno-oblikovalnem smislu predstavlja ustvarjalni izziv. Kamniti bloki so le delno obdelani v avtorsko določljiv motiv človeškega hrbta in nato sestavljeni v večpomenske kiparske instalacije, ki so tudi vir navdiha za številne risbe in kolaže. Razstava, ki jo spremlja tudi delo kustosinje razstave Nives Marvin, bo na ogled do 29. avgusta."
"Eno od popularnih vrst nopales iz Mehike lahko kupimo v naših trgovinah, vložene v slanici ali kisu. Nopales so ploščati, mesnati in rahlo sluzasti, podobno kot bamija, in nekateri njihov okus opisujejo z mešanico okusov zelene paprike in špargljev. Lahko jih uživamo surove (potem ko smo odstranili dolge, ostre trne ) ali pa jih kuhamo kot zelenjavno jed, jih jemo hladne, kot solato ali skupaj z jajci. So pomemben vir beta karotena, vitamina C in več vrst vitaminov B.","Eno od priljubljenih vrst Nopales iz Mehike lahko kupite v naših trgovinah, vložene v slanici ali kisu. Nopales so ravne, mesnate in rahlo sluzaste, podobne bami. Nekateri opisujejo svoj okus z mešanico zelenega popra in okusov špargljev. Lahko jih jedo surove (po odstranitvi dolgih, ostrih trnov) ali kuhane kot zelenjavna jed, jedo hladno, kot solato ali skupaj z jajci. So pomemben vir beta karotena, vitamina C in več vrst vitaminov B."
V svetu lutk vse živi,V svetu z lutkami
"Ker je po izobrazbi likovnica, včasih (in najraje) naredi likovno zasnovo po svojih zamislih. S tem imam več težav, saj na papir narišem eno idejo, po pogovoru z režiserjem pa mi začnejo delovati 'klikerji', saj začutim material. Vedno nastane nekaj drugega, boljšega, kot sem si sprva zamislila. Zato se mi zdi krasno, da lahko podobo spreminjaš po lastni želji in slediš ustvarjanju v določenem trenutku, pravi Varlova.","Ker je vizualna umetnica po izobrazbi, včasih (in rada) naredi dizajn po svojih lastnih idejah. S tem imam več težav, saj narišem eno idejo na papir, in po pogovoru z režiserjem, začnem delati s 'klikami', ker čutim material. Vedno je še nekaj drugega, boljšega, kot sem si sprva predstavljala. Zato mislim, da je super, da lahko spremenite sliko po vaši želji in sledite ustvarjanju na določen način."
MOJCA ŠTRAJHER,Moj tretji brat
"Dom je tam, kjer je delo","Dom je tam, kjer je delo"
"Nocoj ob 20.30 bo v Slovenski filharmoniji v okviru Festivala Ljubljana nastopil Komorni orkester Dunajskih simfonikov (Wiener Concert-Verein), prvič pri nas, dirigirala pa mu bo Američanka slovenskega rodu Karen Kamensek; spoznali smo jo lahko že lani, ko jo je gostil orkester Slovenske filharmonije. Komorniki, ki bodo jutri nastopili še v celjskem Narodnem domu, so za nastop pri nas angažirali še eno Slovenko, v Berlinu živečo Mojco Zlobko-Vajgl, ki bo z njimi odigrala Koncert za harfo in orkester Lucijana Marije Škerjanca.","Ob 20.30 bo v Slovenski filharmoniji v okviru Festivala Ljubljana prvič v Sloveniji nastopil Wiener Concert-Verein. Vodila ga bo Američanka slovenskega rodu Karen Kamensek; srečali smo se lahko lani, ko jo je gostil Orkester Slovenske filharmonije. Dirigenti, ki bodo jutri nastopili v Narodni dvorani Celje, so angažirali še eno Slovenko, ki živi v Berlinu Mojco Zlobko-Vajgl, ki bo igrala Koncert za harfo in Orkester Lucijan Marija Šncaker."
