original,paraphrase
"V Palestini primerjajo statistične podatke pred letom 1994 in po njem. Resda sta si že leto prej v Beli hiši stisnila roke palestinski voditelj Arafat in izraelski premier Rabin ter podpisala mirovni sporazum, znan kot sporazum iz Osla, vendar je bilo šele leto 1994 plodno za številne pogodbe. Med drugimi so v Parizu podpisali sporazum o gospodarskem sodelovanju, ki za Palestince zares ni pomenil drugega kot še en poraz med toliko drugimi. Marsikateri palestinski ekonomist trdi, da je oselski sporazum zares oblikovan tako, da preprečuje vsako obliko palestinske neodvisnosti. Ugleden palestinski intelektualec profesor Edward W. Said je pri razglabljanju o mirovnem sporazumu neusmiljen ne le do Izraelcev in Američanov, temveč tudi do palestinskega vodstva. Njegova razlaga je zelo preprosta in moram reči, da, vsaj kar zadeva mene, tudi zelo prepričljiva. V letih po 2. svetovni vojni je postalo neodvisnih 49 afriških držav. Indija si je priborila svobodo leta 1947, Indonezija dve leti kasneje. Sledile so jim številne druge kolonije v Aziji in v arabskem svetu. Profesor Said pravi, da je le Palestina ubrala pot v nasprotno smer. Prevladujoča arabska družba je bila uničena leta 1948, zamenjala jo je nova židovska država. Njen namen je bil zasesti čim večji prostor, na katerem bi bili dobrodošli Židi iz vsega sveta. Palestina se je vseeno počasi ponovno sestavila do zgodovinskega modela dekolonizacije, s tem ko so se v obdobju po letu 1967 oblikovala nova nacionalistična in antikolonialna odporniška gibanja s PLO na čelu. Ampak, kot cinično meni profesor Said, PLO se je edini med sodobnimi antikolonialnimi gibanji v svetu vdal kolonialnim okupatorjem, še pred je bila okupacija končana. Zato so zanj vsi znameniti podpisi in vsa slovesna rokovanja v devetdesetih letih med izraelskimi vladajočimi možmi in Jaserjem Arafatom le razprodaja, bedna in izjalovljena stvar. Po njegovem je Izraelu uspelo prepričati izčrpano palestinsko vodstvo, da enostavno niso enakopravni in da je mogoč le mir, ki je sklenjen pod izraelskimi pogoji, in seveda mir, ki ga diktirajo Združene države Amerike. ","Res je, da sta se leto prej palestinski voditelj Arafat in izraelski premier Rabin v Beli hiši rokovala in podpisala mirovno pogodbo, znano kot sporazumi iz Osla, vendar je bilo šele leta 1994, da je bilo veliko pogodb plodnih. Med drugim je bil podpisan Pariški sporazum o gospodarskem sodelovanju, ki med mnogimi res ni pomenil nič drugega kot poraz. Mnogi palestinski ekonomisti trdijo, da je sporazum iz Osla dejansko namenjen preprečevanju kakršne koli oblike palestinske neodvisnosti. Ugledni palestinski intelektualec, profesor Edward W. Said, v razpravi o mirovni pogodbi, je neusmiljen, ne samo do Izraelcev in Američanov, ampak tudi do palestinskega vodstva. Njegova razlaga je zelo preprosta in moram reči, da, kolikor sem zaskrbljen, tudi zelo prepričljiv. V letih po drugi svetovni vojni, 49 afriške države postale neodvisne. Indija je dobila svojo svobodo v 1947, Indonezija dve leti kasneje. Sledili so jim številne druge kolonije v Aziji in arabskem svetu. Profesor Said pravi, da je le Palestina sprejela nasprotno smer. Prevladujoča arabska družba je bila uničena v 1948 in nadomesti z novo judovsko državo. Njen namen je bil, da zasede čim večji prostor, v katerem bi se lahko pozdravili Judje iz vsega sveta. Kljub temu, Palestina počasi obnovili svoj zgodovinski model dekolonizacije, saj so bili novi nacionalistični in anti-kolonialne gibanja odpora nastala v obdobju po 1967 z PLO na čelu. Ampak, kot profesor Said cinično meni, PLO je bil edini v sodobnih anti-kolonialnih gibanj na svetu, da se predajo kolonialnim okupatorjem, preden je bila okupacija končana. Zato so vsi slavni podpisi in svečane roke med izraelskimi vladajočimi moškimi in Yasserjem Arafatom v devetdesetih letih prejšnjega stoletja samo razprodaja, nesrečna in neuravnovešena stvar, in po njegovem mnenju je Izrael uspel prepričati izčrpano palestinsko vodstvo, da preprosto niso enaki in da je možen samo mir pod izraelskimi pogoji in seveda mir, ki ga narekujejo Združene države Amerike."
"»Šukram,« se mu zahvalim. »Kdaj drugič, mogoče!«","""Sukram, zahvaljujem se mu."" Morda kdaj drugič! """
MED Sporazum …,Sporazum MED...
"Čeprav se nekateri analitiki političnih razmer na Bližnjem vzhodu sprašujejo, ali izvolitev tega moža za novega izraelskega ministrskega predsednika prinaša vojno (niso si sicer edini, kje: ali v Libanonu ali na Zahodnem bregu ali …), je večina Palestincev do te odločitve izraelskih volivcev zelo ravnodušna. »Kaj pa si predstavljajo, da nam še lahko naredijo? Ali lahko stvari sploh še spremenijo na slabše?« je slišati. ","Čeprav se nekateri analitiki političnih razmer na Bližnjem vzhodu sprašujejo, ali izvolitev tega človeka za novega izraelskega predsednika vlade prinaša vojno (niso edini, kjer: ali v Libanonu ali na Zahodnem bregu ali...), je večina Palestincev zelo ravnodušna do te odločitve izraelskih volivcev. ""Kaj si predstavljajo, da nam še vedno lahko storijo? Ali lahko spremenijo stvari na slabše"" se sliši."
FOTO2 Člani posadke so bili v glavnem kapitanovi otroci,FOTO2 Člani posadke so bili večinoma otroci kapitana
"FOTO5 Zaslužen počitek, med tem ko smo za seboj vlekli kočo","FOTO5 Zaslužen počitek, medtem ko za seboj vlečemo kočo"
"Chantels (Maybe) so bile sicer prva girl group, ki je dokončno prelomila z belo tradicijo (1958), toda prva tovarna hitov so postale Shirelles, najstnice iz New Jerseyja, ki so leta 1960 vse belo odpihnile s hitom Will You Love Me Tomorrow. Pesem, ki sta jo zložila Carole King & Gerry Goffin, eden izmed mnogih genialnih avtorskih tandemov iz broadwayske Brill Building, je bila ravno dovolj pred svojim časom, da se je mnogim tudi samim Shirellkam zdela preveč bela. No, tomorrow je rodil trumo novih dekliških skupin. Nekatere so nastale na srednjih šolah, nekatere v študentskih naseljih, nekatere v Bronxu. Nekatere so bile iz Nashvilla, nekatere iz Detroita, nekatere iz New Yorka. Pogosto so se združile sestre, magari dva para sester, celo dvojčice. Nekatere je poganjala založba Motown, nekatere legendarni producent Phil Spector. Nekatere so hlepele po slavi, nekatere le po izobrazbi. Nekatere so snemale tudi albume, nekatere le singlce. In seveda, vse te skupine so bile temnopolte. ","Chantels (Morda) je bila prva dekliška skupina, ki je prekinila s tradicijo belcev (1958), prva hit tovarna pa je postala Shirelles, najstnice iz New Jerseyja, ki so leta 1960 s hitom Will You Love Me Tomorrow (Will You Love Me Tomorrow) blestele. Pesem, ki sta jo sestavljala Carole King in Gerry Goffin, ena izmed mnogih briljantnih avtorskih tandemskih pesmi iz Broadway BRILL Building, je bila pred svojim časom ravno dovolj, da se je tudi Shirell Nokam sama zdela preveč bela. Tomorrowle je rodila kopico novih dekliških skupin. Nekatere so nastale v srednji šoli, nekatere v Bronxu, nekatere so bile iz Detroita, nekaj legendarnih sester iz New Yorka, seveda, nekatere izmed njih so izšle tudi po nekaterih legendarnih sestrskih pesmih, nekaj jih je"
Sladka ljubezen,Sladka ljubezen...
"Pojav riot dam se je potem žal nekako sam od sebe polegel, delno morda tudi zato, ker ga je preglasil perverzni projekt Girl Powerja in seveda njegovih glavnih nosilk Spice Girls. Girl Power prav res: med petstotimi so na posebni avdiciji izbrali (glede na vsaj osnovno rasno ravnotežje in s posebnim poudarkom na zbalansirani paleti telesnih tipov) pet marionetk, ki jih v celoti nadzorujejo moški producenti. Dedci jih oblačijo, dedci jih postavljajo v mamljive fotopoze, dedci jim pišejo muziko, dedci jim polagajo besede v usta tudi za intervjuje. Riot puncam, ki so dejansko prevzele popoln nadzor nad svojim obnašanjem in nad svojo umetniško svobodo, se bržkone še vedno ni nehalo kolcati. Kljub temu ali pa prav zato so Začimbice zavzele svet in se v srcih dodvajsetletnic od Pariza do Zimbabveja zasidrale kot prababice velike eksplozije ženskih skupin, ki smo ji bili priča v zadnjih nekaj letih. Nemara prvič v zgodovini popglasbe se girl groups enakovredno kosajo s fantovskimi tekmeci. Multiuspešne ženske skupine, kot so All Saints, TLC in Destiny's Child, so tiste, ki pravzaprav nosijo hlače, ki se znajo veliko bolje postaviti za svoje interese. V zvezi z Destiny's Child se lahko človek sicer na ves glas krohota, kako vneto v nekaj komadih gradijo svoj lasten mit na tem, da same plačujejo svoje račune, vendar jim lahko glede na resnično nadpovprečno kakovost glasbe podobne ošpice celo mirno odpustimo. ","Na žalost, the riot dame pojav umirila, deloma zato, ker je bil s perverznim projektom Girl Power in, seveda, njegov glavni prevoznik, Spice Girls. Girl Power res: od 500 so izbrali (vsaj glede na osnovno rasno ravnovesje in s posebnim poudarkom na stimulirani paleti telesnih tipov) pet marionete, ki so v celoti pod nadzorom moških producentov. dediči jih oblačijo, moški jih dajo v mamljive fotopoze, moški jim pišejo glasbo, moški postavljajo besede v usta za intervjuje. Riot dekleta, ki so dejansko prevzela popoln nadzor nad svojim obnašanjem in umetniško svobodo, verjetno še vedno ne ustavijo kolcanja. Kljub temu ali zato so Spice Girls prevzele svet in se zasidrale v srca petindvajsetletnikov od Pariza do Zimbabveja kot prababice velikih ženskih skupin, ki smo jim bili priča v zadnjih nekaj letih. Morda prvič v zgodovini pop glasbe, dekliške skupine tekmujejo enako s svojimi moškimi tekmeci. Številne uspešne ženske skupine, kot so All Saints TLC in Destiny 's Child explosions, so tiste, ki dejansko nosijo hlače, ki so veliko bolj sposobne braniti lastne interese. V kontekstu Destiny 's Child se lahko posmehujemo ob zvoku nekaj pesmi, ki gradijo svoj mit o plačevanju lastnih računov, toda glede na resnično nad - povprečno kakovost glasbe - kot so ošpice - jim lahko celo oprostimo."
"V primerjavi s tistimi iz petdesetih in šestdesetih let so današnji girl ansambli precej bolj samozavestni, če nič drugega, dosežejo prva mesta glasbenih lestvic tudi, če njihova besedila niso absolutno fiksirana na moškega kot osnovno brezprizivno gibalo ne samo hit pesmi, temveč tudi celotnega smisla obstoja. Če bi se pred nekaj desetletji kake The Ronettes tako kot zdaj All Saints pojavile pomanjkljivo oblečene na naslovnici Melody Makerja pod mastnim (in seveda grotesknim, a to ni zares pomembno) naslovom We're the Best Fucking Rock'n'Roll Band In the World!!!, bi letelo še kaj več kot samo perje. Girl Power je sicer nevzdržna prevara, a to ne pomeni, da sam na sebi ne obstaja kje drugje. V intervjuju za Angry Women in Rock ga je nemara najbolje povzela Chrissie Hynde: »Kako utrujajoča se mi zdijo vsa tista vprašanja, ali se med rockovsko kariero nisem počutila prav nič nelagodno, ker je to predvsem teritorij moških. Kako to mislijo, teritorij moških? Saj sem bila na njem vendar tudi jaz!«","V primerjavi s tistimi iz petdesetih in šestdesetih let, današnji dekliški ansambli so veliko bolj samozavestni, če nič drugega, so dosegli vrh lestvic, tudi če njihova besedila niso popolnoma vezana na človeka, kot osnovno gonilno silo ne samo hit pesmi, ampak tudi celoten občutek obstoja. Če je pred nekaj desetletji nekaj Ronettes, kot zdaj All Saints, se je pojavil pomanjkljivo oblečen na naslovnici Melody Maker pod mastno (in seveda groteskno: ampak to ni res pomembno, naslov Smo najboljši Fucking Rock 'n 'Roll Band Na svetu, kaj več kot le perje bi letenje. Girl Power je nevzdržna prevara, vendar to ne pomeni, da ne obstaja na sebi. V Angry Rocku, in seveda Rock je morda najbolje, da me prevzame tisto, kar mislim, da sem preveč utrujen, vendar sem na ozemlju, da je preveč neprijetno."
Anton Grizold,Anton Grizold.
"Ko lanskega aprila vseeno popusti, se njegovo ime znajde na seznamu predlaganih članov Drnovškove vlade. Kandidaturo sprejme le pod pogojem, da se bo čez pol leta lahko vrnil v stroko. Aprila Drnovšku ne uspe, Anton pa se pol leta kasneje spet pusti prepričati. Tokrat je predlagana vlada potrjena in Anton postane sedmi obrambni minister. Že na prvi pogled se loči od svojih predhodnikov, saj je prvi obrambni minister obramboslovec, ki je po študijskih uspehih nadpovprečen. Njegova predhodnika in fakultetna kolega Janez Janša in Jelko Kacin namreč nista slovela kot zelo pridna študenta. Na predstavitvi pred parlamentarnim odborom za obrambo poslance prepriča s širokim strokovnim znanjem in strpnostjo, demokracijo namreč razume kot soočanje različnih mnenj. Anton tako ne bi ""blazno zameril"", če bi med ministrovanjem ""v glavo dobil kakšen paradižnik"". V skladu s sklepi diplomske naloge se zavzema za ""duhovno oskrbo za vse pripadnike različnih veroizpovedi"". Ko postane minister, si za sodelavce izbere strokovnjake, ki jih pozna kot znanstvenik, tako je na primer državnemu sekretarju Tomažu Času celo mentor pri doktorski disertaciji. Z Antonovim prihodom v slovenskem Pentagonu zaveje nov veter, v nekaj dneh osebno obišče vse oddelke in operativna poveljstva Slovenske vojske. Med prednostne naloge uvrsti: preoblikovanje Slovenske vojske v učinkovito vojaško organizacijo, pripravo in sprejetje manjkajočih nacionalnostrateški doktrinarnih dokumentov ter seveda izvajanje načrta za vstop v Nato. ","Kandidaturo sprejme le pod pogojem, da se bo v poklic lahko vrnil čez pol leta. Aprila Drnovšek ne uspe, vendar se Anton pusti prepričati pol leta kasneje. Tokrat je potrjena predlagana vlada in Anton postane sedmi obrambni minister. Na prvi pogled se loči od svojih predhodnikov, saj je prvi obrambni minister znanstvenik, ki je nadpovprečen po svojih akademskih uspehih. Njegova predhodnika in kolegi na fakulteti Janez Janša in Jelko Kacin nista bila znana kot zelo dobra študenta. Na zaslišanju pred parlamentarnim odborom za obrambo je poslance prepričal s širokim strokovnim znanjem in strpnostjo, saj demokracijo razume kot konfrontacijo različnih mnenj. Anton ne bi ""odnehal "", če bi med svojim ministrstvom dobil v glavo paradižnik. Glede na zaključke diplomskega dela se zavzema za"" duhovno skrb za vse pripadnike različnih religij "". Ko postane minister, za svoje kolege izbira strokovnjake, ki jih pozna kot znanstvenike, na primer, je celo mentor državnemu sekretarju Tomažu Času v njegovi doktorski disertaciji. prihod Antona v Pentagon prinaša nov veter in v nekaj dneh tudi osebno obišče vse oddelke in operativna poveljstva Slovenske vojske. Med njegove prednostne naloge sodijo: preoblikovanje Slovenske vojske v učinkovito vojaško organizacijo, priprava in sprejem manjkajočih nacionalističnih doktrinalnih dokumentov ter seveda uresničevanje načrta za vstop v zvezo Nato."
str. 22,stran 22.
Intervju,Intervju z
str. 28,stran 28.
Odgovor civilne družbe 22,Odziv civilne družbe 22
FILMSKI DNEVNIK 6,Filmska zgodovina 6
SLABA DRUŽBA,Revna družba je
"Toda Bruce kakopak ne bi bil Bruce, če mu ne bi potegnilo, da je nekaj narobe. Vse potnike je zmlelo v sončni prah, on pa sije - kot sonce? Edini preživeli! To, da mu ni nič, se zdi srhljivo tudi njegovi ženi Audrey (Robin Wright Penn), ki pa mu je itak tako odtujena kot ona bejba z vlaka. In res, ko Bruce malce pomisli, se spomni, da pravzaprav še nikoli v življenju ni fasal praske. In dalje, da sploh še nikoli ni bil bolan. Kar ga seveda pripelje do vprašanja - kdo sem? Toda Bruce igra tipa, ki je prebral premalo stripov, da bi vedel, kdo je. Dokler se ne prikaže Elijah Price (Samuel L. Jackson), ki ima že v imenu Biblijo in biznis, v kosteh redko, a hudo genetsko bolezen (samo zakašlja, pa se mu že zlomi rebro), v lasti ekskluzivno stripovsko galerijo, v svoji perverzni glavi pa fiksno idejo, da je David Dunne prišel na svet z »nadčloveško« misijo, ki je tako skrivnostna, presenetljiva in unikatna kot finale Šestega čuta. Ja, režiser je isti: M. Night Shyamalan. Ja, zvezdnik je isti: Bruce Wilis. Ja, tudi mesto je isto: Philadelphia. In ja, spet so tu zbegan otrok (Davidov sin), frustrirana ženska (Davidova žena), morbidna, negotova, nemirna, mrka, škrtajoča, zelo zadržana, obešenjaška noir atmosfera in zelo angažirana zgodba o lakoničnem človeku, ki se ne prepozna. Nezlomljivi je intimistični triler o človeku, ki skuša ugotoviti, zakaj je preživel nesrečo in zakaj je nezlomljiv, še bolje, zakaj je tako nenaraven - in navsezadnje, zakaj je tako irealen. David Dunne ima pač očiten problem: premalo je realen. Nikoli ne zboli, nič se ga nič ne prime, apokalipso preživi brez praske. Tip je tako irealen in nečloveški, da se zdi fiktiven. Zdi se kot fiktivni lik, ki že celo življenje igra v napačnem filmu. Zato ni čudno, da ni zadovoljen s službo. In zato ni čudno, da družina z njim ne ujame kontakta. Nezlomljivi je film o stripih. O stripovskih filmih. O stripovskih junakih. O stripovski kulturi. O kulturi, ki je ostala brez družbe, na kateri temelji. O stripovskem odnosu do sveta. O stripovski identiteti sodobnega človeka. In predvsem o postfeministični tesnobi sodobnega moškega, ki se mu zdi, da ga agonija industrijske tekme, negotovost trga, piramida razredne predestinacije, ogrožena, deklasirana, zgolj še ornamentalno-dekorativna »moškost«, virus sterilnosti in telepatsko-fantazijska obsedenost s heroiko, nezlomljivostjo, viagro, portfelji, steroidi, tupeji, kozmetiko, glamurjem in slavo spreminjajo v fikcijo, v fiktivni lik, za katerega ima Bog-Usoda-Delodajalec zjutraj le eno samo vprašanje: kolikokrat v karieri boš bolan? Nezlomljivi ni film o družbi, ki ji manjka junak, ampak film o junaku, ki mu manjka družba. Film o junaku, ki ga nima več kdo spoštovati. ","Ampak Bruce ne bi bil Bruce, če kaj ni bilo narobe. Vsi potniki so zdrobljeni v soncu prahu, in on sije - kot na soncu Edini preživeli? Da ni bolan, Prav tako se zdi grozljivo, da njegova žena Audrey (Robin Penn Wright), ki je kot odtujeni z njim, kot je ona z vlaka. In res, ko Bruce razmišlja o tem, se spominja, da nikoli ni dejansko dobil praske v svojem življenju. In nadalje, da je nikoli ni bil bolan sploh. Kar ga seveda pripelje do vprašanja - kdo sem jaz Ampak igra tipa, ki berejo stripe, da vedo, kdo je. Dokler se Elijah Price (Samuel L. Jackson) ne pojavi z redko, a resno genetsko boleznijo v svojih kosteh (samo izkašljuje, ima ekskluzivno galerijo stripov in v svoji perverzni glavi fiksno idejo, da je David Dunne prišel na svet z ""edinstveno, nadčloveško"" misijo, ki je tako skrivnostna, presenetljiva in nepozabna kot finale šestega čuta. Da, režiser je isti M. Night Shyamalan. Da, zvezda je ista: Bruce Wilis. Da, mesto je isto: In da, spet je zmeden otrok () Davidov sin, nemirna ženska (Davidova žena), mordish, grumpy,, grumpy, kašavo, kašavo, kašasto, kašasto, kašasto, kašavo ozračje je zelo človeško. Nezlomljiv je intimni triler o človeku, ki poskuša ugotoviti, zakaj je preživel nesrečo in zakaj je nezlomljiv, še bolje, zakaj je tako nenaraven - in na koncu, zakaj je tako ireal. David Dunne ima očiten problem: on ni dovolj realističen. Nikoli ne zboli, nič ne pride do njega, apokalipsa preživi brez praske. Tip je tako nerealen in nečloveški, da se zdi izmišljen. Zdi se kot izmišljen lik, ki je celo življenje igral v napačnem filmu. Zato ni čudno, da je nesrečen s svojo službo. Film je nezlomljiv o stripu. Gre za stripovske filme. Gre za stripovske junake. Gre za kulturo, ki je ostala brez družbe, na kateri temelji. Gre za stripovski odnos do sveta. Gre za stripovsko identiteto sodobnega človeka. Predvsem pa za postfeministično tesnobo sodobnega moškega, ki meni, da se agonija industrijske rase, negotovost trga, piramida razredne predestinacije, ogrožena, deklasirana, zgolj okrasno-dekorativni ""virus sterilnosti "", telepatsko-fant heroin z obsedenostjo, nezlomljivostjo, viagro, steroidi, tupeji, glamurjem in slavo zjutraj spremeni v fikcijo, za katere ima Bog-Vernik samo eno vprašanje v svoji karieri: Kako boste bolni: The Unbroken ni film o družbi, ki nima junaka, temveč film o junaku, ki mu manjka tovarištva, film o junaku, ki ni več spoštovan."
"Marcel Štefančič, jr.",Marcel Štefančič mlajši.
"""Srečko Lampe pika klopa ni prijavil, niti ni bil na pregledu v ambulanti Učnega centra Vrhnika.""","""Lucky Lampe dot klopa ni prijavil, niti ni bil preverjen na kliniki učnega centra Vrhnika."""
HUMANOST,sama človečnost
"Da je forma dnevnika preveč omejujoča, pokažejo njene počitnice na Tjaskem, ki se sprevržejo v napeto moro, ko jo na letališču zaprejo zaradi podtaknjenega mamila. Tu se dnevnik prelije v privlačno romaneskno čtivo. Ne po naključju. Forma romana, ki ga krasi inventivna fabula, že dva tisoč let dokazuje svojo nadvlado nad dnevniškimi zapiski, ki beležijo vsakodnevne banalnosti.","Njen dopust na Tjaškem se spremeni v nočno moro, ko jo na letališču aretirajo zaradi podtaknjene droge. Dnevnik se tukaj preliva v privlačno romaneskno branje. Ne naključno. Roman, okrašen z inventivno zgodbo, že dva tisoč let dokazuje svojo prevlado nad dnevniškimi zapisi, ki beležijo vsakdanje banalnosti."
Za obilno kosilo na Kurenu smo odšteli zmernih 4500 SIT na osebo.,Za krepko kosilo pri Kurenu smo odšteli 4500 SIT na osebo.
"Še posebej je člane društva ujezil pristop sklepanja kupčij z lokalnimi odlagališči nezaželene begunske robe. »Menimo, da mora vlada posameznim vasem itak zagotoviti vodo, elektriko in ceste!!! Žalostno je, da se spravijo to ponekod graditi samo po daj-dam sistemu, če od prebivalstva kaj potrebujejo.« Osebno se gospodu Branku ne zdi, da bi bili Slovenci preveč ksenofobični, bi se pa lahko vsekakor čim prej zbudili iz pravljice, da smo najlepši, najpametnejši in preprosto najboljši. Velik del težav naj bi izviral tudi iz dejstva, da take situacije nismo navajeni, da je za nas nekako nova. »Po mojem moramo v Sloveniji postati predvsem precej nestrpni do nestrpnežev.«","""Verjamemo, da mora vlada zagotoviti vodo za posamezne vasi, elektriko in ceste! Žalostno je, da je na nekaterih mestih to treba zgraditi le po da-dam sistemu, če potrebujejo kaj od prebivalstva. ""Osebno, gospod Branko ne misli, da bi bili Slovenci preveč ksenofobični, vendar bi se zagotovo lahko prebudili iz pravljice v najkrajšem možnem času, da smo najlepši, najpametnejši in preprosto najboljši. Velik del težav bi moral izhajati tudi iz dejstva, da takšnega položaja nismo vajeni, da je za nas nekako nov."" Po mojem mnenju moramo postati precej nestrpni do nestrpnih ljudi v Sloveniji. """
"Od podmladkov se je najbolj glasno slišalo Mladi forum ZLSD, ki obtožuje predsednika države, predsednika vlade, ljubljanskega nadškofa, ljubljansko županjo, medije, civilno družbo, politične stranke in celotno prebivalstvo vključno s samimi sabo, ker svojega privilegija sreče in miru nismo sposobni deliti z drugimi. Jernej Brvar, predsednik programskega sveta, je po telefonu elaboriral takole: »Najbolj nas moti, da so mediji odigrali tako napačno vlogo, saj v svojih poročilih praviloma niso omenjali samih vzrokov za tako velik porast številke prebežnikov. Dejstvo je, da Slovenija na tak razvoj dogodkov ni bila pripravljena, prek medijev pa smo slišali samo o gromozanskem številu prebežnikov in o kriminalu ter boleznih: to je po svoje razumljivo pri mnogih vzbudilo močna občutja ksenofobije.« Kratkoročno bi bilo po mnenju mladih proletarcev treba nemudoma ustvariti primeren azilantski dom, dolgoročno pa je rešitev povezana z večjim odmerkom financ. »Umikanje centrov v neurbana območja zadeve ne bo rešilo, saj ne bo z ničimer prispevalo k integraciji teh ljudi v družbo. Na ta način bi jih samo umaknili z oči.«","Najbolj odmeven med mladimi je bil Mladni forum ZLSD, ki obtožuje predsednika države, predsednika vlade, ljubljanskega nadškofa, ljubljanskega župana, medije, civilno družbo, politične stranke in celotno prebivalstvo, vključno z njimi samimi, da ne moremo deliti svojega privilegija do sreče in miru z drugimi. Jernej Brvar, predsednik programskega sveta, je na telefonu razdelal: ""Najbolj moti nas, da so mediji odigrali tako napačno vlogo, saj v svojih poročilih običajno niso omenjali razlogov za takšen razvoj. Dejstvo je, da Slovenija ni bila pripravljena na takšen razvoj, vendar smo prek medijev slišali le o ogromnem številu beguncev in o kaznivih dejanjih, ter o boleznih, to je razumljivo vzbudilo močne občutke ksenofobije:. ""Kratkoročno je po mnenju mladih proletarcev treba takoj ustvariti ustrezen azilni dom, dolgoročno pa je rešitev povezana z večjo dozo financ."" Umik centrov v neurbana območja ne bo rešil zadeve, saj ne bo na noben način prispeval k integraciji teh ljudi v družbo, kar bi jih samo umaknilo izpred naših oči. """
Filmski sklad odtegnil študentom 15 milijonov,Filmski sklad ustavi 15 milijonov dolarjev od študentov
"IZJ Bivši premier ANDREJ BAJUK, v Ampak, o svoji politični opciji.",nekdanji ministrski predsednik Andrej Bayuk v But o svoji politični opciji.
"IZJ Županja VIKA POTOČNIK, v glasilu Ljubljana, o melodiji.","Župan Mestne občine Ljubljana, o melodiji."
"IZJ Kmetijski minister FRANCI BUT, v Večeru, finančniku Tonetu Ropu.","IZJ kmetijski minister FRANCI BUT, v Večeru finančnik Tone Rop."
Pomladniki z dvojnimi merili,Vzmetne rastline z dvojnimi standardi
Psom in odvisnikom vstop prepovedan,Psi in odvisniki prepovedani
Foto Denis Sarkić,Fotografija Denis Sarkić
Vikini odloki denar za Holding,Vikini naročil denar za Holding
Nočni servis,Nočna strežba center
Brez nadzora ,Brez nadzora
Kdo nadzira delovanje vlade?,Kdo upravlja z vlado?
