original,paraphrase
"Majda: »Skrbim za družino, da jo razveselim z dobrim kosilom. Najdem pa tudi čas, da se večkrat v tednu dopoldne peš odpravim v mesto.«","Majda: ""skrbim za svojo družino, da jih razveselim z dobrim kosilom, najdem pa tudi čas, da se večkrat na teden zjutraj sprehodim do mesta."""
Iztok Žgank: ,Iztok Žgank:
»Je ravnopravšnje. Sem zadovoljen. Tudi jaz rad hodim v kino. Poleti se rad kopam na bazenu.«,"""popoln je. zadovoljen sem. rad grem tudi v kino. poleti se rad kopam v bazenu."""
"Albuma sta naletela na zelo dober odmev. Prvi album z naslovom 1, je izšel maja 99, drugi Dvign' me gor pa smo snemali v Studiu RSL Novo mesto poleti 2000, izšel pa je decembra istega leta.","Prvi album z naslovom 1 je izšel maja leta 99, drugi ""Ljin 'me gor ""pa je bil posnet v Studiu RSL Novo mesto poleti leta 2000 in je izšel decembra istega leta."
"Posneli smo štiri spote, od tega tri za prvi album in enega za drugi. Prvi singl z naslovom Jaz ne je režiral Klemen Dvornik, najbolj uspešen spot Prepozno je, pa je režiral Ven Jemeršič.","Posneli smo štiri videospote, tri za prvi album in enega za drugim. Prvi singel z naslovom Jaz ne je režiral Klemen Dvornik, najuspešnejši video Prezno je je režiral Ven Jemeršič."
V soboto ste igrali tudi na Pivu in cvetje v Laškem. Kakšna se vam zdi štajerska publika?,"V soboto ste v Laškem zaigrali tudi pivo in cvetje, kaj si mislite o štajerski publiki?"
Divji kojoti za zadnjem albumu Dvign' me gor,"Divje kojote za najnovejši album ""Lift me up"""
------konec okvirčka ,Konec slike (frame)
Računalniška delavnica MS Word,Računalniška delavnica MS Word
Mladinski center Celje ob 9. uri,Mladinski center Celje ob 9. uri
"Stalne razstave: Živeti v Celju, Slovenska zobozdravstvena zbirka","Stalne razstave: Življenje v Celju, Slovenska stomatološka zbirka"
"Osameli kras v porečju Savinje. Razstava, avla II. nadstropja knjižnice na Muzejskem trgu. Na ogled do 10. Septembra. Avtorji domoznanski oddelek knjižnice in Jamarski klub Črni galeb Prebold. ","Izolirani kras v porečju reke Savinje. Razstava, preddverje drugega nadstropja knjižnice na Muzejskem trgu. Na ogled do 10. septembra."
Lokalna turistična organizacija,Lokalna turistična organizacija
Režija: Christophe Gans,Režiserji: Christophe Gans
Union: Evolucija ob 18.00 ,: Razvoj Unije ob 18.00
15 minut slave ob 20.00 ,15 minut slave na 20: 00
Mali Union: Njeni tastari ob 18.30,Little Union: Njeni starši ob 18.30
Poletni kino: 15 minut slave ob 22.00,: Poletni kino 15 minut slave ob 22.00
KRIŽANKA ŠT. 27,Križarjenje z ladjo 27.
"Počitniške romance? Seveda so romantične, vendar ne trajajo dolgo in jih po dopustu zlahka pozabiš. Doživela sicer še nisem nobene, saj bi mi starši verjetno težili, če bi jim povedala.","Praznične romance? Seveda so romantične, vendar ne trajajo dolgo in jih lahko zlahka pozabite po počitnicah. Nisem jih še doživel, saj bi bili moji starši verjetno nadležni, če bi jim povedal."
"Meta Skuk, maturantka","Meta Skuk, srednja šola"
"Sedemnajstletna Anja Brence, tretji letnik gostinske šole. Zelo seksi majčka, lepe noge in vroče mini krilce.","Sedemnajstletna Anja Brence, tretje leto gostinske šole, zelo seksi majica, lepe noge in vroča mini krila."
Kaj je,Kaj je to?
"»Stari, gremo se cilat.« Prevod: »Prijatelj moj dragi, oprosti, toda zdi se mi, da si zgešil ulico svojega dekleta.«","""stari, tukaj imamo."" prevod: ""moj dragi prijatelj, oprosti, ampak mislim, da si zgrešil ulico svojega dekleta."""
"Celjska dekleta so nam zaupala, da sta mladeniča na sliki prava mačota, pri katerih jim je najbolj všeč njuna atraktivna mokra frizura, ki ju dela še bolj privlačna.","Celjski dekleti sta nam povedali, da sta mlada moška na sliki prava mačota, ki jima je najbolj všeč privlačna mokra frizura, zaradi česar sta še bolj atraktivna."
Čedomir Fabjan,Predsednik Fabjan
Iztok Uranjek,"Iztok Uranjek, Slovenija"
Aleksander Grobelšek,Aleksander Grobelšek
"Poslovni prostor v I. nadstropju Rimljanke v centru Celja v izmeri 23 m2 dajemo v najem. Grafika Gracer, Lava 7b, Celje, telefon: 545 26 66","Poslovni prostori v prvem nadstropju rimske ženske v centru Celja, velikosti 23 m2, so na voljo za najem .Gracer, Lava 7b, Celje, telefon: 545 26 66"
Nova stanovanja so naprodaj različnih velikosti na Mestnem trgu v Slovenskih Konjicah. Telefon: 041 407 148,Na Mestnem trgu v Slovenskih Konjicah so naprodaj nova stanovanja različnih velikosti. Telefon: 041 407 148
"Zbiralko Bourg format 35,6 x 52 cm z 22 postajami in izlagalnim aparatom, prodamo. Grafika Gracer, Lava 7b, Celje, telefon: 545 26 66.","zbirka Bourgov v formatu 35,6 x 52 cm z 22 postajami in nakladalno napravo, naprodaj .Grafika Gracer, Lava 7b, Celje, telefon: 545 26 66."
"Čistilni stroj za kemično čistilnico, ugodno prodam. Telefon: 570 82 62","Stroj za kemično čiščenje, prodam poceni. Telefon: 570 82 62"
"Stanislav Čoh iz Celja, 57 let","Stanislav Čoh iz Celja, 57 let"
"Marija Travner opravlja delo medicinske sestre že 33 let. Sprva je želela študirati medicino, a ji takratno finančno stanje tega ni dopuščalo. Prav vedno prisotna interakcija z ljudmi pa je bila ena izmed pomembnejših razlogov, zakaj se je naposled odločila za ta poklic. Svoje odločitve ni nikoli obžalovala. »Če bi imela priložnost še enkrat izbirati, bi zagotovo izbrala isto,« je prepričljivo dodala.","Marija Travner dela kot medicinska sestra že 33 let. Sprva si je želela študirati medicino, vendar ji takrat finančno stanje tega ni dopuščalo. Vedno prisotna interakcija z ljudmi je bila eden glavnih razlogov, da se je končno odločila za ta poklic. Nikoli ni obžalovala svoje odločitve. ""Če bi se še enkrat odločila, bi zagotovo izbrala isto,"" je prepričljivo dodala."
Kavbvoj sredi mesta,Srednji del mesta
Nove luči,Nove luči
Glasbeniki so očarali Celjane.,Celjane so očarali glasbeniki.
"Center za rehabilitacijo invalidov Celje (CRI) je uspešno zaključil še eno akcijo zbiranja prostovoljnih prispevkov in dekletu po imenu Darinka omogočil operacijo na očeh. Zdravniški poseg je v celoti uspel, Darinka pa bo lahko svojo visoko izobrazbo, ki jo je pridobila kot praktično slepa oseba, v naslednjih mesecih udejanjila v ustrezni zaposlitvi. Center za rehabilitacijo invalidov se skupaj z Darinko iskreno zahvaljuje vsem donatorjem tega dobrega dela. Zaposleni v Centru za rehabilitacijo invalidov Celje pa so 12 julija 2001 preko zaključenega notranjega odkupa postali večinski lastniki podjetja s skoraj 70 odstotnim deležem. V zadnjih štirih letih so iz dela plač, regresov za letni dopust in dodatnega zbiranja gotovine odkupili za več kot 20 milijonov tolarjev deležev in na ta način dosegli dva cilja. Prvič, ohranili so vseh 91 delovnih mest, in drugič, omogočili so izvajanje rehabilitacijskih storitev za preko 200 invalidnih oseb letno. Povedano drugače, Center za rehabilitacijo invalidov gre torej naprej. (IG)","Center za rehabilitacijo invalidov Celje (CRI) je uspešno zaključil še eno akcijo zbiranja prostovoljnih prispevkov in deklici po imenu Darinka omogočil operacijo na očeh. Zdravniški postopek je bil v celoti uspešen in Darinka bo lahko svojo visoko izobrazbo, ki jo je pridobila kot praktično slepa oseba, v naslednjih mesecih izvedla v ustrezno zaposlitev. Center za rehabilitacijo invalidov se skupaj z Darinko iskreno zahvaljuje vsem donatorjem za dobro opravljeno delo. Dne 12. julija 2001 so zaposleni v Centru za rehabilitacijo invalidov Celje postali večinski lastniki podjetja V zadnjih štirih letih so del plač, regres za letni dopust in dodatna denarna sredstva vnovčili za več kot 20 milijonov tolarjev, s čimer so dosegli dva cilja. Prvič, ohranili so vseh 91 delovnih mest, in drugič, omogočili so izvajanje rehabilitacijskih storitev za več kot 200 invalidov na leto. Z drugimi besedami, Center za rehabilitacijo invalidov napreduje."
Kje bomo zidali in kje kmetovali,Kje lahko rastejo in kje rastejo
Metla dala novo igrišče ,Novo igrišče je ustvarjeno
"Celjanka Vilma Mavrič, dolga leta zdravstvena delavka, zadnjih nekaj let amaterska slikarka, službuje na ortoptiki celjske bolnice. Poznajo jo mnoge generacije staršev in otrok, ki imajo težave z vidom. Prav zaradi tega problema sem se srečala z njo že pred štiriindvajsetimi leti. ","Celjanka Vilma Mavrič, ki je že vrsto let zdravstvena delavka, je zadnjih nekaj let ljubiteljska slikarka in je delala pri ortoptiki v celjski bolnišnici, poznajo jo številne generacije staršev in otrok, ki imajo težave z vidom."
Piše: Ljudmila Conradi,Scenarij: napisala Ljudmila Conradi
Tega se ne da povedati. Tako dobro in fino je. Polno življenja in ljubezni. Otroku lahko daš nekaj svojega. To je najlepše.,"To je tako dobro in tako lep, tako poln življenja in ljubezni, in lahko daš svojemu otroku nekaj svojega."
"Smejala bi se, ker po eni strani bi mi bilo všeč, po drugi pa bi vprašala zakaj.","smejal bi se, ker bi mi bilo po eni strani to všeč, po drugi strani pa bi vprašal, zakaj."
"Tomaža Meriča, 26 letnega optika iz Velenja, dobra volja in nasmeh na obrazu spremljata vsak dan.","Tomaž Merič, 26 - letni optik iz Velenja, je vsak dan dobre volje in z nasmehom na obrazu."
• Kako dolgo že delate kot optik in kaj vas je navdušilo za ta poklic?,Kako dolgo že delate kot optik in kaj vas je navdihnilo za opravljanje tega poklica?
Radarji,Radarska oprema
Novi projekti,Novi projekti
Nov športni park,Nov športni park
"»Denarja je 10 krat premalo,« je svoj govor začel Jože Smodila iz Komunalne direkcije Celje in potem razložil, da Šmartinsko jezero urejajo na vsake 14 dni. Povedal je tudi, da so že naročili projekt sanacije in nabavili čistilne naprave za kanalizacijo, ter da se bodo zavzemali za dejstvo, da bodo otroke naučili pravilnega ravnanja z odpadki. »Dali jim bomo tolar za prinešeno baterijo in šest tolarjev za kilogram papirja,« je še dejal Smodila.","""Denar je 10-krat premalo "", je svoj nagovor začel Jože Smodila s celjske občinske uprave in pojasnil, da Šmartinsko jezero urejajo vsakih 14 dni. Povedal je tudi, da so že naročili projekt sanacije in kupili čistilne naprave, ter da se bodo zavzemali za to, da bodo otroke naučili pravilnega ravnanja z odpadki."" Dali jim bomo tolar za prineseno baterijo in šest tolarjev za kilogram papirja, ""je dodal Smodila."
"Dva, ki sta trdila, da se nikakor ne moreta znajti na zadnji strani Celjana, obveščamo, da sta se, pa čeprav nista zagrešila nič pikantnega. ","Dva, ki sta trdila, da se nista mogla znajti na hrbtišču Celja, vas obveščamo, da sta, čeprav nista storila nič pikantnega."
"Podmladek stranke Nova Slovenija je bil pod geslom ""prihodnost je naša"" ustanovljen v Ljubljani aprila letos. Ob ustanovitvi Mlade Slovenije je bila dana tudi pobuda za ustanovitev regijskih odborov strankinega podmladka. Celjski odbor M.Si je tako ustanovljen celo pred regijskim odborom matične stranke, ta ima sicer v Celju že svoj mestni odbor, ki mu predseduje Janez Lampret. Med kakšnimi štiridesetimi udeleženci ustanovnega zbora smo opazili tudi Marijo Tisovic in Janeza Drobniča, poslanca N. Si v Državnem zboru. Z ustanovitvijo regijskega odbora se želijo mladi člani stranke vključiti v ustvarjanje sodobne družbe, takšne ki bo človeku zagotavljala socialno pravičnost, pravno državo, demokracijo, njim mladim pa zanesljivo prihodnost. Zato je njihov namen vključevanje na področje javnega in političnega življenja v širši celjski regiji, pod motom ""beseda velja"". Tako po besedah organizatorice zbora in novoizvoljene glavne sekretarke odbora Mateje Mikša. Člani ustanovnega zbora so za svojo predsednico izvolili Terezijo Trupi, absolventko Ljubljanske FDV iz Zagorja pri Lesičnem. Ustanovitev odbora je pozdravil tudi predsednik Mlade Slovenije, Jernej Pavlin, ki je predstavil dosedanjo dejavnost podmladka, pri čemer je izpostavil njihovo aktivno sodelovanje v ""boju"" proti noveli zakona o umetnem oplojevanju in zahtevo po odstopu ministra za zdravstvo vsled ""referendumske nezaupnice"". Če lahko sodimo po entuzijazmu ustanoviteljev in takojšnji pobudi za ustanovitev ""sindikata gledalcev"" ter bojkota plačevanja rtv naročnine, zaradi domnevno neobjektivnega poročanja nacionalke, potem se Celju obeta zelo dejaven odbor Mlade Nove Slovenije. (RŠ)","Pod sloganom ""Prihodnost je naša"" je bilo aprila letos v Ljubljani ustanovljeno mladinsko krilo stranke Nova Slovenija. Ob ustanovitvi Mlade Slovenije je bila podana tudi pobuda za ustanovitev regionalnih odborov za mladino stranke. Celjski odbor je bil tako ustanovljen še pred regionalnim odborom matične stranke, ki že ima svoj mestni odbor v Celju, predsedoval pa mu je Janez Lampret. Med približno štiridesetimi udeleženci ustanovne skupščine smo v Državnem zboru opazili tudi Marijo Tisović in Janeza Drobniča, poslanca N. Si. Z ustanovitvijo regijskega odbora želijo biti mladi člani stranke vključeni v oblikovanje sodobne družbe, ki bo zagotavljala socialno pravičnost, pravno državo, demokracijo in varno prihodnost mladih. Zato je njihov namen, da se vključijo v sfero javnega in političnega življenja na širšem celjskem območju, pod geslom ""velja beseda"". Po besedah skupščine in novoizvoljene generalne sekretarke odbora Mateje Mikše. Ustanovitev odbora je pozdravila tudi predsednica Mlade Slovenije Jernej Pavlin, ki je predstavila dosedanje dejavnosti mladih in poudarila njihovo aktivno sodelovanje v ""boju"" proti noveli zakona o umetni oploditvi in zahtevi za odstop ministra za zdravje po glasovanju o nezaupnici ""referendum"". Če lahko sodimo po entuziazmu ustanoviteljev in takojšni iniciativi za ustanovitev ""sindikata gledalcev"" in bojkotu plačevanja honorarja, zaradi domnevno nepristranskega nacionalnega poročanja, potem se Celje veseli, da bo (RŠ)"
Pišeta: Gorazd Babič in Iztok Gartner ,: napisala Gorazd Babič in Iztok Gartner
"Navadni modemi postajajo dandanes za marsikoga, ki mu pomeni internet kaj več kot le pregledovanje elektronske pošte, prepočasni. V zadnjem letu ali dveh je svetovni splet namreč postal pravi raj za nadobudne uporabnike, ki vsakodnevno brskajo za novimi uporabnimi programi, igrami, glasbenimi datotekami in mi. Ti pa dosegajo »velikosti«, ki so praktično in cenovno za marsikoga zaradi premalo močnega navadnega modema praktično nedosegljivi. ","Navadni modemi danes postajajo prepočasni za mnoge, ki jim je za internet mar več kot le za ogled elektronske pošte. V zadnjem letu ali dveh je svetovni splet postal raj za nadobudne uporabnike, ki dnevno brskajo po novih uporabnih programih, igrah, glasbenih datotekah in nas. Te dosegajo ""velikosti "", ki so praktično in cenovno dostopne za mnoge ljudi zaradi pomanjkanja moči navadnega modema."
Elektro Turnešek bo povozil čas,Moč bo tekla skozi čas
625 taekwon-doistov iz 52 držav za svetovne naslove v vročem Riminiju,625 taekwon-doistov iz 52 držav za naslove svetovnih prvakov v vročem Riminiju
"Gregor Pohajač, dijak","Gregor Pohjač, študent"
"Tadeja Falnoga, diplomirana ekonomistka","Tadeja Falnoga, diplomirana ekonomistka"
"Kam bi dal, kje bi vzel ","Kam se odpraviti, kam se odpraviti"
"Glavni predstavnik metilksantinov je kofein, v to skupino pa sodijo še teofilin in teobromin. Glede na statistične podatke porabe živil, ki vsebujejo kofein, se ga 75 odstotkov vnaša v organizem s kavo, 15 odstotkov pa s kakavom in različnimi kola napitki. Od 80 do 85 odstotkov populacije nad 18 letom starosti uživa vsakodnevno kofein v svoji prehrani. Strokovnjaki menijo, da se pri otrocih starih od 5 do 15 let vnaša z različnimi kola napitki 25 odstotkov celotnega kofeina (ostanek s čokolado in kakavom).","Kofein je glavni predstavnik metilksantinov, ki vključuje teofilin in teobromin. Po statističnih podatkih o porabi živil, ki vsebujejo kofein, se 75% kofeina porabi s kavo, 15% pa s kakavom in različnimi pijačami kola. Med 80 in 85% prebivalstva, starejšega od 18 let, dnevno uživa kofein. Strokovnjaki ocenjujejo, da se pri otrocih, starih od 5 do 15 let, 25% celotnega kofeina (ostalo s čokolado in kakavom) porabi z različnimi pijačami kola."
20. julij ,"20. julija,"
1895 v dunajskem parlamentu je bila sprejeta proračunska postavka za ustanovitev slovensko-nemških vzporednic na celjski gimnaziji ,Dunajski parlament je leta 1895 sprejel proračunsko postavko za vzpostavitev slovensko-nemških vzporednic na Gimnaziji Celje.
22. julija ,22. julij
"To je bil čas kraljeve diktature (1929-1935), ki je Celje osrečil tudi s številčnim prestopanjem iz rimokatolištva v pravoslavje. Za prestop so se odločali predvem najzagrizenejši predstavniki režima v mestu in okolici, ""po duši"" unitaristi, in tisti državni uradniki, ki so imeli za predstojnike zagovornike tovrstnega početja. Seveda je bilo treba omenjeni ritual podkrepiti z rednim obiskovanjem dolgih pravoslavnih obredov, in seveda novico o prestopu obvezno objaviti v Novi dobi, podobno kot so to počeli celjski Nemci pred prvo svetovno vojno, ko so v gibanju ""Los von Rom"" množično prehajali v protestantizem. Po oceni je imela celjska pravoslavna občina (brez vštetega vojaštva) leta 1935 okrog 1.100 članov. ","To je bil čas kraljevske diktature (1929-1935), ki je razveselil tudi Celje s številnimi spremembami iz rimokatoliške v pravoslavno. Prenos so odločili najvidnejši predstavniki režima v mestu in njegovi okolici, ""unitarji"" po duši in tisti državni uradniki, ki so imeli svoje nadrejene za zagovornike takšnih praks. Seveda je moral biti omenjeni obred podprt z rednim obiskovanjem dolgih pravoslavnih obredov in seveda je morala biti novica o prenosu objavljena v New Age, tako kot so to storili celjski Nemci pred prvo svetovno vojno, ko je gibanje ""Los Rom von"" prešlo v militarizem. Po oceni je celjska pravoslavna občina (brez vključitve dolgega pravoslavnega prebivalstva) leta 1935 imela približno 1.100 članov."
Pripravil:,: Pripravite se
