original,paraphrase
"RADOVLJICA Direktor Urada za preprečevanje korupcije Boštjan Penko v odgovoru poslancu državnega zbora in radovljiškemu občinskemu svetniku Bogomirju Vnučcu (SMS) pravi, da trgovanje z imenovanji na javne funkcije, kot se dogaja na občini Radovljica, ni le neetično in protizakonito, pač pa celo protiustavno.","RADOVLJICA Direktor Urada za preprečevanje korupcije Boštjan Penko v odzivu na poslanca državnega zbora in radovljiškega občinskega svetnika Bogomirja Vnučeca (SMS) pravi, da trgovanje z imenovanji na javne funkcije, kot se dogaja v radovljiški občini, ni le neetično in nezakonito, ampak celo neustavno."
"Na kupčkanje s kadrovskimi rešitvami pa se je pred kratkim obesil radovljiški svetnik in poslanec v državnem zboru Bogomir Vnučec, ki je na Urad za preprečevanje korupcije naslovil prošnjo za mnenje o radovljiškem iskanju novega direktorja občinske uprave.","pred kratkim se je radovljiški svetnik in poslanec državnega zbora Bogomir Vnučec, ki je na Urad za preprečevanje korupcije poslal zahtevo za mnenje o radovljiškem iskanju novega direktorja občinske uprave, obešal na kupčijo z kadrovskimi rešitvami."
"Pozivam vas, da kot prvi, ki ste poklicani za zakonito in pošteno ravnanje v občinski upravi, dosledno upoštevate predpise in se po njih ravnate, je napotek Bogomirja Vnučca.","pozivam vas, da je prvi, ki se imenuje, da deluje na zakonit in pošten način v občinski upravi, strogo spoštovati in upoštevati predpise, je navodilo Bogomir Vnučec."
"CELJE Država je leta 1999 sprejela zakon o spodbujanju regionalnega razvoja, s katerim naj bi zmanjšala razvojne razlike v slovenskih regijah in s sistemom spodbud omogočila enakomernejši razvoj vseh delov Slovenije.","CELJE Leta 1999 je država sprejela Zakon o spodbujanju regionalnega razvoja, ki je namenjen zmanjševanju razvojnih razlik v slovenskih regijah in omogočanju bolj enakopravnega razvoja vseh delov Slovenije s sistemom regionalnega razvoja."
"Državi namreč v vseh teh letih ni uspelo zbrati odstotka BDP dodatnih sredstev na leto, gre za 50 milijard tolarjev, ki jih je zakon predvidel kot dodatne neposredne spodbude za gospodarsko oživljanje manj razvitih regij. Savinjski regiji je denimo v proračunu za leto 2003 namenila komaj 440 milijonov tolarjev razvojne pomoči, kar je bistveno premalo.","V vseh teh letih državi ni uspelo zbrati odstotka BDP v dodatnih sredstvih na leto, tistih 50 milijard tolarjev, ki jih zakon predvideva kot dodatne neposredne spodbude za oživitev gospodarstva manj razvitih regij. Tako je bilo na primer v proračunu za leto 2003 Savinjski regiji dodeljenih le 440 milijonov SIT, kar je bistveno premalo."
"Regija je letos ministrstvu za gospodarstvo predlagala deset projektov, s tem denarjem pa bo lahko poskrbela le za pripravo projektne, lokacijske in investicijske dejavnosti.","Letos je regija Ministrstvu za gospodarstvo predlagala deset projektov, s tem denarjem pa bo lahko pripravila le projektne, lokacijske in investicijske aktivnosti."
Učne delavnice za uporabno znanje,Učne delavnice za uporabno znanje
"LJUBLJANA Ministrstvo za zdravje je pred dnevi javnemu podjetju VO-KA izdalo petmesečno dovoljenje za prekoračenje nekaterih parametrov (količin) pesticidov, ki se občasno pojavijo v pitni vodi. Po evropskih merilih, ki so začela veljati v začetku leta, je namreč dovoljena meja 0.1 mikrograma pesticida na liter vode, znano pa je, da je ta meja v nekaterih vodarnah (zlasti v Hrastju) občasno prekoračena.","Ljubljana Ministrstvo za zdravje je pred dnevi javnemu podjetju VO-KA izdalo petletno dovoljenje za preseganje določenih parametrov (glede na količine) pesticidov, ki se občasno pojavljajo v pitni vodi. Po evropskih kriterijih, ki so začeli veljati na začetku leta, je dovoljena meja 0,1 mikrograma pesticida na liter vode, vendar je znano, da je ta meja občasno presežena v nekaterih vodovodih (predvsem v Hrastju)."
"Sanacijski program po besedah Petra Šturma, namestnika direktorja VO-KA, že izvajajo. V najbolj problematični vodarni Hrastje zmanjšujejo črpanje iz ogroženih vodnjakov. Nov režim črpanja vode pa jim bo, kot pravi Jurij Kus, vodja službe za nadzor in kakovost vode pri VO-KA, uspelo vzpostaviti približno v mesecu dni. Vodnjakov, ki so obremenjeni z večjimi vsebnostmi pesticidov, kot je to dovoljeno, zaradi normalne vzpostavitve vodnega režima ne bodo izključevali, pač pa usmerili neposredno v kanalizacijski sistem. Hkrati pa v Hrastju že poteka raziskovanje vode v novi vrtini, ki je globlja od sedanje, saj upajo, da bo voda v nižjih plasteh manj onesnažena. Veliko bomo lahko pridobili tudi z obnovo cevovoda LjubljanaBrest, saj je voda v tem vodonosniku zelo kakovostna. Letos tako načrtujemo dokončanje že začetega dela obnove, kdaj pa bo obnova cevovoda dokončno končana, pa je odvisno od finančnih sredstev, pravi Šturm.","Po besedah Petra Šturma, namestnika direktorja VO-KA, se je sanacijski program že začel izvajati. V najbolj problematičnem vodovodnem objektu v Hrastju zmanjšujejo črpanje vode iz ogroženih vodnjakov. Po besedah Jurija Kusa, vodje oddelka za nadzor in kakovost voda v VO-KA, pa bodo lahko v približno enem mesecu postavili vrtine. Vrtine, ki so obremenjene z večjo vsebnostjo pesticidov, kot je dovoljeno, ne bodo izključene zaradi normalne vzpostavitve vodnega režima, ampak bodo usmerjene neposredno v kanalizacijski sistem. Hkrati pa v Hrastju že potekajo raziskave v novem vodnjaku, ki je globlji od sedanjega, saj upajo, da bo voda v spodnjih plasteh manj onesnažena. Veliko bomo pridobili tudi z obnovo vodovoda LjubljanaBrest, ker je že načrtovana za obnovo kakovosti tega cevovoda."
"Ministrstvo je VO-KA v okviru sanacijskega načrta naložilo tudi povečan obseg nadzora pitne vode. Za zdaj še ni znano, ali ga bodo lahko izvajali v okviru internega nadzora ali bo zanje to opravljal zunanji izvajalec. V okviru nadzora, ki ga opravljajo zdaj, pa v vodarni Hrastje ni zaznati povečane vsebnosti pesticidov, pravi Kus. Tudi razgradni produkti herbicida casaron G ne naraščajo več. (mč","Ministrstvo je v okviru sanacijskega načrta tudi naložilo VO-KA, da poveča obseg nadzora nad pitno vodo. Ali se bo ta izvajal v okviru notranjega nadzora ali pa ga bo izvajal zunanji izvajalec, še ni znano. V okviru nadzora, ki ga trenutno izvajajo, se vsebnost pesticidov v vodnem obratu Hrastje ne povečuje, pravi Kus. Tudi razgradni produkti herbicida casaron G se ne povečujejo več."
"Sveče in sneg s streh po naročilu odstranjujejo tudi delavci Gasilske brigade Ljubljana. Ker je brigada namenjena predvsem reševanju, v glavnem posredujemo v primerih, ko višina stavbe presega 30 metrov ali ko je Javna razsvetljava zasedena, so pojasnili pri Gasilski brigadi Ljubljana. Za uro čiščenja zaračunajo okoli 30 tisočakov, saj stane vozilo 25.000 tolarjev, zaračunajo pa še stroške za delavce in kilometrino. (tim)","Ker je brigada namenjena predvsem za reševanje, jo uporabljajo predvsem v primerih, ko višina objekta preseže 30 metrov ali ko je zasedena Javna razsvetljava, je pojasnila Gasilska brigada Ljubljana. Za uro čiščenja računajo okoli 30 tisoč, saj vozilo stane 25.000 tolarjev, zaračunavajo pa tudi stroške za delavce in kilometrino."
Ne načrtujejo nove prodajalne,Ne načrtujte nove trgovine
"K. U. iz Ljubljane sprašuje, ali Mercator v bližnji prihodnosti načrtuje izgradnjo kakšne večje prodajalne v Zalogu. Ta, ki jo imajo zdaj, si skoraj ne zasluži imena te trgovine. Kot vem, obstaja neki prostor, ki je predviden za trgovinsko dejavnost.","K. U. iz Ljubljane sprašuje, ali Mercator v kratkem namerava v Zalogu zgraditi večjo trgovino, ki si je zdaj komaj zasluži ime te trgovine. Kot vem, je v načrtu prostor za trgovsko dejavnost."
Leseno kolo z Ljubljanskega barja velja za zdaj za najstarejše na svetu,Leseno kolo z Ljubljanskega barja velja za najstarejše kolo na svetu
"LJUBLJANA Dunajski strokovnjaki za radioogljikovo datiranje so sredi februarja potrdili, da je leseno kolo z osjo, ki ga je lani odkrila terenska ekipa pod vodstvom arheologa dr. Antona Veluščka na Stari gmajni pri Verdu na jugozahodnem Barju, zanesljivo najstarejše od vseh doslej znanih prazgodovinskih koles v Evropi. Morda celo na svetu, je dejal dr. Anton Velušček z Inštituta za arheologijo ZRC SAZU, ki ga je skupaj z dvema drevakoma našel.","Ljubljana Dunajski strokovnjaki za radio-ogljično datiranje so sredi februarja potrdili, da je leseno kolo z osjo, ki ga je lani odkrila terenska ekipa pod vodstvom arheologa dr. Antona Veluščka na Stari gmajni pri Verdu v jugozahodnem Barju, zagotovo najstarejše znano prazgodovinsko kolo v Evropi. Morda celo na svetu, je povedal dr. Anton Velušček z Inštituta za arheologijo ZRC SAZU, ki ga je našel skupaj z dvema drevesoma."
"Med arheološkimi najdbami prevladuje siva in črna lončenina, ki je večinoma neokrašena. Kostni ostanki kažejo na razmah živinoreje, veliko je tudi lesenih najdb. Kolo so našli v izredno bogati kulturni plasti z veliko keramičnega gradiva. Še bo odkritij, nad katerimi bomo vsi strmeli, je ob koncu pogovora za Dnevnik napovedal dr. Anton Velušček.","Med arheološkimi najdbami je največ sive in črne lončenine, ki je večinoma neokrašena. Ostanki kosti kažejo na povečanje govedoreje, poleg tega pa je tudi veliko lesenih najdb. Kolo je bilo najdeno v izjemno bogati kulturni plasti z veliko keramičnega materiala. Še vedno bodo odkritja, ki jih bomo vsi strmeli, je ob koncu pogovora za Dnevnik sporočil dr. Anton Velušček"
Študentje se predstavijo,Učenci se predstavijo
Sramotilni steber,Sramotni stolpec
"Harwood doda še na odru odsotno, a še kako bistveno in resnično zgodovinsko figuro: Herberta von Karajana, takrat mladega, ambicioznega, ustrežljivega avstrijskega glasbenika, ki je komaj čakal zasesti prestižno mesto v Berlinu. Prav Karajan, ki se je kar dvakrat včlanil v nacistično stranko, naj bi starejšemu Furtwaenglerju predstavljal tisto konkurenco, zaradi katere se je odločil nastopiti pred Hitlerjem.","Harwood na oder doda odsotno, a zelo bistveno in resnično zgodovinsko osebnost: Herberta von Karajana, takrat mladega, ambicioznega, ustrežljivega avstrijskega glasbenika, ki je komaj čakal, da zasede prestižno mesto v Berlinu. Karajan, ki se je dvakrat pridružil nacistični stranki, naj bi starejšemu Furtwaenglerju predstavljal tekmovanje, za katerega se je odločil nastopiti pred Hitlerjem."
"Harwoodova drama je univerzalna igra o morali, družbi, umetnosti, njenem poslanstvu in manipulaciji. Je pa tudi rehabilitacija umetnika, do katerega je bila zgodovina krivična. Njegovi smrti je namreč v berlinski filharmoniji sledila bleščeča glasbena kariera Herberta von Karajana.","Harwoodova igra je univerzalna igra o morali, družbi, umetnosti, njenem poslanstvu in manipulaciji, je pa tudi rehabilitacija umetnika, ki mu je zgodovina naredila krivico, saj je njegovi smrti sledila briljantna glasbena kariera Herberta von Karajana v berlinski filharmoniji."
"Večina je zajtrkovala kruh in pila kavo. Prave kave niso poznali, vsaj ne pri Zupančevih, pili so le cikorijo ali knajp kavo. Marija Zupanc se še spominja vonja prve kave, ki ga je doživela pri teti. Ta je kuhala pravo kavo le ob posebnih priložnostih. Sama jo je zmlela in skuhala. Dišalo je po vsem stanovanju. Pri Eki so imeli pravo kavo kar pomni, od malega, skodelica kave po kosilu je bila tako rekoč obvezna. Po kavo so jo pošiljali v pražarno Planinšek v bližini Figovca. Imeli so tudi banane, pomaranče, mandarine, fige.","Večina jih je zajtrkovala in pila kavo. Prave kave niso poznali, vsaj pri Zupančevcu ne, pili so samo radič ali knajp kavo. Marija Zupanc se še vedno spominja vonja prve kave, ki jo je doživela pri teti. Pravo kavo je skuhala le ob posebnih priložnostih. Mletala jo je in kuhala. Dišala je po vsem stanovanju. Pri Ekiju so pili pravo kavo, ki je bila, kolikor se spomnim, iz majhne, po kosilu praktično obvezna skodelica kave. Poslali so jo v pražarno Planinšek pri Figovcu za kavo. Postregli so ji tudi banane, pomaranče, mandarine, fige."
"Rudi Zupanc pa ni imel doma drugega kot jabolka. Prvih banan in ananasa se dobro spomni. Prvič so nastopili kot orodni telovadci na tujem v Splitu že po drugi svetovni vojni, tam so jedli banane in ananas. Banana se mu je zdela dobra, ananasa pa še danes ne mara.","Rudi Zupanc pa doma ni imel drugega kot jabolka. Prve banane in ananas se zelo dobro spominja. Po drugi svetovni vojni so se prvič pojavili kot telovadci v tujini v Splitu, kjer so jedli banane in ananas. Mislil je, da je banana dobra, vendar še vedno sovraži ananas."
"Vse je zaman, Gerald. Stric je napisal oporoko pred štirimi leti. Takrat je bil zdrav. Pravzaprav...","vse je zaman, Gerald, moj stric je pred štirimi leti napisal oporoko, takrat je bil zdrav."
Gerald je z nogo dvignil stolček in ga prevrnil. Na spodnji strani je bila nalepka.,"Gerald je z nogo dvignil stol in ga prevrnil, na spodnji strani pa je bila nalepka."
"Da, videl boš, Gerald, in kar boš videl, ti ne bo ugajalo. Tukajšnji ljudje spoštujejo preteklost, tradicijo... Toda tega ne bi razumel...","Da, boste videli, Gerald, in kaj boste videli, vam ne bo všeč. Ljudje tukaj spoštujejo preteklost, tradicija... Ampak ti ne bi razumel, da..."
"Da, to lahko, toda vašega nasveta ne potrebujem... Kaj je to? Nekaj novega, Gerald se je dvignil in stopil k stolu z odlomljenim naslonjalom. Seveda, saj je tudi tukaj nalepka. B. F. Geral Bedford Forest ali Benjamin Franklin. Verjetno je on. Kaj piše...? Madeži na stolu so verjetno nastali med pisanjem dela Almanah ubogega Richarda. Kaj pravite na to? Še nekaj sem opazil. Usnjena steklenica... Nekaj je v njej. Konjak. Prav gotovo je star in dober. Stric je ljubil najboljše pijače.","Da, lahko, vendar ne potrebujem vaš nasvet... Kaj je to? Nekaj novega, Gerald vstal in odšel na stol z naslonjalom odlomljen off. Seveda, tam je tudi nalepka tukaj. B. F. Geral Bedford Forest ali Benjamin Franklin. Verjetno je. Kaj piše...? Madeži na stolu so verjetno nastala med pisanjem slabe Richard 's Almanac. Kaj pravite na to? Še ena stvar, ki sem opazil. Usnjena steklenica... Nekaj je v njem. Konjak. To je zagotovo stara in dobra. Stric ljubil najboljše pijače."
"Res? Torej ju moram še posebno spoštovati. Povejte mi še nekaj. Turner. Po razveljavljenju oporoke bom čakal še nekaj časa, da bom lahko uveljavil svoje pravice?","Povej mi nekaj drugega, Turner, po razveljavitvi oporoke, bom čakal še nekaj časa, da uveljavi svoje pravice?"
"Pozabi na to, Gerald.","Pozabi na to, Gerald."
"Najeti bom moral nekaj ljudi in dva, tri tovornjake. Naložili bomo to starino in jo odpeljali na smetišče. Predstavljam si, kako se bodo meščani zgražali, ko bodo to videli. O nekem fotelju celo trdijo, da je bil last gospe Baltimor.","najeti bomo morali nekaj ljudi in dva, tri tovornjake, naložiti to starino in jo odpeljati na smetišče. predvidevam, da bodo meščani šokirani, ko jo bodo videli. celo trdijo, da je fotelj pripadal gospe Baltimore."
"Umaknite se, Turner... Dajte mi steklenico. Na njej nekaj piše. Tega nisem prej videl: Kdor popije samo kapljico...","Spravi se mi s poti, Turner... Daj mi steklenico. Piše nekaj, kar prej nisem videl: Kdo pije samo kapljico..."
"CERKNICA V noči na petek je nekdo vlomil v gostinski lokal v Martinjaku. Ukradel je tobačne izdelke, čokolado, denarnico in avdio napravo. Lastnik lokala M. P. ima za 150.000 tolarjev škode. (sš)","Cerknica V noči na petek je nekdo vlomil v restavracijo na Martinjaku. Ukradel je tobačne izdelke, čokolado, denarnico in avdio napravo. Lastnik lokala M. P. ima za 150.000 tolarjev škode."
Tri novosti iz skupine Michelin,Nekaj novosti iz skupine Michelin
"No, a tudi ta medalja ima slabo plat, ki se ji reče potovalni računalnik, nameščen v naši testni micri s paketom opreme acenta (je tudi del opreme visia plus). Računalnik je bil namreč vse prej kot zanesljiv in ga tudi po nekajkratnem prigovarjanju nismo mogli več pognati, da bi delal tako, kot naj bi, saj se je obesil. Računalniški ljubitelji vedo, kaj to pomeni. To pa je bila, roko na srce, tudi edina napaka, ki smo jo opazili pri micri (razen če omenimo še malce prepoceni delujočo plastiko v notranjosti, posebno na vratih), zato si avtomobil mirne duše lahko prisluži še pridevnik mega.","No, tudi ta medalja ima slabo stran, ki se imenuje računalnik na vozilu nameščen v našem test micri s paketom acenta opreme (to je tudi del visia plus opreme). Računalnik je bil daleč od zanesljive in tudi po nekaj klicev, da ne bi mogli več zagnati, da deluje tako, kot je bilo predvideno, ker se je obesil. Računalniški navdušenci vedo, kaj to pomeni. To je bil, roko na srce, tudi edina napaka, ki smo jo opazili v micra (razen če omenimo malo preveč poceni plastike v notranjosti, še posebej na vratih), tako da avto mirne duše lahko zasluži pridevnik mega."
"Tehnični podatki nissan micra 1,2","Tehnični podatki nissan micra 1,2"
"poraba l/100 km 7,4/5,1/5,9",poraba l / 100 km 7.4 / 5.1 / 5.9
"Nenavadna oblika je prava popestritev na naših cestah. Posebno sprednje luči in zaobljena streha dajejo avtomobilu svež videz, zaradi visoke strehe pa je notranjost precej prostorna.","Nenavaden dizajn je vrhunec na naših cestah, še posebej žarometi in zaobljena streha dajejo avtomobilu svež videz, medtem ko visoka streha naredi notranjost precej prostorno."
"Zanimivi detajli, inteligentni ključ in poseben postopek zagona motorja so odlike tega avtomobila, vtis kvari le prepoceni delujoča plastika.","Zanimive podrobnosti, inteligentni ključ in poseben postopek zagona motorja so prednosti tega avtomobila, vtis, ki ga pokvari samo poceni delovna plastika."
Matjaž Meze svetovni prvak med Seatovimi mehaniki,Matjaž Meze svetovni prvak med mehaniki sedežev
Tudi v potniško kabino in na armaturno ploščo je oblikovalcem uspelo vnesti evropsko všečne poteze.,Oblikovalci so uspeli evropske privlačne poteze prenesti tudi v kabino in na armaturno ploščo.
"Zakaj pa nekdanji državni sekretar za telekomunikacije in član nadzornega sveta Tomaž Kalin ocenjuje, da izgubi Telekom zaradi nizkih cen Centreksa okoli pet milijard tolarjev na leto, in sicer na račun vseh drugih Telekomovih uporabnikov, ki plačujemo polne tarife?","Zakaj nekdanji državni sekretar za telekomunikacije in član nadzornega sveta Tomaž Kalin ocenjuje, da Telekom zaradi nizkih cen Centrexa na račun vseh ostalih Telekomovih uporabnikov, ki plačujejo polne tarife, na leto izgubi okoli pet milijard tolarjev?"
"Tako kot v minulih letih za nakup licence UMTS in dograditev omrežja GSM bo tudi letos Telekom dokapitaliziral Mobitel in s tem podprl izgradnjo omrežja UMTS. Trenutno ni načrtov, da bi ga dokapitaliziral kdo drug.",Telekom bo tako kot v preteklih letih za nakup licence UMTS in nadgradnjo omrežja GSM tudi letos dokapitaliziral Mobitel in tako podprl gradnjo omrežja UMTS.
