original,paraphrase
"Deset let pozneje sem opustil področje raziskovanja in se posvetil področju razvoja postopkov. Nekega delavca sem prosil, da me nauči izvesti industrijsko destilacijo v jeklenem stolpu, vodenim s samodejno krmilno napravo. Destilacija v stekleni napravi, kjer vidimo, kaj se dogaja, se razlikuje od destilacije »na slepo«, ki poteka po abstraktnih navodilih. Preden sem se poglobil v teoretične vidike avtomatizma in kemijske znanosti, sem se želel naučiti, kako se čemu streže. Ko sem prešel na področje proizvodnje, sem izkoristil priložnost ob odprtju vsake nove delavnice in delal v izmenah z drugimi delavci. Tudi pozneje sem se vedno najprej naučil, kako se kaj naredi. Naučil sem se tudi usposabljati mlade in odrasle. Ne predstavljam si, kako je mogoče voditi neko skupnost ali razpravljati o nekem problemu, če ne znamo delati. Usposabljanje je življenjsko pomembno za človeka, a čeprav se je treba učiti vse življenje, je učenje vendarle bolj prisotno v prvem delu našega življenja. ","Deset let kasneje sem zapustil raziskovalno področje in se posvetil razvoju procesov. Prosil sem enega delavca, da me nauči, kako izvajati industrijsko destilacijo v jeklenem stolpu, ki ga nadzoruje avtomatska krmilna naprava. Destilacija v steklenem stroju, kjer vidimo, kaj se dogaja, se razlikuje od slepe destilacije, ki poteka po abstraktnih navodilih. Preden se lotim teoretičnih vidikov avtomatizacije in kemijske znanosti, sem se želel naučiti, kako nekaj služiti. Ko sem se preselil na področje proizvodnje, sem izkoristil priložnost, da odprem vsako novo delavnico in delam v izmenah z drugimi delavci. Tudi kasneje sem se vedno najprej naučil, kako nekaj narediti. Prav tako sem se naučil, kako usposobiti mlade ljudi in odrasle. Ne morem si predstavljati, kako se je mogoče naučiti skupnosti ali če ne vemo, kako voditi usposabljanje v življenju. Čeprav vemo, kako je učenje prvi del življenja bolj pomemben problem."
"Usposabljanje oziroma usposabljanja so za modernega človeka pomembna še bolj kot v preteklosti. Gre seveda za inteligentna usposabljanja, kjer preprosto posnemanje ne zadošča. Učimo se tako, da sebi in drugim postavljamo vprašanja, kot so: Zakaj? Iz katerih razlogov? S kakšnim namenom? Bi lahko postopali drugače? Smo poskusili? Zakaj nam ni uspelo? Izvajanje in preizkušanje mora voditi v razmišljanje in sklepanje. ","Treningi so za sodobnega človeka še toliko bolj pomembni kot v preteklosti. To so seveda inteligentni treningi, kjer preprosto posnemanje ni dovolj. Učimo se tako, da sebi in drugim zastavljamo vprašanja, kot so: Zakaj? Zakaj?? Zakaj? Zakaj?? Zakaj bi lahko ravnali drugače? Ali smo poskusili? Zakaj nam ni uspelo Izvajanje in testiranje morata voditi v razmišljanje in razmišljanje?"
"Hkrati se mora sklepanje kazati v zamislih, v ustvarjanju novih preskusov, v nadevanju novih praktičnih rešitev. Vendar življenje zahteva, da je učenje v zelo veliki meri prisotno v mladih letih, s starostjo in zrelostjo pa se njegov delež zmanjšuje. Zdi se mi pomembno, da se mladi zavedajo potrebe, da vlagajo vase, da si izgradijo trdne temelje v prvem delu svojega poklicnega življenja. Dandanes je na trgu dela veliko odraslih, ki imajo težave, ker so hoteli kar najhitreje in za vsako ceno »unovčiti« svojo diplomo v prvi polovici svojega poklicnega življenja, namesto da bi se še naprej učili ob delu. Nevarno je napredovati prehitro in pogosto menjavati delodajalca, ne da bi si vzeli čas, da ovrednotimo učinke svojega dela. Ne smemo pozabiti, da je večina ljudi poklicno najaktivnejša nekje med 38. in 53. letom starosti. To pomeni, da je do 38. leta treba krepiti svoje izkušnje, tako da nadaljujemo z učenjem, četudi zato manj zaslužimo. Učiti se pomeni ustvarjati prihranek – v potrošniški družbi pa smo izgubili čut za varčevanje.","Hkrati se mora razmišljanje odražati v idejah, pri oblikovanju novih testov, pri uporabi novih praktičnih rešitev. Vendar pa življenje zahteva, da je učenje v mladosti zelo prisotno, njegov delež pa se zmanjšuje s starostjo in zrelostjo. Zdi se mi pomembno, da se mladi zavedajo potrebe po vlaganju vase, da zgradijo trdne temelje v prvem delu svojega poklicnega življenja. Danes je na trgu dela veliko odraslih, ki se soočajo s težavami, ker so želeli v prvi polovici svojega poklicnega življenja čim prej in za vsako ceno izplačati diplomo, ne pa nadaljevati. Nevarno je prehitro napredovati in pogosto zamenjati delodajalce, ne da bi si vzeli čas za oceno učinkov našega dela. Ne smemo pozabiti, da je večina ljudi poklicno najbolj dejavnih nekje med 38. in 53. letom starosti, kar pomeni, da moramo do 38. leta okrepiti svoje izkušnje z nadaljnjim učenjem, tudi če zaslužimo manj. Učenje pomeni ustvarjanje prihrankov - in v potrošniški družbi smo izgubili občutek za varčevanje."
"Osnovno učenje je bistvenega pomena: pripomore k temu, da se oblikuje možganski ustroj, da se ustvari določeno število osnovnih povezav, brez katerih bi bilo nadaljnje učenje težavno, če ne že nemogoče. Na začetku so potrebni predvsem ponavljanje, vzdržljivost, vztrajnost, za kar je potrebna prisotnost izobraževalcev. Začetno učenje je nehvaležno in le v majhni meri vključuje inteligenco, »učencu« pa dopušča razmeroma malo avtonomije. Potrebne je veliko ljubezni, da otroke naučimo brati, pisati, šteti, sporazumevati se, pravilno uporabljati osnovne računske operacije. Kmalu zatem je potrebno spodbuditi k delovanju inteligenco, to, da se naučimo razločevati, sklepati, izbirati, opazovati, si predstavljati. Pri tem je ključnega pomena, da takoj, ko se začne inteligenca prebujati, pride do prenosa med praktično uporabo in abstraktno predstavo.","Osnovno učenje je bistvenega pomena, da pomaga oblikovati strukturo možganov, ustvariti določeno število osnovnih povezav, brez katerih bi bilo nadaljnje učenje težko, če ne nemogoče. Na začetku, je potrebno predvsem ponoviti, vzdržljivost, vztrajnost, za katere je potrebna prisotnost vzgojiteljev. Začetno učenje je nehvaležno in le v majhni meri vključuje inteligenco, in ""študent"" omogoča relativno malo avtonomije. Potrebno je veliko ljubezni za poučevanje otrok za branje, pisanje, štetje, komuniciranje, pravilno uporabo osnovnih računalniških operacij. Kmalu po, potrebno jih je spodbujati k delovanju, učenju razlikovanja, razlikovanju, predstavljanju. Ključnega pomena je, da se inteligenca začne prebujati, pride do prenosa med praktično uporabo in abstraktno zmogljivostjo."
"Učenje zahteva aktiviranje inteligence in ji hkrati omogoča, da se razvija, kar pripomore k hitrejšemu nadaljnjemu učenju. Moderni svet zahteva prilagodljivost, sposobnost, da se naučimo novih poklicev ali da zamenjamo poklic, in tako spodbuja razvoj naše inteligence. Pogosto pa storimo napako, da ločimo razvoj teoretične inteligence od razvoja praktične inteligence, kar privede do osiromašenja tako prve kot druge. ","Učenje zahteva aktivacijo inteligence in ji hkrati omogoča, da se razvija, kar pripomore k hitrejšemu nadaljnjemu učenju. Sodobni svet zahteva fleksibilnost, sposobnost za učenje novih poklicev ali za spreminjanje poklicev, s čimer spodbuja razvoj naše inteligence. Vendar pa pogosto naredimo napako, da ločimo razvoj teoretične inteligence od razvoja praktične inteligence, kar vodi v osiromašenje obeh poklicev."
Razvoj osebnosti,Razvoj osebnosti
"Delavec je vedno izkoriščan, delodajalec pa je vedno izkoriščevalec. Ko mladega človeka pripravljamo na to, da si bo nekoč sam služil kruh, ga pravzaprav pripravljamo na suženjstvo. Sumničavi smo do vsega, kar je del usposabljanja za neki poklic, saj mladega človeka obsoja na »delavca«, ki ga bo delodajalec – torej nekdo, ki ne dela – izkoriščal.","Delavec je vedno izkoriščan in delodajalec je vedno izkoriščevalec. Ko pripravimo mladega človeka, da si bo nekega dne sam služil kruh, ga pravzaprav pripravljamo na suženjstvo. Sumimo v vse, kar je del usposabljanja za poklic, saj mladega človeka obsodi na ""delavca "", ki ga bo delodajalec - nekdo, ki ne dela - izkoriščal."
"To se zgodi, če dajemo prednost temu, da imamo, in ne temu, da smo. Človek je hkrati telo in duša, vendar je duša ustvarjena za to, da vodi telo, torej je bistvenega pomena bivanje, čeprav je »materialnost« nujno potrebna za življenje. Problem je, da moramo vedno razlikovati med nujno potrebnim in bistvenim in ne smemo zamenjevati enega z drugim, prav tako moramo razumeti, da sredstva za življenje, ki so nujno potrebna, ne nadomestijo bistvenega, torej smisla življenja. ","Človeško bitje je hkrati telo in duša, toda duša je ustvarjena, da vodi telo, zato je bivanje bistveno, čeprav je ""materialnost"" nepogrešljiva za življenje. Težava je v tem, da moramo vedno razlikovati med nepogrešljivim in bistvenim in da ne smemo enega zamenjevati z drugim. Prav tako moramo razumeti, da nepogrešljiva sredstva za življenje ne nadomeščajo bistvenega pomena življenja."
"Delo v sebi nosi življenjski smisel, ker prispeva k razvoju človeka, torej k izgradnji njegove osebnosti. Preden nam omogoči povečanje imetja, nam omogoči razvoj bitja, s čimer si povečamo možnosti za pridobitev vsaj najnujnejšega v smislu imetja. Materializem – najsibo kolektivizem ali marksizem – je zamolčal to bistveno resničnost. Protislovno je, da je s tem, ko je ljudi usmerjal k imetju na škodo bivanja, velikemu številu ljudi odvzel možnost za dostojno imetje, bodisi v tako imenovanih socialističnih državah, v različnih diktaturah tretjega sveta ali v revnih soseskah bogatih dežel. Imetje pride z razvojem bitja, in menim, da je delo neusahljiv vir človekovega razvoja. ","Delo ima sam po sebi bistven namen, saj prispeva k razvoju človeka, to je h graditvi njegove osebnosti. Preden nam omogoči, da povečamo svoje bogastvo, nam omogoča, da razvijemo svoje bitje in s tem povečamo svoje možnosti za pridobitev vsaj osnovnih stvari v smislu lastnine. Materializem - pa naj bo kolektivizem ali marksizem - je to bistveno realnost potlačil. Paradoksalno je, da je z usmerjanjem ljudi k lastnini na račun obstoja, velikemu številu ljudi odvzel priložnost za pridobitev dostojnega bogastva, bodisi v tako imenovanih socialističnih državah, v različnih diktaturah tretjega sveta ali v revnih, bogatih državah."
"Vse to potrjuje, da je delo dejavnik samostojnosti, če je organizirano v skladu s potrebami človeške narave in dandanes tudi z ekonomskimi zahtevami. Vendar je žal nedavna preteklost delavce prevečkrat omejila na vlogo izvrševalcev in jim preprečila, da bi si na področju dela pridobili svojo samostojnost. Nekateri so na srečo razvili svojo samostojnost in okrepili svojo osebnost v družinskem življenju, športu, delovanju v društvih in v političnem udejstvovanju. Le-ti se bodo hitro prilagodili spremembam, ki jim bodo omogočile, da se bodo razvili tudi na področju dela. Drugi pa so žal sprejemali pomoč od zunaj, kar ni pripomoglo k razvoju njihove osebnosti. Danes so v spreminjajočem se svetu ogroženi, razen če se skušajo potrpežljivo in vztrajno »postaviti na noge« in so pripravljeni tudi na s tem povezan stres.","Vse to potrjuje, da je delo dejavnik samostojnosti, če je organizirano v skladu s potrebami človeške narave in danes tudi z gospodarskimi zahtevami. Na žalost je nedavna preteklost prepogosto omejila delavce na vlogo izvajalcev in jim preprečila, da bi pridobili svojo avtonomijo na področju dela. Na srečo so nekateri razvili svojo avtonomijo in okrepili svojo osebnost v družinskem življenju, športu, društvenem delu in političnem udejstvovanju. Hitro se bodo prilagodili spremembam, ki jim bodo omogočile razvoj tudi na delovnem področju. Drugi so žal sprejeli pomoč od zunaj, ki ni prispevala k razvoju njihove osebnosti. Danes, v spreminjajočem se svetu, so ogroženi, razen če potrpežljivo in vztrajno ""stopijo na noge"" in so tudi pripravljeni na soočanje s povezanim stresom."
"Odgovor na drugo in tretje vprašanje je zapletenejši in zahteva iskanje informacij o ponudbi delovnih mest. Torej je naravno, da začnemo z odgovorom na prvo vprašanje. Še enkrat opozarjam, da je ključna napaka, če mislimo, da smo zato, ker imamo službo in nam ni treba pisati prošenj, lahko »gluhi in slepi«. Slavni zdravnik Knock je dejal, da je »človek, ki mu gre dobro, bolnik, ki se tega ne zaveda.« Tako je tudi nekdo, ki je zaposlen, v resnici iskalec zaposlitve, ki se tega ne zaveda. Že Sokrat je svojim učencem dejal: »Spoznajte se.« Ta nasvet je povsem aktualen v novo nastalem ekonomskem stanju. V prvem obdobju poklicnega življenja, ki mu sledi najplodnejše obdobje, se moramo postopoma bolje spoznati, ne samo glede svojih sposobnosti, ampak tudi glede svojega značaja in osebnosti. To pomeni, da odgovor na vprašanje »Kdo sem?« zahteva podvprašanja. ","Odgovor na drugo in tretje vprašanje je bolj zapletena in zahteva iskanje informacij o ponudbi za delo. Torej je naravno, da začnete z odgovorom na prvo vprašanje. Še enkrat, da je ključna napaka, da mislimo, da zato, ker imamo službo in nam ni treba pisati prijav, smo lahko ""gluhi in slepi"". Slavni zdravnik je dejal, da ""oseba, ki počne dobro, je bolnik, ki se ne zaveda tega. ""Torej, tudi nekdo, ki je zaposlen je res iskalec zaposlitve, ki se ne zaveda tega: Že Socrates je rekel svojim študentom"" Spoznajte se "". Ta nasvet je popolnoma aktualna v novo razvite gospodarske razmere. V prvem obdobju svojega poklicnega življenja, sledi najbolj plodno obdobje, moramo vedeti, da bi dobili vsak drugi človek, ki je bolje ne samo v smislu njegove osebnosti, ampak tudi odgovor na vprašanje ""Kdo pozna samega sebe."
"Kljub temu je nenavadno, da se je več kot trideset let po prvi naftni krizi mišljenje ljudi tako malo spremenilo; to se posebej nanaša na generacijo baby-boom, ki je najštevilnejša in jo najbolj prizadenejo spremembe, ki jih je prinesel nov gospodarski položaj. Ti ljudje so pogosto tudi zelo statični in najslabše pripravljeni na to, da se pogumno lotijo iskanja nove službe. Mlada generacija je pogosto bolj jasnovidna, postavlja si več vprašanj, kar je tudi prav. Upamo lahko le, da bodo tudi podjetja razumela vlogo, ki jo morajo igrati, da delavcem pomagajo najti njihov poklicni in osebnostni profil.","To je čudno, Vendar pa, da, več kot trideset let po prvi naftni krizi, razmišljanje ljudi se je tako malo spremenilo; To velja zlasti za baby-boom generacije, ki je najštevilčnejša in najbolj prizadela spremembe, ki jih prinaša nove gospodarske razmere. Ti ljudje so pogosto zelo statična in najmanj pripravljeni iti pogumno iskati novo delovno mesto. Mlada generacija je pogosto bolj jasnovidna, se sprašujejo več vprašanj, in to je tudi prav. Lahko samo upamo, da bodo podjetja tudi razumeti vlogo, ki jo imajo pri pomoči delavcem najdejo svoj poklicni in osebni profil."
"Omenimo le nekaj glavnih smernic. Najbolj očitno je verjetno naglo izginjanje delovnih mest, pri katerih gre za golo izvajanje, kjer ni potrebno razmišljanje, prevzemanje pobud, oblikovanje predlogov, dajanje informacij, opazovanje. Delavec, ki vselej opravlja enake naloge, ne da bi si pri tem postavljal vprašanja oziroma ne da bi mu drugi postavljali vprašanja, stane v Franciji veliko več kot enak delavec v manj razvitih deželah, zato se tovrstno delo seli v Severno Afriko, Azijo, Vzhodno Evropo itn. ","Najbolj očitno je verjetno hitro izginjanje delovnih mest, ki vključujejo zgolj uspešnost, kjer ni treba razmišljati, dajati pobud, dajati predlogov, dajati informacij, opazovati. Delavec, ki vedno opravlja iste naloge, ne da bi postavljal vprašanja ali ne da bi bil vprašan, stane v Franciji veliko več kot isti delavec v manj razvitih državah, zato se tovrstno delo seli v Severno Afriko, Azijo, Vzhodno Evropo itd."
"Še posebej pomembna se mi zdi tendenca, da se povečuje število delovnih mest, ki vključujejo dve različni vrsti znanj. Danes pogosto slišimo, da je pomembno znanje enega ali dveh tujih jezikov. Vendar to še ni razlog, da se naučimo samo tujih jezikov. Bolje je, če jezik, ki ga odlično obvladamo, združimo s tehniko, ki jo prav tako dobro obvladamo, npr. računovodja dobro govori angleško, vodja gradbišča špansko, trgovec s prehrambenimi izdelki japonsko itn.","še posebej pomembna se mi zdi težnja po povečanju števila delovnih mest, ki vključujejo dve različni vrsti spretnosti. danes pogosto slišimo, da je znanje enega ali dveh tujih jezikov pomembno. Vendar to ni razlog za učenje samo tujih jezikov. bolje je kombinirati jezik, ki ga obvladujemo, s tehniko, ki jo tudi dobro obvladujemo, npr. računovodja dobro govori angleško, vodja gradbišča špansko, trgovec z živili japonsko itd."
… in smo odprti za dogajanje okoli sebe. ,"odprti smo za to, kar se dogaja okoli nas."
"O tem sem spregovoril pred skupino direktorjev podjetij, srečanje pa je snemala ekipa strokovnjakov. Med odmorom je z mano načel pogovor mlad tehnik, ki mi je povedal, da je najprej delal v veliki tovarni, ki jo je po letu dni zapustil, da je pobegnil pred gotovostjo. Nato je vstopil v svet avdio-video tehnologije, kjer se sooča z veliko negotovostjo, vendar je srečnejši – ker resnično živi, je gospodar svoje usode in njegove kariere ne usmerjajo drugi. Ostati mora buden in pozoren na dogajanje okoli sebe, ugotoviti, kje se možnosti odpirajo in kje zapirajo. V primerjavi s tem, kako se je počutil v velikem industrijskem koncernu, se zdaj počuti veliko bolj živ – moderna ilustracija La Fontainove basni Le Chien et le Loup (Pes in volk).","Med odmorom mi je govoril mladi tehnik, ki mi je povedal, da je najprej delal v veliki tovarni, ki jo je po enem letu zapustil, da bi pobegnil pred gotovostjo. Potem je vstopil v svet avdio-video tehnologije, ki se sooča z veliko negotovostjo, vendar je srečnejši - ker je resnično živ, je gospodar svoje usode in njegove kariere ne usmerjajo drugi. Ostati mora buden in paziti na to, kaj se dogaja okoli njega, ugotoviti, kje se odpirajo možnosti in kje se zapirajo. V primerjavi s tem, kako se je počutil v velikem industrijskem koncernu, se zdaj počuti veliko bolj živ - sodobna ilustracija La Fontainejevega basni Le Chien et Loup (Pes in volk)."
Katera delovna mesta ustrezajo mojemu profilu?,Katera delovna mesta ustrezajo mojemu profilu?
"… postopoma razvijemo obvladovanje …,","... postopno razvijati nadzor...,"
"Ali gre za protislovje moderne dobe ali smo obsojeni na to, da neprestano začenjamo znova? Spomnimo se indoevropske ljudske modrosti, ki nas v vseh jezikih uči: Festina lente – Eile mit Weile – Hiti počasi. Življenje teče hitro, mi pa želimo vse takoj doseči – kar ni prav. Vzemimo si čas, da najdemo svojo pot, učimo se potrpežljivo, utrdimo svoje temelje in se nato izpopolnimo v svojem poklicu, bodisi zato, da bomo lahko na njem gradili svoje poklicno življenje, bodisi zato, da bomo nov poklic začeli »graditi« na trdnih temeljih. Nikoli se ne bomo samouresničili, če bomo hoteli prihraniti čas. V današnjem zahtevnem in tekmovalnem svetu je to celo zelo tvegano. ","Ali je to protislovje moderne dobe ali pa smo obsojeni, da začnemo znova? Spomnimo se indoevropske ljudske modrosti, ki nas uči v vseh jezikih: Festina lente - Eile mit Weile - Pohiti. Življenje je hitro, in želimo doseči vse takoj - kar ni prav. Vzemimo si čas, da najdemo svojo pot, se naučimo potrpežljivo, utrdimo svoje temelje in nato izpopolnimo svoj poklic, bodisi da ga gradimo na svojem poklicnem življenju, bodisi da začnemo graditi nov poklic na trdnih temeljih. Nikoli se ne bomo sami spoznali, če želimo prihraniti čas. V današnjem zahtevnem in tekmovalnem svetu je to celo zelo tvegano."
"Družba je danes preveč materialistična in amoralna in kot taka spodbuja pomanjkanje motivacije pri delu, saj »prikriva« pravi življenjski smisel in spodbuja pohlep in želje, se ponaša s korupcijo, se premalo učinkovito bori proti nezakonitemu trgovanju, če že ne zagovarja pokvarjencev.","Današnja družba je preveč materialistična in amoralna in kot taka spodbuja pomanjkanje motivacije pri delu, ker ""prikriva"" pravi namen življenja in spodbuja pohlep in željo, se baha s korupcijo, se premalo bori proti nezakoniti trgovini, če ne zato, da bi branila pokvarjene."
"Zamislimo si, da ekipa dobi nalogo, ki jo vsi člani dobro sprejmejo. Preostane jim le še, da se sporazumejo glede vprašanja »Kako?«, si razdelijo delo in poskrbijo za kar najboljšo koordinacijo. Takrat se pojavi potreba po vodju, ki bo z avtoriteto uskladil morebitna razhajanja med člani, še posebej zato, ker je za naš (francoski) narod zaradi kulturnih razlogov – predvsem prepletanja različnih ras – značilno, da obstaja toliko mnenj, kolikor je posameznikov. ","Predstavljajmo si, da ekipa dobi nalogo, ki jo vsi člani dobro sprejmejo. Ostane nam le še, da se dogovorimo o vprašanju ""kako?"", da si delimo delo in zagotovimo čim boljšo koordinacijo. Na tej točki se pojavi potreba po vodji, ki bo usklajeval vse razlike med člani z avtoriteto, še posebej, ker je za naš (francoski) narod iz kulturnih razlogov - predvsem zaradi prepletanja različnih ras - značilno, da je mnenj toliko, kot je posameznikov."
… za skupno zmago ,Skupaj za skupno zmago
